date,name,type,value
09/05/2020 16:00:00,3A-03p,pH,8.27
09/05/2020 16:00:00,3A-04p,pH,7.88
09/05/2020 16:00:00,3A-05p,pH,8.38
09/05/2020 16:00:00,3A-06p,pH,7.62
09/05/2020 16:00:00,3B-07p,pH,8.43
09/05/2020 16:00:00,3B-01p,pH,8.43
09/05/2020 16:00:00,3B-02p,pH,7.68
09/05/2020 16:00:00,3B-03p,pH,8.4
09/05/2020 16:00:00,3B-04p,pH,7.84
09/05/2020 16:00:00,3B-05p,pH,8.34
09/05/2020 16:00:00,3B-06p,pH,7.96
09/05/2020 16:00:00,3A-07p,pH,8.22
09/05/2020 16:00:00,3A-08p,pH,8.05
09/05/2020 16:00:00,3B-08p,pH,8.06
09/05/2020 17:10:00,3A-01p,pH,8.23
09/05/2020 17:10:00,3A-02p,pH,7.86
09/05/2020 17:10:00,3A-03p,pH,8.28
09/05/2020 17:10:00,3A-04p,pH,7.9
09/05/2020 17:10:00,3A-05p,pH,8.38
09/05/2020 17:10:00,3A-06p,pH,7.78
09/05/2020 17:10:00,3B-07p,pH,8.46
09/05/2020 17:10:00,3B-01p,pH,8.46
09/05/2020 17:10:00,3B-02p,pH,7.67
09/05/2020 17:10:00,3B-03p,pH,8.41
09/05/2020 17:10:00,3B-04p,pH,7.8
09/05/2020 17:10:00,3B-05p,pH,8.34
09/05/2020 17:10:00,3B-06p,pH,7.93
09/05/2020 17:10:00,3A-07p,pH,8.22
09/05/2020 17:10:00,3A-08p,pH,8.16
09/05/2020 17:10:00,3B-08p,pH,8.12
09/05/2020 18:20:00,3A-01p,pH,8.2
09/05/2020 18:20:00,3A-02p,pH,7.8
09/05/2020 18:20:00,3A-03p,pH,8.17
09/05/2020 18:20:00,3A-04p,pH,7.83
09/05/2020 18:20:00,3A-05p,pH,8.3
09/05/2020 18:20:00,3A-06p,pH,7.75
09/05/2020 18:20:00,3B-07p,pH,8.38
09/05/2020 18:20:00,3B-01p,pH,8.35
09/05/2020 18:20:00,3B-02p,pH,7.84
09/05/2020 18:20:00,3B-03p,pH,8.23
09/05/2020 18:20:00,3B-04p,pH,7.7
09/05/2020 18:20:00,3B-05p,pH,8.26
09/05/2020 18:20:00,3B-06p,pH,7.86
09/05/2020 18:20:00,3A-07p,pH,8.2
09/05/2020 18:20:00,3A-08p,pH,7.67
09/05/2020 18:20:00,3B-08p,pH,7.91
09/05/2020 19:30:00,3A-01p,pH,8.19
09/05/2020 19:30:00,3A-02p,pH,7.83
09/05/2020 19:30:00,3A-03p,pH,8.14
09/05/2020 19:30:00,3A-04p,pH,7.66
09/05/2020 19:30:00,3A-05p,pH,8.26
09/05/2020 19:30:00,3A-06p,pH,7.76
09/05/2020 19:30:00,3B-07p,pH,8.33
09/05/2020 19:30:00,3B-01p,pH,8.31
09/05/2020 19:30:00,3B-02p,pH,7.69
09/05/2020 19:30:00,3B-03p,pH,8.13
09/05/2020 19:30:00,3B-04p,pH,7.86
09/05/2020 19:30:00,3B-05p,pH,8.2
09/05/2020 19:30:00,3B-06p,pH,7.94
09/05/2020 19:30:00,3A-07p,pH,8.16
09/05/2020 19:30:00,3A-08p,pH,7.99
09/05/2020 19:30:00,3B-08p,pH,7.96
09/05/2020 20:40:00,3A-01p,pH,8.17
09/05/2020 20:40:00,3A-02p,pH,7.85
09/05/2020 20:40:00,3A-03p,pH,8.15
09/05/2020 20:40:00,3A-04p,pH,7.67
09/05/2020 20:40:00,3A-05p,pH,8.25
09/05/2020 20:40:00,3A-06p,pH,7.81
09/05/2020 20:40:00,3B-07p,pH,8.32
09/05/2020 20:40:00,3B-01p,pH,8.33
09/05/2020 20:40:00,3B-02p,pH,7.53
09/05/2020 20:40:00,3B-03p,pH,8.12
09/05/2020 20:40:00,3B-04p,pH,7.69
09/05/2020 20:40:00,3B-05p,pH,8.2
09/05/2020 20:40:00,3B-06p,pH,7.86
09/05/2020 20:40:00,3A-07p,pH,8.17
09/05/2020 20:40:00,3A-08p,pH,7.91
09/05/2020 20:40:00,3B-08p,pH,8.04
09/05/2020 21:50:00,3A-01p,pH,8.18
09/05/2020 21:50:00,3A-02p,pH,7.87
09/05/2020 21:50:00,3A-03p,pH,8.12
09/05/2020 21:50:00,3A-04p,pH,7.66
09/05/2020 21:50:00,3A-05p,pH,8.23
09/05/2020 21:50:00,3A-06p,pH,7.82
09/05/2020 21:50:00,3B-07p,pH,8.31
09/05/2020 21:50:00,3B-01p,pH,8.29
09/05/2020 21:50:00,3B-02p,pH,7.71
09/05/2020 21:50:00,3B-03p,pH,8.08
09/05/2020 21:50:00,3B-04p,pH,7.87
09/05/2020 21:50:00,3B-05p,pH,8.17
09/05/2020 21:50:00,3B-06p,pH,7.93
09/05/2020 21:50:00,3A-07p,pH,8.16
09/05/2020 21:50:00,3A-08p,pH,7.76
09/05/2020 21:50:00,3B-08p,pH,7.98
09/05/2020 23:00:00,3A-01p,pH,8.16
09/05/2020 23:00:00,3A-02p,pH,7.86
09/05/2020 23:00:00,3A-03p,pH,8.11
09/05/2020 23:00:00,3A-04p,pH,7.91
09/05/2020 23:00:00,3A-05p,pH,8.22
09/05/2020 23:00:00,3A-06p,pH,7.83
09/05/2020 23:00:00,3B-07p,pH,8.3
09/05/2020 23:00:00,3B-01p,pH,8.28
09/05/2020 23:00:00,3B-02p,pH,7.83
09/05/2020 23:00:00,3B-03p,pH,8.06
09/05/2020 23:00:00,3B-04p,pH,7.68
09/05/2020 23:00:00,3B-05p,pH,8.16
09/05/2020 23:00:00,3B-06p,pH,7.84
09/05/2020 23:00:00,3A-07p,pH,8.14
09/05/2020 23:00:00,3A-08p,pH,7.82
09/05/2020 23:00:00,3B-08p,pH,7.98
09/06/2020 00:10:00,3A-01p,pH,8.16
09/06/2020 00:10:00,3A-02p,pH,7.83
09/06/2020 00:10:00,3A-03p,pH,8.04
09/06/2020 00:10:00,3A-04p,pH,7.75
09/06/2020 00:10:00,3A-05p,pH,8.19
09/06/2020 00:10:00,3A-06p,pH,7.8
09/06/2020 00:10:00,3B-07p,pH,8.25
09/06/2020 00:10:00,3B-01p,pH,8.25
09/06/2020 00:10:00,3B-02p,pH,7.7
09/06/2020 00:10:00,3B-03p,pH,7.98
09/06/2020 00:10:00,3B-04p,pH,7.79
09/06/2020 00:10:00,3B-05p,pH,8.11
09/06/2020 00:10:00,3B-06p,pH,7.9
09/06/2020 00:10:00,3A-07p,pH,8.12
09/06/2020 00:10:00,3A-08p,pH,7.81
09/06/2020 00:10:00,3B-08p,pH,8.02
09/06/2020 02:20:00,3A-01p,pH,8.14
09/06/2020 02:20:00,3A-02p,pH,7.82
09/06/2020 02:20:00,3A-03p,pH,8.03
09/06/2020 02:20:00,3A-04p,pH,7.52
09/06/2020 02:20:00,3A-05p,pH,8.17
09/06/2020 02:20:00,3A-06p,pH,7.8
09/06/2020 02:20:00,3B-07p,pH,8.23
09/06/2020 02:20:00,3B-01p,pH,8.23
09/06/2020 02:20:00,3B-02p,pH,7.81
09/06/2020 02:20:00,3B-03p,pH,7.93
09/06/2020 02:20:00,3B-04p,pH,7.87
09/06/2020 02:20:00,3B-05p,pH,8.08
09/06/2020 02:20:00,3B-06p,pH,7.94
09/06/2020 02:20:00,3A-07p,pH,8.11
09/06/2020 02:20:00,3A-08p,pH,7.91
09/06/2020 02:20:00,3B-08p,pH,7.92
09/06/2020 03:30:00,3A-01p,pH,8.14
09/06/2020 03:30:00,3A-02p,pH,7.89
09/06/2020 03:30:00,3A-03p,pH,8.01
09/06/2020 03:30:00,3A-04p,pH,7.74
09/06/2020 03:30:00,3A-05p,pH,8.14
09/06/2020 03:30:00,3A-06p,pH,7.8
09/06/2020 03:30:00,3B-07p,pH,8.21
09/06/2020 03:30:00,3B-01p,pH,8.22
09/06/2020 03:30:00,3B-02p,pH,7.53
09/06/2020 03:30:00,3B-03p,pH,7.92
09/06/2020 03:30:00,3B-04p,pH,7.79
09/06/2020 03:30:00,3B-05p,pH,8.07
09/06/2020 03:30:00,3B-06p,pH,7.91
09/06/2020 03:30:00,3A-07p,pH,8.11
09/06/2020 03:30:00,3A-08p,pH,7.8
09/06/2020 03:30:00,3B-08p,pH,7.91
09/06/2020 04:40:00,3A-01p,pH,8.14
09/06/2020 04:40:00,3A-02p,pH,7.88
09/06/2020 04:40:00,3A-03p,pH,8.01
09/06/2020 04:40:00,3A-04p,pH,7.88
09/06/2020 04:40:00,3A-05p,pH,8.14
09/06/2020 04:40:00,3A-06p,pH,7.79
09/06/2020 04:40:00,3B-07p,pH,8.21
09/06/2020 04:40:00,3B-01p,pH,8.22
09/06/2020 04:40:00,3B-02p,pH,7.81
09/06/2020 04:40:00,3B-03p,pH,7.92
09/06/2020 04:40:00,3B-04p,pH,7.89
09/06/2020 04:40:00,3B-05p,pH,8.07
09/06/2020 04:40:00,3B-06p,pH,7.95
09/06/2020 04:40:00,3A-07p,pH,8.09
09/06/2020 04:40:00,3A-08p,pH,7.92
09/06/2020 04:40:00,3B-08p,pH,7.87
09/06/2020 05:50:00,3A-01p,pH,8.1
09/06/2020 05:50:00,3A-02p,pH,7.84
09/06/2020 05:50:00,3A-03p,pH,7.97
09/06/2020 05:50:00,3A-04p,pH,7.72
09/06/2020 05:50:00,3A-05p,pH,8.11
09/06/2020 05:50:00,3A-06p,pH,7.78
09/06/2020 05:50:00,3B-07p,pH,8.23
09/06/2020 05:50:00,3B-01p,pH,8.19
09/06/2020 05:50:00,3B-02p,pH,7.54
09/06/2020 05:50:00,3B-03p,pH,7.88
09/06/2020 05:50:00,3B-04p,pH,7.65
09/06/2020 05:50:00,3B-05p,pH,8.06
09/06/2020 05:50:00,3B-06p,pH,7.87
09/06/2020 05:50:00,3A-07p,pH,8.09
09/06/2020 05:50:00,3A-08p,pH,7.65
09/06/2020 05:50:00,3B-08p,pH,7.86
09/06/2020 07:00:00,3A-01p,pH,8.12
09/06/2020 07:00:00,3A-02p,pH,7.89
09/06/2020 07:00:00,3A-03p,pH,7.98
09/06/2020 07:00:00,3A-04p,pH,7.9
09/06/2020 07:00:00,3A-05p,pH,8.12
09/06/2020 07:00:00,3A-06p,pH,7.77
09/06/2020 07:00:00,3B-07p,pH,8.2
09/06/2020 07:00:00,3B-01p,pH,8.2
09/06/2020 07:00:00,3B-02p,pH,7.88
09/06/2020 07:00:00,3B-03p,pH,7.9
09/06/2020 07:00:00,3B-04p,pH,7.81
09/06/2020 07:00:00,3B-05p,pH,8.04
09/06/2020 07:00:00,3B-06p,pH,7.91
09/06/2020 07:00:00,3A-07p,pH,8.09
09/06/2020 07:00:00,3A-08p,pH,7.73
09/06/2020 07:00:00,3B-08p,pH,7.88
09/06/2020 08:10:00,3A-01p,pH,8.1
09/06/2020 08:10:00,3A-02p,pH,7.87
09/06/2020 08:10:00,3A-03p,pH,7.94
09/06/2020 08:10:00,3A-04p,pH,7.77
09/06/2020 08:10:00,3A-05p,pH,8.11
09/06/2020 08:10:00,3A-06p,pH,7.76
09/06/2020 08:10:00,3B-07p,pH,8.19
09/06/2020 08:10:00,3B-01p,pH,8.19
09/06/2020 08:10:00,3B-02p,pH,7.71
09/06/2020 08:10:00,3B-03p,pH,7.83
09/06/2020 08:10:00,3B-04p,pH,7.65
09/06/2020 08:10:00,3B-05p,pH,8.03
09/06/2020 08:10:00,3B-06p,pH,7.93
09/06/2020 08:10:00,3A-07p,pH,8.08
09/06/2020 08:10:00,3A-08p,pH,7.82
09/06/2020 08:10:00,3B-08p,pH,7.98
09/06/2020 09:20:00,3A-01p,pH,8.12
09/06/2020 09:20:00,3A-02p,pH,7.85
09/06/2020 09:20:00,3A-03p,pH,7.98
09/06/2020 09:20:00,3A-04p,pH,7.49
09/06/2020 09:20:00,3A-05p,pH,8.12
09/06/2020 09:20:00,3A-06p,pH,7.78
09/06/2020 09:20:00,3B-07p,pH,8.22
09/06/2020 09:20:00,3B-01p,pH,8.19
09/06/2020 09:20:00,3B-02p,pH,7.92
09/06/2020 09:20:00,3B-03p,pH,7.92
09/06/2020 09:20:00,3B-04p,pH,7.83
09/06/2020 09:20:00,3B-05p,pH,8.04
09/06/2020 09:20:00,3B-06p,pH,7.82
09/06/2020 09:20:00,3A-07p,pH,8.09
09/06/2020 09:20:00,3A-08p,pH,7.81
09/06/2020 09:20:00,3B-08p,pH,8.02
09/06/2020 10:30:00,3A-01p,pH,8.15
09/06/2020 10:30:00,3A-02p,pH,7.83
09/06/2020 10:30:00,3A-03p,pH,8.07
09/06/2020 10:30:00,3A-04p,pH,7.61
09/06/2020 10:30:00,3A-05p,pH,8.23
09/06/2020 10:30:00,3A-06p,pH,7.43
09/06/2020 10:30:00,3B-07p,pH,8.31
09/06/2020 10:30:00,3B-01p,pH,8.29
09/06/2020 10:30:00,3B-02p,pH,7.86
09/06/2020 10:30:00,3B-03p,pH,8.17
09/06/2020 10:30:00,3B-04p,pH,7.81
09/06/2020 10:30:00,3B-05p,pH,8.2
09/06/2020 10:30:00,3B-06p,pH,7.91
09/06/2020 10:30:00,3A-07p,pH,8.12
09/06/2020 10:30:00,3A-08p,pH,8.18
09/06/2020 10:30:00,3B-08p,pH,8
09/06/2020 11:40:00,3A-01p,pH,8.18
09/06/2020 11:40:00,3A-02p,pH,7.84
09/06/2020 11:40:00,3A-03p,pH,8.13
09/06/2020 11:40:00,3A-04p,pH,7.72
09/06/2020 11:40:00,3A-05p,pH,8.28
09/06/2020 11:40:00,3A-06p,pH,7.68
09/06/2020 11:40:00,3B-07p,pH,8.37
09/06/2020 11:40:00,3B-01p,pH,8.31
09/06/2020 11:40:00,3B-02p,pH,7.61
09/06/2020 11:40:00,3B-03p,pH,8.27
09/06/2020 11:40:00,3B-04p,pH,7.78
09/06/2020 11:40:00,3B-05p,pH,8.25
09/06/2020 11:40:00,3B-06p,pH,7.88
09/06/2020 11:40:00,3A-07p,pH,8.13
09/06/2020 11:40:00,3A-08p,pH,7.89
09/06/2020 11:40:00,3B-08p,pH,7.98
09/06/2020 12:50:00,3A-01p,pH,8.19
09/06/2020 12:50:00,3A-02p,pH,7.87
09/06/2020 12:50:00,3A-03p,pH,8.16
09/06/2020 12:50:00,3A-04p,pH,7.64
09/06/2020 12:50:00,3A-05p,pH,8.34
09/06/2020 12:50:00,3A-06p,pH,7.81
09/06/2020 12:50:00,3B-07p,pH,8.37
09/06/2020 12:50:00,3B-01p,pH,8.32
09/06/2020 12:50:00,3B-02p,pH,7.76
09/06/2020 12:50:00,3B-03p,pH,8.32
09/06/2020 12:50:00,3B-04p,pH,7.83
09/06/2020 12:50:00,3B-05p,pH,8.27
09/06/2020 12:50:00,3B-06p,pH,7.87
09/06/2020 12:50:00,3A-07p,pH,8.12
09/06/2020 12:50:00,3A-08p,pH,7.84
09/06/2020 12:50:00,3B-08p,pH,7.92
09/06/2020 14:00:00,3A-01p,pH,8.19
09/06/2020 14:00:00,3A-02p,pH,7.91
09/06/2020 14:00:00,3A-03p,pH,8.19
09/06/2020 14:00:00,3A-04p,pH,7.77
09/06/2020 14:00:00,3A-05p,pH,8.37
09/06/2020 14:00:00,3A-06p,pH,7.9
09/06/2020 14:00:00,3B-07p,pH,8.38
09/06/2020 14:00:00,3B-01p,pH,8.34
09/06/2020 14:00:00,3B-02p,pH,7.78
09/06/2020 14:00:00,3B-03p,pH,8.34
09/06/2020 14:00:00,3B-04p,pH,7.79
09/06/2020 14:00:00,3B-05p,pH,8.3
09/06/2020 14:00:00,3B-06p,pH,7.84
09/06/2020 14:00:00,3A-07p,pH,8.15
09/06/2020 14:00:00,3A-08p,pH,8.01
09/06/2020 14:00:00,3B-08p,pH,7.95
09/06/2020 15:10:00,3A-01p,pH,8.22
09/06/2020 15:10:00,3A-02p,pH,7.88
09/06/2020 15:10:00,3A-03p,pH,8.23
09/06/2020 15:10:00,3A-04p,pH,7.84
09/06/2020 15:10:00,3A-05p,pH,8.39
09/06/2020 15:10:00,3A-06p,pH,7.58
09/06/2020 15:10:00,3B-07p,pH,8.41
09/06/2020 15:10:00,3B-01p,pH,8.34
09/06/2020 15:10:00,3B-02p,pH,7.73
09/06/2020 15:10:00,3B-03p,pH,8.35
09/06/2020 15:10:00,3B-04p,pH,7.77
09/06/2020 15:10:00,3B-05p,pH,8.3
09/06/2020 15:10:00,3B-06p,pH,7.96
09/06/2020 15:10:00,3A-07p,pH,8.16
09/06/2020 15:10:00,3A-08p,pH,8.06
09/06/2020 15:10:00,3B-08p,pH,8.04
09/06/2020 16:20:00,3A-01p,pH,8.23
09/06/2020 16:20:00,3A-02p,pH,7.84
09/06/2020 16:20:00,3A-03p,pH,8.29
09/06/2020 16:20:00,3A-04p,pH,7.55
09/06/2020 16:20:00,3A-05p,pH,8.4
09/06/2020 16:20:00,3A-06p,pH,7.79
09/06/2020 16:20:00,3B-07p,pH,8.41
09/06/2020 16:20:00,3B-01p,pH,8.36
09/06/2020 16:20:00,3B-02p,pH,7.93
09/06/2020 16:20:00,3B-03p,pH,8.36
09/06/2020 16:20:00,3B-04p,pH,7.75
09/06/2020 16:20:00,3B-05p,pH,8.32
09/06/2020 16:20:00,3B-06p,pH,7.93
09/06/2020 16:20:00,3A-07p,pH,8.17
09/06/2020 16:20:00,3A-08p,pH,7.89
09/06/2020 16:20:00,3B-08p,pH,7.91
09/06/2020 17:30:00,3A-01p,pH,8.27
09/06/2020 17:30:00,3A-02p,pH,7.84
09/06/2020 17:30:00,3A-03p,pH,8.38
09/06/2020 17:30:00,3A-04p,pH,7.92
09/06/2020 17:30:00,3A-05p,pH,8.41
09/06/2020 17:30:00,3A-06p,pH,7.88
09/06/2020 17:30:00,3B-07p,pH,8.43
09/06/2020 17:30:00,3B-01p,pH,8.43
09/06/2020 17:30:00,3B-02p,pH,7.76
09/06/2020 17:30:00,3B-03p,pH,8.44
09/06/2020 17:30:00,3B-04p,pH,7.73
09/06/2020 17:30:00,3B-05p,pH,8.33
09/06/2020 17:30:00,3B-06p,pH,7.91
09/06/2020 17:30:00,3A-07p,pH,8.18
09/06/2020 17:30:00,3A-08p,pH,8.03
09/06/2020 17:30:00,3B-08p,pH,8.03
09/06/2020 18:40:00,3A-01p,pH,8.21
09/06/2020 18:40:00,3A-02p,pH,7.82
09/06/2020 18:40:00,3A-03p,pH,8.22
09/06/2020 18:40:00,3A-04p,pH,7.75
09/06/2020 18:40:00,3A-05p,pH,8.31
09/06/2020 18:40:00,3A-06p,pH,7.53
09/06/2020 18:40:00,3B-07p,pH,8.34
09/06/2020 18:40:00,3B-01p,pH,8.31
09/06/2020 18:40:00,3B-02p,pH,7.67
09/06/2020 18:40:00,3B-03p,pH,8.19
09/06/2020 18:40:00,3B-04p,pH,7.85
09/06/2020 18:40:00,3B-05p,pH,8.2
09/06/2020 18:40:00,3B-06p,pH,7.87
09/06/2020 18:40:00,3A-07p,pH,8.14
09/06/2020 18:40:00,3A-08p,pH,7.65
09/06/2020 18:40:00,3B-08p,pH,7.99
09/06/2020 19:50:00,3A-01p,pH,8.18
09/06/2020 19:50:00,3A-02p,pH,7.84
09/06/2020 19:50:00,3A-03p,pH,8.14
09/06/2020 19:50:00,3A-04p,pH,7.54
09/06/2020 19:50:00,3A-05p,pH,8.25
09/06/2020 19:50:00,3A-06p,pH,7.64
09/06/2020 19:50:00,3B-07p,pH,8.29
09/06/2020 19:50:00,3B-01p,pH,8.27
09/06/2020 19:50:00,3B-02p,pH,7.89
09/06/2020 19:50:00,3B-03p,pH,8.05
09/06/2020 19:50:00,3B-04p,pH,7.92
09/06/2020 19:50:00,3B-05p,pH,8.12
09/06/2020 19:50:00,3B-06p,pH,7.9
09/06/2020 19:50:00,3A-07p,pH,8.13
09/06/2020 19:50:00,3A-08p,pH,7.96
09/06/2020 19:50:00,3B-08p,pH,8.01
09/06/2020 21:00:00,3A-01p,pH,8.17
09/06/2020 21:00:00,3A-02p,pH,7.86
09/06/2020 21:00:00,3A-03p,pH,8.14
09/06/2020 21:00:00,3A-04p,pH,7.86
09/06/2020 21:00:00,3A-05p,pH,8.23
09/06/2020 21:00:00,3A-06p,pH,7.73
09/06/2020 21:00:00,3B-07p,pH,8.28
09/06/2020 21:00:00,3B-01p,pH,8.26
09/06/2020 21:00:00,3B-02p,pH,7.76
09/06/2020 21:00:00,3B-03p,pH,8.03
09/06/2020 21:00:00,3B-04p,pH,7.75
09/06/2020 21:00:00,3B-05p,pH,8.12
09/06/2020 21:00:00,3B-06p,pH,7.91
09/06/2020 21:00:00,3A-07p,pH,8.13
09/06/2020 21:00:00,3A-08p,pH,7.74
09/06/2020 21:00:00,3B-08p,pH,8.02
09/06/2020 22:10:00,3A-01p,pH,8.17
09/06/2020 22:10:00,3A-02p,pH,7.88
09/06/2020 22:10:00,3A-03p,pH,8.11
09/06/2020 22:10:00,3A-04p,pH,7.78
09/06/2020 22:10:00,3A-05p,pH,8.21
09/06/2020 22:10:00,3A-06p,pH,7.77
09/06/2020 22:10:00,3B-07p,pH,8.28
09/06/2020 22:10:00,3B-01p,pH,8.26
09/06/2020 22:10:00,3B-02p,pH,7.59
09/06/2020 22:10:00,3B-03p,pH,8.03
09/06/2020 22:10:00,3B-04p,pH,7.8
09/06/2020 22:10:00,3B-05p,pH,8.11
09/06/2020 22:10:00,3B-06p,pH,7.84
09/06/2020 22:10:00,3A-07p,pH,8.12
09/06/2020 22:10:00,3A-08p,pH,7.94
09/06/2020 22:10:00,3B-08p,pH,8.02
09/06/2020 23:20:00,3A-01p,pH,8.13
09/06/2020 23:20:00,3A-02p,pH,7.86
09/06/2020 23:20:00,3A-03p,pH,8.03
09/06/2020 23:20:00,3A-04p,pH,7.65
09/06/2020 23:20:00,3A-05p,pH,8.14
09/06/2020 23:20:00,3A-06p,pH,7.82
09/06/2020 23:20:00,3B-07p,pH,8.25
09/06/2020 23:20:00,3B-01p,pH,8.22
09/06/2020 23:20:00,3B-02p,pH,7.91
09/06/2020 23:20:00,3B-03p,pH,7.96
09/06/2020 23:20:00,3B-04p,pH,7.63
09/06/2020 23:20:00,3B-05p,pH,8.09
09/06/2020 23:20:00,3B-06p,pH,7.93
09/06/2020 23:20:00,3A-07p,pH,8.1
09/06/2020 23:20:00,3A-08p,pH,7.66
09/06/2020 23:20:00,3B-08p,pH,7.87
09/07/2020 00:30:00,3A-01p,pH,8.14
09/07/2020 00:30:00,3A-02p,pH,7.9
09/07/2020 00:30:00,3A-03p,pH,7.99
09/07/2020 00:30:00,3A-04p,pH,7.75
09/07/2020 00:30:00,3A-05p,pH,8.12
09/07/2020 00:30:00,3A-06p,pH,7.8
09/07/2020 00:30:00,3B-07p,pH,8.23
09/07/2020 00:30:00,3B-01p,pH,8.2
09/07/2020 00:30:00,3B-02p,pH,7.85
09/07/2020 00:30:00,3B-03p,pH,7.92
09/07/2020 00:30:00,3B-04p,pH,7.84
09/07/2020 00:30:00,3B-05p,pH,8.07
09/07/2020 00:30:00,3B-06p,pH,7.85
09/07/2020 00:30:00,3A-07p,pH,8.09
09/07/2020 00:30:00,3A-08p,pH,7.79
09/07/2020 00:30:00,3B-08p,pH,7.87
09/07/2020 02:40:00,3A-01p,pH,8.13
09/07/2020 02:40:00,3A-02p,pH,7.86
09/07/2020 02:40:00,3A-03p,pH,8
09/07/2020 02:40:00,3A-04p,pH,7.75
09/07/2020 02:40:00,3A-05p,pH,8.12
09/07/2020 02:40:00,3A-06p,pH,7.8
09/07/2020 02:40:00,3B-07p,pH,8.22
09/07/2020 02:40:00,3B-01p,pH,8.21
09/07/2020 02:40:00,3B-02p,pH,7.72
09/07/2020 02:40:00,3B-03p,pH,7.9
09/07/2020 02:40:00,3B-04p,pH,7.57
09/07/2020 02:40:00,3B-05p,pH,8.06
09/07/2020 02:40:00,3B-06p,pH,7.93
09/07/2020 02:40:00,3A-07p,pH,8.1
09/07/2020 02:40:00,3A-08p,pH,7.88
09/07/2020 02:40:00,3B-08p,pH,7.88
09/07/2020 03:50:00,3A-01p,pH,8.11
09/07/2020 03:50:00,3A-02p,pH,7.83
09/07/2020 03:50:00,3A-03p,pH,7.93
09/07/2020 03:50:00,3A-04p,pH,7.94
09/07/2020 03:50:00,3A-05p,pH,8.1
09/07/2020 03:50:00,3A-06p,pH,7.78
09/07/2020 03:50:00,3B-07p,pH,8.21
09/07/2020 03:50:00,3B-01p,pH,8.18
09/07/2020 03:50:00,3B-02p,pH,7.66
09/07/2020 03:50:00,3B-03p,pH,7.85
09/07/2020 03:50:00,3B-04p,pH,7.65
09/07/2020 03:50:00,3B-05p,pH,8.04
09/07/2020 03:50:00,3B-06p,pH,7.9
09/07/2020 03:50:00,3A-07p,pH,8.08
09/07/2020 03:50:00,3A-08p,pH,7.73
09/07/2020 03:50:00,3B-08p,pH,7.96
09/07/2020 05:00:00,3A-01p,pH,8.09
09/07/2020 05:00:00,3A-02p,pH,7.88
09/07/2020 05:00:00,3A-03p,pH,7.9
09/07/2020 05:00:00,3A-04p,pH,7.91
09/07/2020 05:00:00,3A-05p,pH,8.08
09/07/2020 05:00:00,3A-06p,pH,7.77
09/07/2020 05:00:00,3B-07p,pH,8.2
09/07/2020 05:00:00,3B-01p,pH,8.14
09/07/2020 05:00:00,3B-02p,pH,7.9
09/07/2020 05:00:00,3B-03p,pH,7.84
09/07/2020 05:00:00,3B-04p,pH,7.84
09/07/2020 05:00:00,3B-05p,pH,8.02
09/07/2020 05:00:00,3B-06p,pH,7.93
09/07/2020 05:00:00,3A-07p,pH,8.07
09/07/2020 05:00:00,3A-08p,pH,7.66
09/07/2020 05:00:00,3B-08p,pH,7.99
09/07/2020 06:10:00,3A-01p,pH,8.1
09/07/2020 06:10:00,3A-02p,pH,7.9
09/07/2020 06:10:00,3A-03p,pH,7.94
09/07/2020 06:10:00,3A-04p,pH,7.91
09/07/2020 06:10:00,3A-05p,pH,8.08
09/07/2020 06:10:00,3A-06p,pH,7.77
09/07/2020 06:10:00,3B-07p,pH,8.18
09/07/2020 06:10:00,3B-01p,pH,8.16
09/07/2020 06:10:00,3B-02p,pH,7.59
09/07/2020 06:10:00,3B-03p,pH,7.88
09/07/2020 06:10:00,3B-04p,pH,7.65
09/07/2020 06:10:00,3B-05p,pH,8.01
09/07/2020 06:10:00,3B-06p,pH,7.85
09/07/2020 06:10:00,3A-07p,pH,8.07
09/07/2020 06:10:00,3A-08p,pH,7.69
09/07/2020 06:10:00,3B-08p,pH,7.98
09/07/2020 07:20:00,3A-01p,pH,8.09
09/07/2020 07:20:00,3A-02p,pH,7.85
09/07/2020 07:20:00,3A-03p,pH,7.93
09/07/2020 07:20:00,3A-04p,pH,7.8
09/07/2020 07:20:00,3A-05p,pH,8.09
09/07/2020 07:20:00,3A-06p,pH,7.76
09/07/2020 07:20:00,3B-07p,pH,8.18
09/07/2020 07:20:00,3B-01p,pH,8.16
09/07/2020 07:20:00,3B-02p,pH,7.83
09/07/2020 07:20:00,3B-03p,pH,7.87
09/07/2020 07:20:00,3B-04p,pH,7.82
09/07/2020 07:20:00,3B-05p,pH,8.01
09/07/2020 07:20:00,3B-06p,pH,7.91
09/07/2020 07:20:00,3A-07p,pH,8.07
09/07/2020 07:20:00,3A-08p,pH,7.77
09/07/2020 07:20:00,3B-08p,pH,7.9
09/07/2020 08:30:00,3A-01p,pH,8.11
09/07/2020 08:30:00,3A-02p,pH,7.89
09/07/2020 08:30:00,3A-03p,pH,7.99
09/07/2020 08:30:00,3A-04p,pH,7.86
09/07/2020 08:30:00,3A-05p,pH,8.11
09/07/2020 08:30:00,3A-06p,pH,7.77
09/07/2020 08:30:00,3B-07p,pH,8.18
09/07/2020 08:30:00,3B-01p,pH,8.2
09/07/2020 08:30:00,3B-02p,pH,7.52
09/07/2020 08:30:00,3B-03p,pH,7.94
09/07/2020 08:30:00,3B-04p,pH,7.93
09/07/2020 08:30:00,3B-05p,pH,8.03
