date,name,type,value,,date
09/06/2020 15:10:00,3B-05t,Temp,26.4,,09/06/2020 15:10:00
09/06/2020 15:10:00,3B-06t,Temp,26.1,,09/06/2020 15:10:00
09/06/2020 15:10:00,3A-07t,Temp,26.5,,09/06/2020 15:10:00
09/06/2020 15:10:00,3A-08t,Temp,27.2,,09/06/2020 15:10:00
09/06/2020 15:10:00,3B-08t,Temp,27.1,,09/06/2020 15:10:00
09/06/2020 16:20:00,3A-01t,Temp,25.2,,09/06/2020 16:20:00
09/06/2020 16:20:00,3A-02t,Temp,25.1,,09/06/2020 16:20:00
09/06/2020 16:20:00,3A-03t,Temp,25.6,,09/06/2020 16:20:00
09/06/2020 16:20:00,3A-04t,Temp,26.1,,09/06/2020 16:20:00
09/06/2020 16:20:00,3A-05t,Temp,25.7,,09/06/2020 16:20:00
09/06/2020 16:20:00,3A-06t,Temp,25.7,,09/06/2020 16:20:00
09/06/2020 16:20:00,3B-07t,Temp,26.1,,09/06/2020 16:20:00
09/06/2020 16:20:00,3B-01t,Temp,26.7,,09/06/2020 16:20:00
09/06/2020 16:20:00,3B-02t,Temp,27.1,,09/06/2020 16:20:00
09/06/2020 16:20:00,3B-03t,Temp,25.9,,09/06/2020 16:20:00
09/06/2020 16:20:00,3B-04t,Temp,25.6,,09/06/2020 16:20:00
09/06/2020 16:20:00,3B-05t,Temp,26.4,,09/06/2020 16:20:00
09/06/2020 16:20:00,3B-06t,Temp,26,,09/06/2020 16:20:00
09/06/2020 16:20:00,3A-07t,Temp,26.5,,09/06/2020 16:20:00
09/06/2020 16:20:00,3A-08t,Temp,27.2,,09/06/2020 16:20:00
09/06/2020 16:20:00,3B-08t,Temp,27.1,,09/06/2020 16:20:00
09/06/2020 17:30:00,3A-01t,Temp,25.1,,09/06/2020 17:30:00
09/06/2020 17:30:00,3A-02t,Temp,25.1,,09/06/2020 17:30:00
09/06/2020 17:30:00,3A-03t,Temp,25.6,,09/06/2020 17:30:00
09/06/2020 17:30:00,3A-04t,Temp,26.1,,09/06/2020 17:30:00
09/06/2020 17:30:00,3A-05t,Temp,25.8,,09/06/2020 17:30:00
09/06/2020 17:30:00,3A-06t,Temp,25.6,,09/06/2020 17:30:00
09/06/2020 17:30:00,3B-07t,Temp,26.2,,09/06/2020 17:30:00
09/06/2020 17:30:00,3B-01t,Temp,26.8,,09/06/2020 17:30:00
09/06/2020 17:30:00,3B-02t,Temp,27.3,,09/06/2020 17:30:00
09/06/2020 17:30:00,3B-03t,Temp,25.9,,09/06/2020 17:30:00
09/06/2020 17:30:00,3B-04t,Temp,25.5,,09/06/2020 17:30:00
09/06/2020 17:30:00,3B-05t,Temp,26.5,,09/06/2020 17:30:00
09/06/2020 17:30:00,3B-06t,Temp,25.8,,09/06/2020 17:30:00
09/06/2020 17:30:00,3A-07t,Temp,26.6,,09/06/2020 17:30:00
09/06/2020 17:30:00,3A-08t,Temp,27.2,,09/06/2020 17:30:00
09/06/2020 17:30:00,3B-08t,Temp,27.3,,09/06/2020 17:30:00
09/06/2020 18:40:00,3A-01t,Temp,24.8,,09/06/2020 18:40:00
09/06/2020 18:40:00,3A-02t,Temp,24.8,,09/06/2020 18:40:00
09/06/2020 18:40:00,3A-03t,Temp,25.3,,09/06/2020 18:40:00
09/06/2020 18:40:00,3A-04t,Temp,25.8,,09/06/2020 18:40:00
09/06/2020 18:40:00,3A-05t,Temp,25.7,,09/06/2020 18:40:00
09/06/2020 18:40:00,3A-06t,Temp,25.3,,09/06/2020 18:40:00
09/06/2020 18:40:00,3B-07t,Temp,26.2,,09/06/2020 18:40:00
09/06/2020 18:40:00,3B-01t,Temp,26.7,,09/06/2020 18:40:00
09/06/2020 18:40:00,3B-02t,Temp,27.1,,09/06/2020 18:40:00
09/06/2020 18:40:00,3B-03t,Temp,25.9,,09/06/2020 18:40:00
09/06/2020 18:40:00,3B-04t,Temp,25.6,,09/06/2020 18:40:00
09/06/2020 18:40:00,3B-05t,Temp,26.5,,09/06/2020 18:40:00
09/06/2020 18:40:00,3B-06t,Temp,25.7,,09/06/2020 18:40:00
09/06/2020 18:40:00,3A-07t,Temp,26.5,,09/06/2020 18:40:00
09/06/2020 18:40:00,3A-08t,Temp,27,,09/06/2020 18:40:00
09/06/2020 18:40:00,3B-08t,Temp,27.1,,09/06/2020 18:40:00
09/06/2020 19:50:00,3A-01t,Temp,25,,09/06/2020 19:50:00
09/06/2020 19:50:00,3A-02t,Temp,25.1,,09/06/2020 19:50:00
09/06/2020 19:50:00,3A-03t,Temp,25.4,,09/06/2020 19:50:00
09/06/2020 19:50:00,3A-04t,Temp,26,,09/06/2020 19:50:00
09/06/2020 19:50:00,3A-05t,Temp,26,,09/06/2020 19:50:00
09/06/2020 19:50:00,3A-06t,Temp,25.6,,09/06/2020 19:50:00
09/06/2020 19:50:00,3B-07t,Temp,26.6,,09/06/2020 19:50:00
09/06/2020 19:50:00,3B-01t,Temp,26.8,,09/06/2020 19:50:00
09/06/2020 19:50:00,3B-02t,Temp,27.2,,09/06/2020 19:50:00
09/06/2020 19:50:00,3B-03t,Temp,27,,09/06/2020 19:50:00
09/06/2020 19:50:00,3B-04t,Temp,27.1,,09/06/2020 19:50:00
09/06/2020 19:50:00,3B-05t,Temp,26.9,,09/06/2020 19:50:00
09/06/2020 19:50:00,3B-06t,Temp,26.7,,09/06/2020 19:50:00
09/06/2020 19:50:00,3A-07t,Temp,26.6,,09/06/2020 19:50:00
09/06/2020 19:50:00,3A-08t,Temp,27.1,,09/06/2020 19:50:00
09/06/2020 19:50:00,3B-08t,Temp,27.1,,09/06/2020 19:50:00
09/06/2020 21:00:00,3A-01t,Temp,25.1,,09/06/2020 21:00:00
09/06/2020 21:00:00,3A-02t,Temp,25.1,,09/06/2020 21:00:00
09/06/2020 21:00:00,3A-03t,Temp,25.5,,09/06/2020 21:00:00
09/06/2020 21:00:00,3A-04t,Temp,26,,09/06/2020 21:00:00
09/06/2020 21:00:00,3A-05t,Temp,26,,09/06/2020 21:00:00
09/06/2020 21:00:00,3A-06t,Temp,25.6,,09/06/2020 21:00:00
09/06/2020 21:00:00,3B-07t,Temp,26.5,,09/06/2020 21:00:00
09/06/2020 21:00:00,3B-01t,Temp,26.8,,09/06/2020 21:00:00
09/06/2020 21:00:00,3B-02t,Temp,27.1,,09/06/2020 21:00:00
09/06/2020 21:00:00,3B-03t,Temp,27,,09/06/2020 21:00:00
09/06/2020 21:00:00,3B-04t,Temp,27.1,,09/06/2020 21:00:00
09/06/2020 21:00:00,3B-05t,Temp,26.8,,09/06/2020 21:00:00
09/06/2020 21:00:00,3B-06t,Temp,26.8,,09/06/2020 21:00:00
09/06/2020 21:00:00,3A-07t,Temp,26.6,,09/06/2020 21:00:00
09/06/2020 21:00:00,3A-08t,Temp,27,,09/06/2020 21:00:00
09/06/2020 21:00:00,3B-08t,Temp,27,,09/06/2020 21:00:00
09/06/2020 22:10:00,3A-01t,Temp,25.1,,09/06/2020 22:10:00
09/06/2020 22:10:00,3A-02t,Temp,25.2,,09/06/2020 22:10:00
09/06/2020 22:10:00,3A-03t,Temp,25.5,,09/06/2020 22:10:00
09/06/2020 22:10:00,3A-04t,Temp,26,,09/06/2020 22:10:00
09/06/2020 22:10:00,3A-05t,Temp,26.1,,09/06/2020 22:10:00
09/06/2020 22:10:00,3A-06t,Temp,25.7,,09/06/2020 22:10:00
09/06/2020 22:10:00,3B-07t,Temp,26.3,,09/06/2020 22:10:00
09/06/2020 22:10:00,3B-01t,Temp,26.7,,09/06/2020 22:10:00
09/06/2020 22:10:00,3B-02t,Temp,27,,09/06/2020 22:10:00
09/06/2020 22:10:00,3B-03t,Temp,26.8,,09/06/2020 22:10:00
09/06/2020 22:10:00,3B-04t,Temp,27,,09/06/2020 22:10:00
09/06/2020 22:10:00,3B-05t,Temp,26.7,,09/06/2020 22:10:00
09/06/2020 22:10:00,3B-06t,Temp,26.5,,09/06/2020 22:10:00
09/06/2020 22:10:00,3A-07t,Temp,26.5,,09/06/2020 22:10:00
09/06/2020 22:10:00,3A-08t,Temp,26.9,,09/06/2020 22:10:00
09/06/2020 22:10:00,3B-08t,Temp,26.8,,09/06/2020 22:10:00
09/06/2020 23:20:00,3A-01t,Temp,26.5,,09/06/2020 23:20:00
09/06/2020 23:20:00,3A-02t,Temp,26.8,,09/06/2020 23:20:00
09/06/2020 23:20:00,3A-03t,Temp,26.8,,09/06/2020 23:20:00
09/06/2020 23:20:00,3A-04t,Temp,27.3,,09/06/2020 23:20:00
09/06/2020 23:20:00,3A-05t,Temp,27.4,,09/06/2020 23:20:00
09/06/2020 23:20:00,3A-06t,Temp,26.6,,09/06/2020 23:20:00
09/06/2020 23:20:00,3B-07t,Temp,26.2,,09/06/2020 23:20:00
09/06/2020 23:20:00,3B-01t,Temp,26.7,,09/06/2020 23:20:00
09/06/2020 23:20:00,3B-02t,Temp,27,,09/06/2020 23:20:00
09/06/2020 23:20:00,3B-03t,Temp,26.8,,09/06/2020 23:20:00
09/06/2020 23:20:00,3B-04t,Temp,26.7,,09/06/2020 23:20:00
09/06/2020 23:20:00,3B-05t,Temp,26.7,,09/06/2020 23:20:00
09/06/2020 23:20:00,3B-06t,Temp,26.4,,09/06/2020 23:20:00
09/06/2020 23:20:00,3A-07t,Temp,26.5,,09/06/2020 23:20:00
09/06/2020 23:20:00,3A-08t,Temp,26.8,,09/06/2020 23:20:00
09/06/2020 23:20:00,3B-08t,Temp,26.8,,09/06/2020 23:20:00
09/07/2020 00:30:00,3A-01t,Temp,26.6,,09/07/2020 00:30:00
09/07/2020 00:30:00,3A-02t,Temp,26.8,,09/07/2020 00:30:00
09/07/2020 00:30:00,3A-03t,Temp,26.8,,09/07/2020 00:30:00
09/07/2020 00:30:00,3A-04t,Temp,27.3,,09/07/2020 00:30:00
09/07/2020 00:30:00,3A-05t,Temp,27.3,,09/07/2020 00:30:00
09/07/2020 00:30:00,3A-06t,Temp,26.6,,09/07/2020 00:30:00
09/07/2020 00:30:00,3B-07t,Temp,26,,09/07/2020 00:30:00
09/07/2020 00:30:00,3B-01t,Temp,26.7,,09/07/2020 00:30:00
09/07/2020 00:30:00,3B-02t,Temp,27,,09/07/2020 00:30:00
09/07/2020 00:30:00,3B-03t,Temp,26.7,,09/07/2020 00:30:00
09/07/2020 00:30:00,3B-04t,Temp,26.6,,09/07/2020 00:30:00
09/07/2020 00:30:00,3B-05t,Temp,26.6,,09/07/2020 00:30:00
09/07/2020 00:30:00,3B-06t,Temp,26.3,,09/07/2020 00:30:00
09/07/2020 00:30:00,3A-07t,Temp,26.5,,09/07/2020 00:30:00
09/07/2020 00:30:00,3A-08t,Temp,26.8,,09/07/2020 00:30:00
09/07/2020 00:30:00,3B-08t,Temp,26.8,,09/07/2020 00:30:00
09/07/2020 02:40:00,3A-01t,Temp,26.6,,09/07/2020 02:40:00
09/07/2020 02:40:00,3A-02t,Temp,26.8,,09/07/2020 02:40:00
09/07/2020 02:40:00,3A-03t,Temp,26.7,,09/07/2020 02:40:00
09/07/2020 02:40:00,3A-04t,Temp,27.3,,09/07/2020 02:40:00
09/07/2020 02:40:00,3A-05t,Temp,27.3,,09/07/2020 02:40:00
09/07/2020 02:40:00,3A-06t,Temp,26.6,,09/07/2020 02:40:00
09/07/2020 02:40:00,3B-07t,Temp,26,,09/07/2020 02:40:00
09/07/2020 02:40:00,3B-01t,Temp,26.6,,09/07/2020 02:40:00
09/07/2020 02:40:00,3B-02t,Temp,27,,09/07/2020 02:40:00
09/07/2020 02:40:00,3B-03t,Temp,26.6,,09/07/2020 02:40:00
09/07/2020 02:40:00,3B-04t,Temp,26.5,,09/07/2020 02:40:00
09/07/2020 02:40:00,3B-05t,Temp,26.6,,09/07/2020 02:40:00
09/07/2020 02:40:00,3B-06t,Temp,26.2,,09/07/2020 02:40:00
09/07/2020 02:40:00,3A-07t,Temp,26.4,,09/07/2020 02:40:00
09/07/2020 02:40:00,3A-08t,Temp,26.8,,09/07/2020 02:40:00
09/07/2020 02:40:00,3B-08t,Temp,26.7,,09/07/2020 02:40:00
09/07/2020 03:50:00,3A-01t,Temp,26.6,,09/07/2020 03:50:00
09/07/2020 03:50:00,3A-02t,Temp,26.8,,09/07/2020 03:50:00
09/07/2020 03:50:00,3A-03t,Temp,26.7,,09/07/2020 03:50:00
09/07/2020 03:50:00,3A-04t,Temp,27.2,,09/07/2020 03:50:00
09/07/2020 03:50:00,3A-05t,Temp,27.3,,09/07/2020 03:50:00
09/07/2020 03:50:00,3A-06t,Temp,26.5,,09/07/2020 03:50:00
09/07/2020 03:50:00,3B-07t,Temp,25.9,,09/07/2020 03:50:00
09/07/2020 03:50:00,3B-01t,Temp,26.4,,09/07/2020 03:50:00
09/07/2020 03:50:00,3B-02t,Temp,26.9,,09/07/2020 03:50:00
09/07/2020 03:50:00,3B-03t,Temp,26.3,,09/07/2020 03:50:00
09/07/2020 03:50:00,3B-04t,Temp,26.3,,09/07/2020 03:50:00
09/07/2020 03:50:00,3B-05t,Temp,26.5,,09/07/2020 03:50:00
09/07/2020 03:50:00,3B-06t,Temp,26,,09/07/2020 03:50:00
09/07/2020 03:50:00,3A-07t,Temp,26.4,,09/07/2020 03:50:00
09/07/2020 03:50:00,3A-08t,Temp,26.8,,09/07/2020 03:50:00
09/07/2020 03:50:00,3B-08t,Temp,26.6,,09/07/2020 03:50:00
09/07/2020 05:00:00,3A-01t,Temp,26.7,,09/07/2020 05:00:00
09/07/2020 05:00:00,3A-02t,Temp,26.9,,09/07/2020 05:00:00
09/07/2020 05:00:00,3A-03t,Temp,26.7,,09/07/2020 05:00:00
09/07/2020 05:00:00,3A-04t,Temp,27.3,,09/07/2020 05:00:00
09/07/2020 05:00:00,3A-05t,Temp,27.3,,09/07/2020 05:00:00
09/07/2020 05:00:00,3A-06t,Temp,26.7,,09/07/2020 05:00:00
09/07/2020 05:00:00,3B-07t,Temp,25.9,,09/07/2020 05:00:00
09/07/2020 05:00:00,3B-01t,Temp,26.5,,09/07/2020 05:00:00
09/07/2020 05:00:00,3B-02t,Temp,27,,09/07/2020 05:00:00
09/07/2020 05:00:00,3B-03t,Temp,26.3,,09/07/2020 05:00:00
09/07/2020 05:00:00,3B-04t,Temp,26.4,,09/07/2020 05:00:00
09/07/2020 05:00:00,3B-05t,Temp,26.5,,09/07/2020 05:00:00
09/07/2020 05:00:00,3B-06t,Temp,26.1,,09/07/2020 05:00:00
09/07/2020 05:00:00,3A-07t,Temp,26.5,,09/07/2020 05:00:00
09/07/2020 05:00:00,3A-08t,Temp,26.8,,09/07/2020 05:00:00
09/07/2020 05:00:00,3B-08t,Temp,26.7,,09/07/2020 05:00:00
09/07/2020 06:10:00,3A-01t,Temp,26.6,,09/07/2020 06:10:00
09/07/2020 06:10:00,3A-02t,Temp,26.8,,09/07/2020 06:10:00
09/07/2020 06:10:00,3A-03t,Temp,26.7,,09/07/2020 06:10:00
09/07/2020 06:10:00,3A-04t,Temp,27.3,,09/07/2020 06:10:00
09/07/2020 06:10:00,3A-05t,Temp,27.3,,09/07/2020 06:10:00
09/07/2020 06:10:00,3A-06t,Temp,26.5,,09/07/2020 06:10:00
09/07/2020 06:10:00,3B-07t,Temp,26,,09/07/2020 06:10:00
09/07/2020 06:10:00,3B-01t,Temp,26.5,,09/07/2020 06:10:00
09/07/2020 06:10:00,3B-02t,Temp,27,,09/07/2020 06:10:00
09/07/2020 06:10:00,3B-03t,Temp,26.1,,09/07/2020 06:10:00
09/07/2020 06:10:00,3B-04t,Temp,26.3,,09/07/2020 06:10:00
09/07/2020 06:10:00,3B-05t,Temp,26.5,,09/07/2020 06:10:00
09/07/2020 06:10:00,3B-06t,Temp,26.1,,09/07/2020 06:10:00
09/07/2020 06:10:00,3A-07t,Temp,26.5,,09/07/2020 06:10:00
09/07/2020 06:10:00,3A-08t,Temp,26.7,,09/07/2020 06:10:00
09/07/2020 06:10:00,3B-08t,Temp,26.7,,09/07/2020 06:10:00
09/07/2020 07:20:00,3A-01t,Temp,26.5,,09/07/2020 07:20:00
09/07/2020 07:20:00,3A-02t,Temp,26.8,,09/07/2020 07:20:00
09/07/2020 07:20:00,3A-03t,Temp,26.7,,09/07/2020 07:20:00
09/07/2020 07:20:00,3A-04t,Temp,27.2,,09/07/2020 07:20:00
09/07/2020 07:20:00,3A-05t,Temp,27.3,,09/07/2020 07:20:00
09/07/2020 07:20:00,3A-06t,Temp,26.6,,09/07/2020 07:20:00
09/07/2020 07:20:00,3B-07t,Temp,26,,09/07/2020 07:20:00
09/07/2020 07:20:00,3B-01t,Temp,26.5,,09/07/2020 07:20:00
09/07/2020 07:20:00,3B-02t,Temp,27,,09/07/2020 07:20:00
09/07/2020 07:20:00,3B-03t,Temp,26,,09/07/2020 07:20:00
09/07/2020 07:20:00,3B-04t,Temp,26.2,,09/07/2020 07:20:00
09/07/2020 07:20:00,3B-05t,Temp,26.4,,09/07/2020 07:20:00
09/07/2020 07:20:00,3B-06t,Temp,26,,09/07/2020 07:20:00
09/07/2020 07:20:00,3A-07t,Temp,26.5,,09/07/2020 07:20:00
09/07/2020 07:20:00,3A-08t,Temp,26.8,,09/07/2020 07:20:00
09/07/2020 07:20:00,3B-08t,Temp,26.7,,09/07/2020 07:20:00
09/07/2020 08:30:00,3A-01t,Temp,26.3,,09/07/2020 08:30:00
09/07/2020 08:30:00,3A-02t,Temp,26.8,,09/07/2020 08:30:00
09/07/2020 08:30:00,3A-03t,Temp,26.6,,09/07/2020 08:30:00
09/07/2020 08:30:00,3A-04t,Temp,27.2,,09/07/2020 08:30:00
09/07/2020 08:30:00,3A-05t,Temp,27.3,,09/07/2020 08:30:00
09/07/2020 08:30:00,3A-06t,Temp,26.3,,09/07/2020 08:30:00
09/07/2020 08:30:00,3B-07t,Temp,26,,09/07/2020 08:30:00
09/07/2020 08:30:00,3B-01t,Temp,26.3,,09/07/2020 08:30:00
09/07/2020 08:30:00,3B-02t,Temp,26.9,,09/07/2020 08:30:00
09/07/2020 08:30:00,3B-03t,Temp,25.8,,09/07/2020 08:30:00
09/07/2020 08:30:00,3B-04t,Temp,25.9,,09/07/2020 08:30:00
09/07/2020 08:30:00,3B-05t,Temp,26.2,,09/07/2020 08:30:00
09/07/2020 08:30:00,3B-06t,Temp,25.8,,09/07/2020 08:30:00
09/07/2020 08:30:00,3A-07t,Temp,26.4,,09/07/2020 08:30:00
09/07/2020 08:30:00,3A-08t,Temp,26.8,,09/07/2020 08:30:00
09/07/2020 08:30:00,3B-08t,Temp,26.6,,09/07/2020 08:30:00
09/07/2020 09:40:00,3A-01t,Temp,26.3,,09/07/2020 09:40:00
09/07/2020 09:40:00,3A-02t,Temp,26.7,,09/07/2020 09:40:00
09/07/2020 09:40:00,3A-03t,Temp,26.5,,09/07/2020 09:40:00
09/07/2020 09:40:00,3A-04t,Temp,27.1,,09/07/2020 09:40:00
09/07/2020 09:40:00,3A-05t,Temp,27.2,,09/07/2020 09:40:00
09/07/2020 09:40:00,3A-06t,Temp,26.3,,09/07/2020 09:40:00
09/07/2020 09:40:00,3B-07t,Temp,25.8,,09/07/2020 09:40:00
09/07/2020 09:40:00,3B-01t,Temp,26.3,,09/07/2020 09:40:00
09/07/2020 09:40:00,3B-02t,Temp,26.8,,09/07/2020 09:40:00
09/07/2020 09:40:00,3B-03t,Temp,25.6,,09/07/2020 09:40:00
09/07/2020 09:40:00,3B-04t,Temp,25.8,,09/07/2020 09:40:00
09/07/2020 09:40:00,3B-05t,Temp,26.2,,09/07/2020 09:40:00
09/07/2020 09:40:00,3B-06t,Temp,25.8,,09/07/2020 09:40:00
09/07/2020 09:40:00,3A-07t,Temp,26.3,,09/07/2020 09:40:00
09/07/2020 09:40:00,3A-08t,Temp,26.8,,09/07/2020 09:40:00
09/07/2020 09:40:00,3B-08t,Temp,26.6,,09/07/2020 09:40:00
09/07/2020 10:50:00,3A-01t,Temp,26.4,,09/07/2020 10:50:00
09/07/2020 10:50:00,3A-02t,Temp,27,,09/07/2020 10:50:00
09/07/2020 10:50:00,3A-03t,Temp,26.7,,09/07/2020 10:50:00
09/07/2020 10:50:00,3A-04t,Temp,27.3,,09/07/2020 10:50:00
09/07/2020 10:50:00,3A-05t,Temp,27.4,,09/07/2020 10:50:00
09/07/2020 10:50:00,3A-06t,Temp,26.6,,09/07/2020 10:50:00
09/07/2020 10:50:00,3B-07t,Temp,26,,09/07/2020 10:50:00
09/07/2020 10:50:00,3B-01t,Temp,26.5,,09/07/2020 10:50:00
09/07/2020 10:50:00,3B-02t,Temp,27.1,,09/07/2020 10:50:00
09/07/2020 10:50:00,3B-03t,Temp,25.8,,09/07/2020 10:50:00
09/07/2020 10:50:00,3B-04t,Temp,25.8,,09/07/2020 10:50:00
09/07/2020 10:50:00,3B-05t,Temp,26.4,,09/07/2020 10:50:00
09/07/2020 10:50:00,3B-06t,Temp,26.2,,09/07/2020 10:50:00
09/07/2020 10:50:00,3A-07t,Temp,26.6,,09/07/2020 10:50:00
09/07/2020 10:50:00,3A-08t,Temp,27.2,,09/07/2020 10:50:00
09/07/2020 10:50:00,3B-08t,Temp,26.9,,09/07/2020 10:50:00
09/07/2020 12:00:00,3A-01t,Temp,26.4,,09/07/2020 12:00:00
09/07/2020 12:00:00,3A-02t,Temp,27,,09/07/2020 12:00:00
09/07/2020 12:00:00,3A-03t,Temp,26.7,,09/07/2020 12:00:00
09/07/2020 12:00:00,3A-04t,Temp,27.3,,09/07/2020 12:00:00
09/07/2020 12:00:00,3A-05t,Temp,27.4,,09/07/2020 12:00:00
09/07/2020 12:00:00,3A-06t,Temp,26.5,,09/07/2020 12:00:00
09/07/2020 12:00:00,3B-07t,Temp,26.1,,09/07/2020 12:00:00
09/07/2020 12:00:00,3B-01t,Temp,26.5,,09/07/2020 12:00:00
09/07/2020 12:00:00,3B-02t,Temp,27.2,,09/07/2020 12:00:00
09/07/2020 12:00:00,3B-03t,Temp,25.8,,09/07/2020 12:00:00
09/07/2020 12:00:00,3B-04t,Temp,25.8,,09/07/2020 12:00:00
09/07/2020 12:00:00,3B-05t,Temp,26.5,,09/07/2020 12:00:00
09/07/2020 12:00:00,3B-06t,Temp,26.2,,09/07/2020 12:00:00
09/07/2020 12:00:00,3A-07t,Temp,26.6,,09/07/2020 12:00:00
09/07/2020 12:00:00,3A-08t,Temp,27.2,,09/07/2020 12:00:00
09/07/2020 12:00:00,3B-08t,Temp,27,,09/07/2020 12:00:00
09/07/2020 13:10:00,3A-01t,Temp,26.5,,09/07/2020 13:10:00
09/07/2020 13:10:00,3A-02t,Temp,27.1,,09/07/2020 13:10:00
09/07/2020 13:10:00,3A-03t,Temp,26.8,,09/07/2020 13:10:00
09/07/2020 13:10:00,3A-04t,Temp,27.4,,09/07/2020 13:10:00
09/07/2020 13:10:00,3A-05t,Temp,27.6,,09/07/2020 13:10:00
09/07/2020 13:10:00,3A-06t,Temp,26.6,,09/07/2020 13:10:00
09/07/2020 13:10:00,3B-07t,Temp,26.1,,09/07/2020 13:10:00
09/07/2020 13:10:00,3B-01t,Temp,26.6,,09/07/2020 13:10:00
09/07/2020 13:10:00,3B-02t,Temp,27.3,,09/07/2020 13:10:00
09/07/2020 13:10:00,3B-03t,Temp,26,,09/07/2020 13:10:00
09/07/2020 13:10:00,3B-04t,Temp,25.8,,09/07/2020 13:10:00
09/07/2020 13:10:00,3B-05t,Temp,26.6,,09/07/2020 13:10:00
09/07/2020 13:10:00,3B-06t,Temp,26.3,,09/07/2020 13:10:00
09/07/2020 13:10:00,3A-07t,Temp,26.7,,09/07/2020 13:10:00
09/07/2020 13:10:00,3A-08t,Temp,27.3,,09/07/2020 13:10:00
09/07/2020 13:10:00,3B-08t,Temp,27.1,,09/07/2020 13:10:00
09/07/2020 14:20:00,3A-01t,Temp,26.5,,09/07/2020 14:20:00
09/07/2020 14:20:00,3A-02t,Temp,27.1,,09/07/2020 14:20:00
09/07/2020 14:20:00,3A-03t,Temp,27,,09/07/2020 14:20:00
09/07/2020 14:20:00,3A-04t,Temp,27.5,,09/07/2020 14:20:00
09/07/2020 14:20:00,3A-05t,Temp,27.6,,09/07/2020 14:20:00
09/07/2020 14:20:00,3A-06t,Temp,26.6,,09/07/2020 14:20:00
09/07/2020 14:20:00,3B-07t,Temp,26.2,,09/07/2020 14:20:00
09/07/2020 14:20:00,3B-01t,Temp,26.7,,09/07/2020 14:20:00
09/07/2020 14:20:00,3B-02t,Temp,27.4,,09/07/2020 14:20:00
09/07/2020 14:20:00,3B-03t,Temp,26.1,,09/07/2020 14:20:00
09/07/2020 14:20:00,3B-04t,Temp,25.7,,09/07/2020 14:20:00
09/07/2020 14:20:00,3B-05t,Temp,26.7,,09/07/2020 14:20:00
09/07/2020 14:20:00,3B-06t,Temp,26.3,,09/07/2020 14:20:00
09/07/2020 14:20:00,3A-07t,Temp,26.7,,09/07/2020 14:20:00
09/07/2020 14:20:00,3A-08t,Temp,27.5,,09/07/2020 14:20:00
09/07/2020 14:20:00,3B-08t,Temp,27.2,,09/07/2020 14:20:00
09/07/2020 15:30:00,3A-01t,Temp,26.9,,09/07/2020 15:30:00
09/07/2020 15:30:00,3A-02t,Temp,27.2,,09/07/2020 15:30:00
09/07/2020 15:30:00,3A-03t,Temp,27.2,,09/07/2020 15:30:00
09/07/2020 15:30:00,3A-04t,Temp,27.7,,09/07/2020 15:30:00
09/07/2020 15:30:00,3A-05t,Temp,27.7,,09/07/2020 15:30:00
09/07/2020 15:30:00,3A-06t,Temp,27.1,,09/07/2020 15:30:00
09/07/2020 15:30:00,3B-07t,Temp,26.6,,09/07/2020 15:30:00
09/07/2020 15:30:00,3B-01t,Temp,27.1,,09/07/2020 15:30:00
09/07/2020 15:30:00,3B-02t,Temp,27.5,,09/07/2020 15:30:00
09/07/2020 15:30:00,3B-03t,Temp,26.6,,09/07/2020 15:30:00
09/07/2020 15:30:00,3B-04t,Temp,26.6,,09/07/2020 15:30:00
09/07/2020 15:30:00,3B-05t,Temp,27,,09/07/2020 15:30:00
09/07/2020 15:30:00,3B-06t,Temp,26.8,,09/07/2020 15:30:00
09/07/2020 15:30:00,3A-07t,Temp,27,,09/07/2020 15:30:00
09/07/2020 15:30:00,3A-08t,Temp,27.7,,09/07/2020 15:30:00
09/07/2020 15:30:00,3B-08t,Temp,27.5,,09/07/2020 15:30:00
09/07/2020 16:40:00,3A-01t,Temp,27.1,,09/07/2020 16:40:00
09/07/2020 16:40:00,3A-02t,Temp,27.1,,09/07/2020 16:40:00
09/07/2020 16:40:00,3A-03t,Temp,27.3,,09/07/2020 16:40:00
09/07/2020 16:40:00,3A-04t,Temp,27.9,,09/07/2020 16:40:00
09/07/2020 16:40:00,3A-05t,Temp,27.7,,09/07/2020 16:40:00
09/07/2020 16:40:00,3A-06t,Temp,27.2,,09/07/2020 16:40:00
09/07/2020 16:40:00,3B-07t,Temp,26.8,,09/07/2020 16:40:00
09/07/2020 16:40:00,3B-01t,Temp,27.5,,09/07/2020 16:40:00
09/07/2020 16:40:00,3B-02t,Temp,27.6,,09/07/2020 16:40:00
09/07/2020 16:40:00,3B-03t,Temp,27.1,,09/07/2020 16:40:00
09/07/2020 16:40:00,3B-04t,Temp,27.2,,09/07/2020 16:40:00
09/07/2020 16:40:00,3B-05t,Temp,27.1,,09/07/2020 16:40:00
09/07/2020 16:40:00,3B-06t,Temp,27.1,,09/07/2020 16:40:00
09/07/2020 16:40:00,3A-07t,Temp,27,,09/07/2020 16:40:00
09/07/2020 16:40:00,3A-08t,Temp,28,,09/07/2020 16:40:00
09/07/2020 16:40:00,3B-08t,Temp,27.7,,09/07/2020 16:40:00
09/07/2020 17:50:00,3A-01t,Temp,27,,09/07/2020 17:50:00
09/07/2020 17:50:00,3A-02t,Temp,26.9,,09/07/2020 17:50:00
