date,name,type,value,,date
08/31/2020 08:30:00,3A-03t,Temp,26.6,,08/31/2020 08:30:00
08/31/2020 08:30:00,3A-04t,Temp,27.3,,08/31/2020 08:30:00
08/31/2020 08:30:00,3A-05t,Temp,27.1,,08/31/2020 08:30:00
08/31/2020 08:30:00,3A-06t,Temp,26.2,,08/31/2020 08:30:00
08/31/2020 08:30:00,3B-07t,Temp,26.4,,08/31/2020 08:30:00
08/31/2020 08:30:00,3B-01t,Temp,26.3,,08/31/2020 08:30:00
08/31/2020 08:30:00,3B-02t,Temp,25.6,,08/31/2020 08:30:00
08/31/2020 08:30:00,3B-04t,Temp,26.1,,08/31/2020 08:30:00
08/31/2020 08:30:00,3B-05t,Temp,27,,08/31/2020 08:30:00
08/31/2020 08:30:00,3B-06t,Temp,27.3,,08/31/2020 08:30:00
08/31/2020 08:30:00,3A-07t,Temp,26.1,,08/31/2020 08:30:00
08/31/2020 08:30:00,3A-08t,Temp,27.6,,08/31/2020 08:30:00
08/31/2020 08:30:00,3B-08t,Temp,27.1,,08/31/2020 08:30:00
08/31/2020 09:40:00,3A-01t,Temp,27.6,,08/31/2020 09:40:00
08/31/2020 09:40:00,3A-02t,Temp,26.5,,08/31/2020 09:40:00
08/31/2020 09:40:00,3A-03t,Temp,26.7,,08/31/2020 09:40:00
08/31/2020 09:40:00,3A-04t,Temp,27.4,,08/31/2020 09:40:00
08/31/2020 09:40:00,3A-05t,Temp,27.2,,08/31/2020 09:40:00
08/31/2020 09:40:00,3A-06t,Temp,26.3,,08/31/2020 09:40:00
08/31/2020 09:40:00,3B-07t,Temp,26.5,,08/31/2020 09:40:00
08/31/2020 09:40:00,3B-01t,Temp,26.5,,08/31/2020 09:40:00
08/31/2020 09:40:00,3B-02t,Temp,25.7,,08/31/2020 09:40:00
08/31/2020 09:40:00,3B-04t,Temp,26.2,,08/31/2020 09:40:00
08/31/2020 09:40:00,3B-05t,Temp,27.1,,08/31/2020 09:40:00
08/31/2020 09:40:00,3B-06t,Temp,27.5,,08/31/2020 09:40:00
08/31/2020 09:40:00,3A-07t,Temp,26.1,,08/31/2020 09:40:00
08/31/2020 09:40:00,3A-08t,Temp,27.7,,08/31/2020 09:40:00
08/31/2020 09:40:00,3B-08t,Temp,26.8,,08/31/2020 09:40:00
08/31/2020 10:50:00,3A-01t,Temp,27.7,,08/31/2020 10:50:00
08/31/2020 10:50:00,3A-02t,Temp,26.6,,08/31/2020 10:50:00
08/31/2020 10:50:00,3A-03t,Temp,26.8,,08/31/2020 10:50:00
08/31/2020 10:50:00,3A-04t,Temp,27.6,,08/31/2020 10:50:00
08/31/2020 10:50:00,3A-05t,Temp,27.4,,08/31/2020 10:50:00
08/31/2020 10:50:00,3A-06t,Temp,26.5,,08/31/2020 10:50:00
08/31/2020 10:50:00,3B-07t,Temp,26.6,,08/31/2020 10:50:00
08/31/2020 10:50:00,3B-01t,Temp,26.7,,08/31/2020 10:50:00
08/31/2020 10:50:00,3B-02t,Temp,25.8,,08/31/2020 10:50:00
08/31/2020 10:50:00,3B-04t,Temp,26.3,,08/31/2020 10:50:00
08/31/2020 10:50:00,3B-05t,Temp,27.3,,08/31/2020 10:50:00
08/31/2020 10:50:00,3B-06t,Temp,27.8,,08/31/2020 10:50:00
08/31/2020 10:50:00,3A-07t,Temp,26.2,,08/31/2020 10:50:00
08/31/2020 10:50:00,3A-08t,Temp,28,,08/31/2020 10:50:00
08/31/2020 10:50:00,3B-08t,Temp,27,,08/31/2020 10:50:00
08/31/2020 12:00:00,3A-01t,Temp,27.8,,08/31/2020 12:00:00
08/31/2020 12:00:00,3A-02t,Temp,26.8,,08/31/2020 12:00:00
08/31/2020 12:00:00,3A-03t,Temp,27,,08/31/2020 12:00:00
08/31/2020 12:00:00,3A-04t,Temp,27.7,,08/31/2020 12:00:00
08/31/2020 12:00:00,3A-05t,Temp,27.5,,08/31/2020 12:00:00
08/31/2020 12:00:00,3A-06t,Temp,26.7,,08/31/2020 12:00:00
08/31/2020 12:00:00,3B-07t,Temp,26.7,,08/31/2020 12:00:00
08/31/2020 12:00:00,3B-01t,Temp,26.8,,08/31/2020 12:00:00
08/31/2020 12:00:00,3B-02t,Temp,26,,08/31/2020 12:00:00
08/31/2020 12:00:00,3B-04t,Temp,26.5,,08/31/2020 12:00:00
08/31/2020 12:00:00,3B-05t,Temp,27.5,,08/31/2020 12:00:00
08/31/2020 12:00:00,3B-06t,Temp,28,,08/31/2020 12:00:00
08/31/2020 12:00:00,3A-07t,Temp,26.3,,08/31/2020 12:00:00
08/31/2020 12:00:00,3A-08t,Temp,28.1,,08/31/2020 12:00:00
08/31/2020 12:00:00,3B-08t,Temp,27.2,,08/31/2020 12:00:00
08/31/2020 13:10:00,3A-01t,Temp,27.8,,08/31/2020 13:10:00
08/31/2020 13:10:00,3A-02t,Temp,26.8,,08/31/2020 13:10:00
08/31/2020 13:10:00,3A-03t,Temp,27.1,,08/31/2020 13:10:00
08/31/2020 13:10:00,3A-04t,Temp,27.7,,08/31/2020 13:10:00
08/31/2020 13:10:00,3A-05t,Temp,27.5,,08/31/2020 13:10:00
08/31/2020 13:10:00,3A-06t,Temp,26.6,,08/31/2020 13:10:00
08/31/2020 13:10:00,3B-07t,Temp,26.7,,08/31/2020 13:10:00
08/31/2020 13:10:00,3B-01t,Temp,26.8,,08/31/2020 13:10:00
08/31/2020 13:10:00,3B-02t,Temp,26,,08/31/2020 13:10:00
08/31/2020 13:10:00,3B-04t,Temp,26.5,,08/31/2020 13:10:00
08/31/2020 13:10:00,3B-05t,Temp,27.5,,08/31/2020 13:10:00
08/31/2020 13:10:00,3B-06t,Temp,27.8,,08/31/2020 13:10:00
08/31/2020 13:10:00,3A-07t,Temp,26.3,,08/31/2020 13:10:00
08/31/2020 13:10:00,3A-08t,Temp,28,,08/31/2020 13:10:00
08/31/2020 13:10:00,3B-08t,Temp,27.2,,08/31/2020 13:10:00
08/31/2020 14:20:00,3A-01t,Temp,28,,08/31/2020 14:20:00
08/31/2020 14:20:00,3A-02t,Temp,27,,08/31/2020 14:20:00
08/31/2020 14:20:00,3A-03t,Temp,27.2,,08/31/2020 14:20:00
08/31/2020 14:20:00,3A-04t,Temp,27.9,,08/31/2020 14:20:00
08/31/2020 14:20:00,3A-05t,Temp,27.6,,08/31/2020 14:20:00
08/31/2020 14:20:00,3A-06t,Temp,26.8,,08/31/2020 14:20:00
08/31/2020 14:20:00,3B-07t,Temp,26.9,,08/31/2020 14:20:00
08/31/2020 14:20:00,3B-01t,Temp,27,,08/31/2020 14:20:00
08/31/2020 14:20:00,3B-02t,Temp,26.1,,08/31/2020 14:20:00
08/31/2020 14:20:00,3B-04t,Temp,26.7,,08/31/2020 14:20:00
08/31/2020 14:20:00,3B-05t,Temp,27.7,,08/31/2020 14:20:00
08/31/2020 14:20:00,3B-06t,Temp,28.1,,08/31/2020 14:20:00
08/31/2020 14:20:00,3A-07t,Temp,26.6,,08/31/2020 14:20:00
08/31/2020 14:20:00,3A-08t,Temp,28.3,,08/31/2020 14:20:00
08/31/2020 14:20:00,3B-08t,Temp,27.4,,08/31/2020 14:20:00
08/31/2020 15:30:00,3A-01t,Temp,27.8,,08/31/2020 15:30:00
08/31/2020 15:30:00,3A-02t,Temp,26.7,,08/31/2020 15:30:00
08/31/2020 15:30:00,3A-03t,Temp,27.1,,08/31/2020 15:30:00
08/31/2020 15:30:00,3A-04t,Temp,27.8,,08/31/2020 15:30:00
08/31/2020 15:30:00,3A-05t,Temp,27.5,,08/31/2020 15:30:00
08/31/2020 15:30:00,3A-06t,Temp,26.5,,08/31/2020 15:30:00
08/31/2020 15:30:00,3B-07t,Temp,26.8,,08/31/2020 15:30:00
08/31/2020 15:30:00,3B-01t,Temp,26.8,,08/31/2020 15:30:00
08/31/2020 15:30:00,3B-02t,Temp,25.8,,08/31/2020 15:30:00
08/31/2020 15:30:00,3B-04t,Temp,26.6,,08/31/2020 15:30:00
08/31/2020 15:30:00,3B-05t,Temp,27.6,,08/31/2020 15:30:00
08/31/2020 15:30:00,3B-06t,Temp,27.8,,08/31/2020 15:30:00
08/31/2020 15:30:00,3A-07t,Temp,26.6,,08/31/2020 15:30:00
08/31/2020 15:30:00,3A-08t,Temp,28.1,,08/31/2020 15:30:00
08/31/2020 15:30:00,3B-08t,Temp,27.1,,08/31/2020 15:30:00
08/31/2020 16:40:00,3A-01t,Temp,27.3,,08/31/2020 16:40:00
08/31/2020 16:40:00,3A-02t,Temp,26.7,,08/31/2020 16:40:00
08/31/2020 16:40:00,3A-03t,Temp,27,,08/31/2020 16:40:00
08/31/2020 16:40:00,3A-04t,Temp,27.6,,08/31/2020 16:40:00
08/31/2020 16:40:00,3A-05t,Temp,27.1,,08/31/2020 16:40:00
08/31/2020 16:40:00,3A-06t,Temp,26.5,,08/31/2020 16:40:00
08/31/2020 16:40:00,3B-07t,Temp,26.7,,08/31/2020 16:40:00
08/31/2020 16:40:00,3B-01t,Temp,26.8,,08/31/2020 16:40:00
08/31/2020 16:40:00,3B-02t,Temp,27.3,,08/31/2020 16:40:00
08/31/2020 16:40:00,3B-04t,Temp,27.7,,08/31/2020 16:40:00
08/31/2020 16:40:00,3B-05t,Temp,27.3,,08/31/2020 16:40:00
08/31/2020 16:40:00,3B-06t,Temp,27.5,,08/31/2020 16:40:00
08/31/2020 16:40:00,3A-07t,Temp,26.5,,08/31/2020 16:40:00
08/31/2020 16:40:00,3A-08t,Temp,27.8,,08/31/2020 16:40:00
08/31/2020 16:40:00,3B-08t,Temp,27.2,,08/31/2020 16:40:00
08/31/2020 17:50:00,3A-01t,Temp,26.9,,08/31/2020 17:50:00
08/31/2020 17:50:00,3A-02t,Temp,26.5,,08/31/2020 17:50:00
08/31/2020 17:50:00,3A-03t,Temp,26.7,,08/31/2020 17:50:00
08/31/2020 17:50:00,3A-04t,Temp,27.2,,08/31/2020 17:50:00
08/31/2020 17:50:00,3A-05t,Temp,26.8,,08/31/2020 17:50:00
08/31/2020 17:50:00,3A-06t,Temp,26.3,,08/31/2020 17:50:00
08/31/2020 17:50:00,3B-07t,Temp,26.5,,08/31/2020 17:50:00
08/31/2020 17:50:00,3B-01t,Temp,26.8,,08/31/2020 17:50:00
08/31/2020 17:50:00,3B-02t,Temp,27.1,,08/31/2020 17:50:00
08/31/2020 17:50:00,3B-04t,Temp,27.3,,08/31/2020 17:50:00
08/31/2020 17:50:00,3B-05t,Temp,27,,08/31/2020 17:50:00
08/31/2020 17:50:00,3B-06t,Temp,27.2,,08/31/2020 17:50:00
08/31/2020 17:50:00,3A-07t,Temp,26.2,,08/31/2020 17:50:00
08/31/2020 17:50:00,3A-08t,Temp,27.3,,08/31/2020 17:50:00
08/31/2020 17:50:00,3B-08t,Temp,27,,08/31/2020 17:50:00
08/31/2020 19:00:00,3A-01t,Temp,26.6,,08/31/2020 19:00:00
08/31/2020 19:00:00,3A-02t,Temp,26.2,,08/31/2020 19:00:00
08/31/2020 19:00:00,3A-03t,Temp,26.2,,08/31/2020 19:00:00
08/31/2020 19:00:00,3A-04t,Temp,26.7,,08/31/2020 19:00:00
08/31/2020 19:00:00,3A-05t,Temp,26.5,,08/31/2020 19:00:00
08/31/2020 19:00:00,3A-06t,Temp,25.6,,08/31/2020 19:00:00
08/31/2020 19:00:00,3B-07t,Temp,26.2,,08/31/2020 19:00:00
08/31/2020 19:00:00,3B-01t,Temp,26.2,,08/31/2020 19:00:00
08/31/2020 19:00:00,3B-02t,Temp,26.7,,08/31/2020 19:00:00
08/31/2020 19:00:00,3B-04t,Temp,27,,08/31/2020 19:00:00
08/31/2020 19:00:00,3B-05t,Temp,26.5,,08/31/2020 19:00:00
08/31/2020 19:00:00,3B-06t,Temp,26.8,,08/31/2020 19:00:00
08/31/2020 19:00:00,3A-07t,Temp,25.8,,08/31/2020 19:00:00
08/31/2020 19:00:00,3A-08t,Temp,26.8,,08/31/2020 19:00:00
08/31/2020 19:00:00,3B-08t,Temp,26.5,,08/31/2020 19:00:00
08/31/2020 20:10:00,3A-01t,Temp,26.6,,08/31/2020 20:10:00
08/31/2020 20:10:00,3A-02t,Temp,24.7,,08/31/2020 20:10:00
08/31/2020 20:10:00,3A-03t,Temp,24.3,,08/31/2020 20:10:00
08/31/2020 20:10:00,3A-04t,Temp,25,,08/31/2020 20:10:00
08/31/2020 20:10:00,3A-05t,Temp,24,,08/31/2020 20:10:00
08/31/2020 20:10:00,3A-06t,Temp,24,,08/31/2020 20:10:00
08/31/2020 20:10:00,3B-07t,Temp,24.1,,08/31/2020 20:10:00
