function	F01-21-GEL	F01-21-WAT	F04-21-GEL	F04-21-SED	F04-21-WAT	F07-20-COR	F07-20-GEL	F07-20-SED	F07-20-WMS	F07-21-COR	F07-21-GEL	F07-21-SED	F07-21-WAT	F09-21-GEL	F09-21-SED	F09-21-WAT	F09-21-WMS	F10-20-GEL	F10-20-SED	F10-20-WAT	F10-20-WMS	SEnd-1A-02-WMS	SEnd-1B-05-WMS	SEnd-1C-04-WMS	SEnd-1C-06-WMS	SEnd-1D-07-WMS	SEnd-2C-04-WMS	SEnd-2C-06-WMS	SEnd-2D-05-WMS	SEnd-2D-07-WMS	SEnd-2D-09-WMS	SEnd1-WAT	SEnd2-WAT	SEnd3-WAT	SSt1-1A-COR	SSt1-1A-GEL	SSt1-WMS	SSt2-1B-COR	SSt2-1B-GEL	SSt2-WMS	SSt3-1C-COR	SSt3-1C-GEL	SSt3-WMS	SSt4-1D-COR	SSt4-1D-GEL	SSt4-WMS	SSt5-2C-COR	SSt5-2C-GEL	SSt5-WMS	SSt6-2D-COR	SSt6-2D-GEL	SSt6-WMS	WEnd1-WAT	WEnd2-WAT	WEnd3-WAT	WSt1-1A-04-GEL	WSt1-1A-COR	WSt1-WMS	WSt2-1A-05-GEL	WSt2-1C-COR	WSt2-WMS	WSt3-1A-06-GEL	WSt3-2C-COR	WSt3-WMS
CDP-GLUCOSE-46-DEHYDRATASE-RXN	23.5	303.0	190.0	0.0	0.0	0.0	227.0	33.5	0.0	0.0	207.5	40.0	0.0	209.5	0.0	674.0	0.0	159.5	14.5	265.0	52.5	192.0	0.0	0.0	247.5	112.0	0.0	0.0	299.0	0.0	227.0	52.0	22.0	603.0	46.5	379.0	55.0	399.0	604.0	105.0	30.5	110.5	0.0	22.0	441.0	146.5	194.5	87.0	197.0	0.0	182.0	0.0	285.0	1104.0	1140.0	346.0	122.0	276.0	0.0	224.0	0.0	82.0	200.0	89.0
CDPDIGLYPYPHOSPHA-RXN	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	327.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDPDIGLYSYN-RXN	9055.5	9294.5	10373.0	9043.43	8977.0	4941.0	4782.29	1959.0	7734.379999999999	6624.75	10142.0	11228.04	7880.0	9346.75	4176.5	8989.5	7569.92	7894.809999999999	1705.0	8023.83	7452.4	9992.58	8731.0	9922.25	9336.0	7019.42	5164.58	5872.17	6451.75	6470.75	6062.42	6652.62	5889.2	5397.25	5676.77	12219.75	7664.92	6006.5	7357.25	11271.92	5938.860000000001	7826.77	7907.1	6499.5	7013.5	6322.25	4812.5	10708.5	7939.5	3880.6	5868.4	7596.97	8018.28	10319.58	13027.5	8731.0	8180.0	8526.5	6923.0	6510.0	7622.0	6543.74	9684.5	9002.5
CDPKIN-RXN	8696.5	9355.5	9123.0	6577.93	8942.0	4906.0	4782.29	1906.0	6611.01	6617.0	9140.5	9080.04	7582.0	9182.0	4050.5	7871.5	6447.3	7625.809999999999	1365.0	7368.83	6503.4	8637.58	7239.0	8088.75	7559.0	6270.42	5164.58	5115.67	5888.75	4874.25	5981.92	6288.62	5394.2	5056.25	5677.27	11505.25	6544.42	6091.5	7355.25	10172.42	6015.860000000001	7252.77	6545.700000000001	6365.5	6839.5	5803.75	4812.5	9063.5	6825.5	3736.6	5730.4	6629.97	6543.53	10178.58	12881.5	8512.0	8427.0	8374.5	6704.0	6336.5	7572.0	5439.62	9684.5	9029.0
CDPREDUCT-RXN	17901.0	18504.5	18995.0	12569.86	18648.5	10244.0	9998.58	3399.0	12218.27	13752.75	18957.5	17544.58	15665.0	18900.25	7352.5	16387.5	12205.02	16474.79	3524.0	14694.49	12882.8	12635.0	12607.0	14193.0	11915.5	10281.68	10034.16	7331.5	11220.5	9712.0	11770.84	14275.74	10724.56	11762.5	9516.04	24076.5	12303.0	11720.5	15028.75	16723.0	12811.72	15346.04	11745.9	12315.0	13318.5	11653.0	9028.0	17811.0	12277.5	7354.7	11659.3	10462.94	15077.87	21496.82	27127.5	17194.5	15648.0	17060.0	14745.0	12645.0	15246.0	10939.24	18537.0	17832.0
CELLOBIOSE-PHOSPHORYLASE-RXN	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	52.0	0.0	16.0	138.67	0.0	0.0	9.33	0.0	53.0	20.0	65.0	134.0	103.0	0.0	42.0	0.0	52.5	0.0	502.0	554.0	0.0	0.0	566.0	14.0	0.0	35.0	662.0	0.0	45.5	167.5	29.0	853.0	67.0	0.0	146.0	61.0	0.0	0.0	0.0	69.0	19.0	444.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	3085.5	3364.5	1145.0	144.5	1534.0	274.0	790.0	558.0	295.24	2578.0	2076.0	865.0	2079.0	3369.0	0.0	1455.5	1543.0	2745.5	457.0	1843.0	2352.0	258.0	712.0	1905.0	608.0	836.0	903.0	853.0	989.0	987.5	1689.0	625.0	901.5	746.5	1061.0	1779.5	903.5	1708.5	5469.0	1507.0	720.0	2194.5	1292.0	1825.0	3282.0	737.0	1360.0	925.0	810.0	885.5	1666.0	184.0	642.2	1885.0	1107.5	1337.0	733.0	1934.0	1360.0	523.0	2305.0	510.24	474.5	1595.0
CEPHALOSPORIN-C-DEACETYLASE-RXN	0.0	92.0	0.0	4.0	118.0	0.0	0.0	83.0	332.0	0.0	0.0	0.0	48.0	0.0	0.0	112.0	358.67	39.0	0.0	202.0	433.0	281.0	0.0	119.0	306.0	31.0	0.0	42.0	325.0	52.5	75.0	0.0	33.0	48.0	0.0	0.0	322.0	26.0	2.0	241.0	0.0	0.0	445.5	0.0	0.0	0.0	64.0	0.0	237.0	144.0	0.0	203.0	53.0	52.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CERAMIDASE-RXN	67.0	0.0	380.0	0.0	0.0	0.0	187.0	0.0	0.0	0.0	115.0	0.0	33.5	213.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	61.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	31.0	14.75	0.0	0.0	0.0	36.0	13.0	0.0	0.0	0.0	88.0	0.0	98.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0
CERAMIDASE-YEAST-RXN	67.0	0.0	380.0	0.0	0.0	0.0	187.0	0.0	0.0	0.0	115.0	0.0	33.5	213.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	61.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	31.0	14.75	0.0	0.0	0.0	36.0	13.0	0.0	0.0	0.0	88.0	0.0	98.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0
CERAMIDE-GLUCOSYLTRANSFERASE-RXN	227.5	0.0	190.0	109.0	0.0	0.0	187.0	137.0	0.0	40.0	174.5	292.0	0.0	467.5	319.0	0.0	0.0	105.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	123.0	51.0	29.0	464.5	0.0	0.0	280.5	0.0	0.0	0.0	44.0	220.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	142.0	0.0	0.0	284.0	28.5	0.0	29.0	105.0	0.0
CEREBROSIDE-SULFATASE-RXN	3358.5	0.0	7163.0	8147.5	841.0	190.0	830.0	225.5	282.0	1507.5	6924.0	10285.5	81.5	1699.0	86.0	0.0	22.0	3160.0	89.0	0.0	109.0	60.0	34.0	242.0	0.0	188.0	471.0	17.0	74.5	63.0	40.5	20.0	405.0	651.0	662.5	4181.5	286.5	1650.5	94.5	213.0	2540.5	4538.0	0.0	473.0	1479.0	168.5	341.0	7973.0	0.0	693.0	1363.5	0.0	106.0	53.5	546.0	2320.5	1179.5	2547.0	2167.0	508.5	1514.0	5150.5	1364.0	2137.5
CHD-RXN	2099.5	3321.0	1537.0	1590.0	6421.0	2614.0	660.0	390.5	929.5	1008.0	1830.5	1723.33	3046.5	399.0	679.0	5730.5	1528.5	905.67	1667.0	5464.0	1246.0	0.0	964.0	1083.0	61.0	289.17	1673.0	127.0	1614.5	469.0	1988.5	3931.5	4605.2	3663.25	919.27	1610.42	1260.0	1298.5	3276.5	984.5	574.86	1705.77	872.0	659.0	1741.0	1159.0	313.5	1654.5	1004.5	677.0	1229.5	544.0	4719.03	7288.08	4970.5	2698.0	1636.5	1549.0	2527.0	1593.0	2353.5	2805.0	1197.5	745.0
CHEBDEAMID-RXN	524.5	163.5	399.0	885.0	154.0	76.0	103.0	168.0	3210.5	193.75	229.0	604.0	219.5	68.75	341.5	676.0	1499.12	219.0	14.5	375.33	1643.5	5043.16	3058.0	3033.25	2472.0	2302.42	1484.08	2756.34	2346.25	2271.25	2031.25	177.62	100.2	672.25	186.0	194.0	1810.84	188.0	138.75	3068.09	41.0	66.5	1662.4	316.0	516.0	938.75	543.0	643.0	2696.5	347.0	260.0	1986.5	499.33	819.08	1575.0	179.0	430.0	81.0	503.5	351.0	329.0	713.5	413.0	132.5
CHER-RXN	7492.5	5680.0	7298.5	7078.5	4547.5	2901.5	3311.5	2648.5	8969.619999999999	5716.25	8356.5	10239.66	6015.0	8461.75	7678.0	6195.5	6515.29	5956.34	1933.5	5216.49	7199.0	15296.4	9770.5	10480.25	9941.0	8266.59	5061.08	9871.85	8250.75	7225.25	7246.25	2410.24	2883.77	3851.25	5045.77	9241.33	7927.85	6837.0	9110.0	9445.1	4803.860000000001	6485.27	6579.4	6716.0	8394.0	6420.75	4961.0	9322.5	10157.5	3954.5	6027.5	6798.5	3744.11	5124.91	9491.5	5736.5	7073.5	5085.0	7057.5	4997.0	6089.5	6122.12	6418.0	6668.0
CHITIN-DEACETYLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	46.5	48.0	0.0	209.0	444.0	0.0	30.5	49.0	0.0	22.0	103.0	0.0	111.5	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN	1101.5	153.5	1833.5	2290.0	403.5	1366.5	878.5	52.0	1696.86	772.0	1842.5	1453.16	696.0	848.0	138.0	762.0	1308.0	678.1700000000001	216.0	777.0	384.9	89.0	948.0	0.0	36.0	361.84	602.0	166.0	192.5	0.0	311.0	286.12	650.7800000000001	200.5	433.54	2777.75	72.0	222.5	203.0	687.0	321.22	1046.04	400.3	563.5	599.0	991.0	209.5	1036.5	932.0	297.1	230.9	403.4	628.8599999999999	284.66	971.0	1116.5	580.0	1285.0	1176.5	904.0	604.0	1015.36	1100.0	859.0
CHLORIDE-PEROXIDASE-RXN	23.5	0.0	121.0	148.0	0.0	271.0	63.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	151.0	0.0	9.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259.5	0.0	0.0	0.0	0.0	200.0	0.0	57.0	90.0	198.0	265.0	14.0	0.0	0.0	0.0	49.5	66.0
CHMS-DEHYDROGENASE-RXN	96.0	0.0	50.0	144.0	0.0	53.5	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	149.0	522.0	640.0	0.0	0.0	0.0	348.0	0.0	6.0	0.0	0.0	148.0	133.5	11.5	0.0	272.0	313.0	0.0	19.0	212.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	504.2	0.0	166.0	0.0	0.0	0.0	206.0	208.0	271.5	565.5	124.0	162.0
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN	67.0	0.0	0.0	0.0	0.0	0.0	187.0	0.0	180.0	0.0	0.0	0.0	0.0	213.0	0.0	71.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	145.0	31.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	284.0	0.0	0.0	125.0	0.0	0.0
CHOLESTEROL-OXIDASE-RXN	108.0	0.0	0.0	160.0	0.0	0.0	187.0	137.0	60.0	40.0	0.0	332.0	0.0	259.0	319.0	559.0	47.0	105.0	70.0	427.0	71.0	0.0	140.0	0.0	0.0	179.5	153.5	0.0	135.5	0.0	0.0	0.0	0.0	711.0	201.0	65.75	90.5	405.0	0.0	108.0	13.0	0.0	58.5	0.0	0.0	0.0	294.0	151.0	0.0	0.0	0.0	0.0	0.0	674.0	1168.5	142.0	0.0	0.0	552.0	0.0	0.0	29.0	105.0	0.0
CHOLINE-SULFATASE-RXN	1843.5	214.0	1525.0	1489.5	1644.0	730.0	425.0	108.0	473.0	983.0	1860.5	1910.5	366.0	1137.0	282.0	793.0	851.0	1608.0	340.0	979.0	688.0	108.0	195.0	523.0	195.0	37.0	0.0	0.0	473.0	133.5	92.0	0.0	864.0	1038.0	285.5	567.0	563.5	142.0	604.0	322.0	1012.0	1406.0	406.0	291.0	253.0	191.0	210.0	1220.5	322.0	264.0	256.0	203.0	650.75	667.0	833.0	1312.0	794.0	880.0	1162.0	586.5	647.0	2017.5	930.0	1138.5
CHOLOYLGLYCINE-HYDROLASE-RXN	34.0	0.0	291.0	861.5	0.0	95.0	0.0	168.0	856.24	0.0	87.5	229.5	33.5	192.0	34.0	0.0	467.0	0.0	0.0	0.0	138.5	283.0	421.0	325.5	601.0	329.67	0.0	282.5	0.0	217.0	173.84	1255.0	1393.33	44.0	365.77	1726.0	290.0	606.0	888.0	2169.5	361.36	118.27	460.5	0.0	2128.0	235.0	95.0	0.0	532.5	584.0	1338.0	427.0	2863.33	51.33	1354.0	248.0	706.0	179.0	23.0	254.5	341.0	206.74	75.0	653.5
CHORISMATE-SYNTHASE-RXN	8696.5	9922.5	9123.0	7456.93	9478.0	4906.0	4782.29	1959.0	7723.76	6624.75	9169.5	9234.54	7956.0	9198.75	4176.5	8837.5	7429.05	7599.809999999999	1365.0	7760.83	7274.4	9591.58	8536.0	9726.25	8014.0	6537.42	5164.58	5700.17	6390.75	6470.75	5932.92	6692.62	5626.2	5327.25	5422.27	11476.25	6881.42	5972.5	7357.25	10993.92	5471.860000000001	7273.77	7422.700000000001	6111.5	6839.5	6168.25	4797.5	9063.5	7543.5	3880.6	5730.4	7297.97	7061.53	10529.58	12487.5	8490.0	8085.0	8125.5	6662.0	6492.5	7432.0	5673.62	9684.5	8605.0
CHORISMATEMUT-RXN	9193.5	8590.0	9723.0	10772.86	9017.0	4609.0	4744.58	2315.0	9922.02	6943.75	9835.5	11915.58	7590.5	9304.75	4684.5	7274.5	8528.02	7956.62	2124.0	7822.83	8260.9	11296.91	10444.0	10696.25	9403.0	8025.59	4828.58	7933.34	6938.25	7627.75	6156.42	6260.24	4816.4	4207.5	5891.54	12223.17	8150.09	6705.5	7731.25	13382.09	5797.22	7666.04	9383.1	6767.5	8084.5	7230.25	5341.5	9655.5	10215.5	3856.6	5223.4	8376.04	11154.01	7699.66	11341.5	9406.0	7660.0	8476.0	6273.0	6496.5	9183.0	6574.24	9730.5	9689.5
CHORPYRLY-RXN	3590.0	4032.5	1989.0	2301.5	2142.0	1485.0	1373.0	696.0	1237.62	2825.5	2746.0	3430.33	2461.0	4171.0	1839.0	2033.5	2107.5	3311.67	732.0	2872.0	3065.0	508.0	1914.5	2020.0	669.0	1569.67	2567.5	926.0	2830.5	854.0	3733.17	1562.12	1464.2	947.75	1876.77	3425.0	2208.0	2575.5	4335.75	3261.5	2005.86	2657.27	2464.0	3460.0	3538.0	1669.5	1823.0	2858.0	2563.5	1570.5	2258.0	895.0	1189.28	2283.58	3071.0	1963.5	3430.0	3244.5	1251.0	2630.0	3891.5	1348.62	2989.0	2607.0
CITC-RXN	96.0	0.0	0.0	156.43	0.0	0.0	15.29	0.0	487.14	0.0	0.0	20.71	69.0	0.0	0.0	0.0	323.93	27.14	182.0	0.0	342.0	250.0	296.5	512.0	300.0	102.0	0.0	0.0	356.5	173.5	83.0	251.0	277.0	0.0	0.0	283.0	234.0	0.0	0.0	557.0	0.0	0.0	195.0	0.0	377.0	116.0	0.0	0.0	245.0	0.0	0.0	394.57	315.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITRAMALYL-COA-LYASE-RXN	602.5	493.0	1461.0	95.0	1164.0	870.0	131.0	20.0	698.0	426.0	670.0	434.0	402.0	229.0	179.0	1398.0	493.0	246.0	522.0	1184.0	255.0	1449.33	751.0	1160.0	538.0	625.0	0.0	840.6700000000001	492.0	133.5	170.0	140.0	717.0	1276.0	169.0	1161.0	509.67	554.0	93.0	173.67000000000002	184.0	97.0	0.0	98.0	27.0	620.0	110.0	935.5	622.0	102.0	27.0	116.0	624.75	1520.0	1868.0	852.0	168.0	496.0	361.0	666.0	543.0	823.0	616.0	502.0
CITRATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	559.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	603.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	674.0	1005.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITRYLY-RXN	830.5	691.0	2033.0	2413.86	793.0	1596.0	161.57999999999998	90.0	1690.03	484.0	1403.0	1624.42	471.0	475.0	756.5	580.0	1053.56	255.28	364.0	688.0	877.5	2876.08	2444.0	1965.25	2737.5	1956.75	1308.58	983.17	847.75	1356.75	1133.75	1061.0	748.0	504.0	828.5	2676.0	972.92	1648.0	1580.75	1862.92	173.0	813.0	1064.4	674.0	1377.0	1368.25	442.5	2330.5	1456.0	369.5	389.0	1337.14	986.45	1440.0	1359.5	1838.0	683.0	1670.0	2177.0	776.0	962.0	2082.0	634.5	178.0
CITSYN-RXN	8920.5	8342.5	10118.0	8237.0	9200.0	5782.5	5022.0	2339.0	7980.87	7004.0	9359.0	10737.33	7819.0	9640.0	4905.5	7624.5	6396.87	7875.67	1347.0	7426.83	6961.9	9262.91	8170.0	8858.25	7646.5	6226.42	5042.58	7300.84	6977.75	5450.75	6737.92	3888.62	4732.2	5368.25	5575.27	12542.25	7079.09	7066.5	8336.25	11683.09	5984.860000000001	7626.77	7307.200000000001	6674.5	7561.5	6637.25	4974.5	10152.5	7200.5	3802.6	6441.4	6507.4	5790.53	8945.58	12598.5	9507.0	8313.0	8759.5	7399.0	6843.5	8033.5	6284.62	10031.5	9010.0
CITTRANS-RXN	96.0	0.0	0.0	380.86	0.0	0.0	30.58	20.0	599.28	0.0	0.0	41.42	69.0	0.0	0.0	0.0	392.36	54.28	182.0	64.0	342.0	280.0	296.5	876.5	647.0	102.0	0.0	34.5	356.5	405.0	96.0	502.0	569.0	0.0	0.0	566.0	285.0	0.0	0.0	1198.0	0.0	0.0	521.0	0.0	754.0	217.5	0.0	70.0	328.0	0.0	0.0	731.14	451.0	0.0	294.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COA-DISULFIDE-REDUCTASE-NADH-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2641.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COBALADENOSYLTRANS-RXN	10323.0	10194.5	9854.0	7862.93	9975.0	5903.5	5405.29	1826.0	9120.009999999998	7633.75	11582.5	9298.54	8399.0	11372.75	4702.0	8371.5	7831.85	8651.81	1725.0	9599.83	7982.9	11085.16	9634.0	11005.5	9926.5	6862.67	5922.5	7814.84	7927.5	7154.5	6954.5	4234.62	5058.2	5171.25	5853.77	12659.42	8146.34	6582.5	8150.0	12337.34	6000.860000000001	8246.77	8873.3	6080.5	8214.5	7010.0	4855.0	9734.0	7786.5	3537.1	4928.4	8082.47	4616.03	8604.58	11218.0	9913.0	8828.0	8766.5	8139.0	6996.5	8923.5	6824.12	10299.5	8883.0
COBALAMIN5PSYN-RXN	3957.0	4558.5	2872.0	2907.4300000000003	3285.5	1334.5	1476.79	937.0	5277.76	3628.25	3921.0	2579.04	3059.5	5234.25	1222.5	2798.5	5641.55	3754.64	720.0	4209.83	4794.9	5256.58	4783.5	5050.25	4692.0	3692.92	3088.08	4182.17	3987.75	3883.75	4357.75	1791.62	1673.9499999999998	1233.5	1901.27	5452.25	3086.42	2494.0	5249.75	5988.92	2031.36	3085.77	4710.7	2996.0	3773.5	3329.25	1770.5	4118.0	4641.0	1939.1	1835.4	4606.97	2025.33	2473.83	2467.0	2830.0	2731.0	3320.0	2887.0	2672.0	4066.5	2392.12	2180.5	2925.0
COBALAMINSYN-RXN	3957.0	4558.5	2872.0	2907.4300000000003	3285.5	1334.5	1476.79	937.0	5277.76	3628.25	3921.0	2579.04	3059.5	5234.25	1222.5	2798.5	5641.55	3754.64	720.0	4209.83	4794.9	5256.58	4783.5	5050.25	4692.0	3692.92	3088.08	4182.17	3987.75	3883.75	4357.75	1791.62	1673.9499999999998	1233.5	1901.27	5452.25	3086.42	2494.0	5249.75	5988.92	2031.36	3085.77	4710.7	2996.0	3773.5	3329.25	1770.5	4118.0	4641.0	1939.1	1835.4	4606.97	2025.33	2473.83	2467.0	2830.0	2731.0	3320.0	2887.0	2672.0	4066.5	2392.12	2180.5	2925.0
COBINAMIDEKIN-RXN	3898.0	3832.5	1782.0	2862.4300000000003	2344.5	1334.5	1222.79	835.0	4197.76	3264.25	3082.0	2111.04	2772.5	4413.25	912.0	2379.5	5216.55	3512.64	663.0	3967.83	4933.4	4183.08	4082.0	4302.25	4161.0	3194.42	2781.08	3881.17	3474.25	3064.75	4190.25	1681.62	1695.9499999999998	1235.5	1816.27	3850.25	3041.42	2465.0	5072.75	5890.42	1879.36	2655.77	4754.200000000001	2675.0	3650.5	3121.75	1406.5	3545.0	4529.5	2049.1	2071.4	4089.47	1813.33	2268.83	2257.0	2176.0	2218.0	2935.0	2791.0	2046.0	4066.5	2281.12	1651.5	2535.0
COBINPGUANYLYLTRANS-RXN	3898.0	4460.5	1844.0	2862.4300000000003	2845.5	1334.5	1222.79	848.0	4245.76	3264.25	3082.0	2111.04	2848.5	4413.25	912.0	2568.5	5216.55	3512.64	720.0	4255.83	4933.4	4598.08	4082.0	4348.25	4253.0	3194.42	2781.08	3906.17	3474.25	3130.75	4224.25	1721.62	1706.9499999999998	1304.5	1917.27	3850.25	3041.42	2494.0	5169.75	5958.42	1879.36	2655.77	4754.200000000001	2675.0	3707.5	3121.75	1406.5	3545.0	4529.5	2049.1	2091.4	4089.47	1813.33	2525.83	2292.0	2248.0	2295.0	2973.0	2791.0	2127.0	4066.5	2281.12	1761.5	2535.0
COENZYME-F420-HYDROGENASE-RXN	2888.5	3601.5	1798.0	239.5	1872.5	27.0	921.5	533.5	609.0	2213.0	2088.0	1195.0	2782.0	3243.5	377.0	1759.0	1280.0	2657.0	93.0	1735.5	2352.0	868.0	667.0	2020.0	1355.0	990.0	903.0	1484.0	1054.0	1121.0	1599.0	625.0	1005.0	903.5	921.5	2462.0	984.5	1402.5	4104.0	1507.0	935.0	1931.0	1292.0	1737.0	2623.5	950.5	1025.5	1544.5	789.0	987.5	1587.0	300.0	229.0	2090.0	1120.0	947.0	467.0	1950.5	835.0	523.0	2294.5	367.5	474.5	1662.5
CORTISONE-ALPHA-REDUCTASE-RXN	67.0	0.0	0.0	0.0	0.0	0.0	187.0	0.0	180.0	0.0	0.0	0.0	0.0	213.0	0.0	71.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	145.0	31.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	284.0	0.0	0.0	125.0	0.0	0.0
CPM-KDOSYNTH-RXN	5606.5	5766.0	7076.0	6265.43	7513.0	4858.0	3615.29	1198.5	5416.01	4355.0	7120.0	7556.54	5463.0	5589.0	3687.0	5587.0	4800.63	4577.81	1286.5	5125.83	4372.9	8062.08	6009.5	5419.75	6647.5	4901.92	4130.58	3669.17	4865.75	3283.75	4279.42	5362.62	4564.7	3970.75	4379.54	8118.75	5652.42	4224.5	3731.25	8203.42	4752.22	5553.54	5277.700000000001	4443.5	4415.5	4956.25	3787.0	6321.0	6408.0	2810.1	4378.4	6024.47	3091.53	7737.58	10026.5	7464.5	7469.0	6081.5	5119.0	5734.0	5311.5	5013.12	8817.0	7253.0
CREATINASE-RXN	402.5	827.0	0.0	0.0	1659.0	503.5	63.0	20.0	0.0	114.0	0.0	0.0	636.0	0.0	0.0	2362.0	441.0	71.0	0.0	1195.0	255.0	0.0	0.0	348.0	0.0	0.0	0.0	0.0	148.0	133.5	0.0	2555.0	2061.0	1412.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	27.0	191.0	0.0	61.5	85.0	0.0	0.0	0.0	100.0	2750.0	1748.0	340.0	139.0	0.0	286.0	208.0	271.5	257.5	124.0	162.0
CREATINE-KINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	165.32999999999998	0.0	96.0	65.0	129.0	0.0	28.67	0.0	0.0	30.0	0.0	0.0	0.0	0.0	48.0	134.17000000000002	0.0	444.0	79.67	0.0	49.0	0.0	0.0	103.0	119.0	0.0	0.0	100.0	0.0	35.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
