function	F01-21-GEL	F01-21-WAT	F04-21-GEL	F04-21-SED	F04-21-WAT	F07-20-COR	F07-20-GEL	F07-20-SED	F07-20-WMS	F07-21-COR	F07-21-GEL	F07-21-SED	F07-21-WAT	F09-21-GEL	F09-21-SED	F09-21-WAT	F09-21-WMS	F10-20-GEL	F10-20-SED	F10-20-WAT	F10-20-WMS	SEnd-1A-02-WMS	SEnd-1B-05-WMS	SEnd-1C-04-WMS	SEnd-1C-06-WMS	SEnd-1D-07-WMS	SEnd-2C-04-WMS	SEnd-2C-06-WMS	SEnd-2D-05-WMS	SEnd-2D-07-WMS	SEnd-2D-09-WMS	SEnd1-WAT	SEnd2-WAT	SEnd3-WAT	SSt1-1A-COR	SSt1-1A-GEL	SSt1-WMS	SSt2-1B-COR	SSt2-1B-GEL	SSt2-WMS	SSt3-1C-COR	SSt3-1C-GEL	SSt3-WMS	SSt4-1D-COR	SSt4-1D-GEL	SSt4-WMS	SSt5-2C-COR	SSt5-2C-GEL	SSt5-WMS	SSt6-2D-COR	SSt6-2D-GEL	SSt6-WMS	WEnd1-WAT	WEnd2-WAT	WEnd3-WAT	WSt1-1A-04-GEL	WSt1-1A-COR	WSt1-WMS	WSt2-1A-05-GEL	WSt2-1C-COR	WSt2-WMS	WSt3-1A-06-GEL	WSt3-2C-COR	WSt3-WMS
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	11265.5	11341.5	15577.0	9123.43	12319.5	8656.5	7549.79	2739.0	11448.509999999998	8893.25	11687.0	12784.54	10339.5	12477.25	7883.5	10555.0	10302.25	10118.31	2321.0	9296.83	8797.8	13185.49	12182.5	12481.5	12341.0	9333.34	6954.83	8455.01	8147.5	8775.5	7791.84	8296.619999999999	7034.03	7483.75	7667.77	19646.0	10072.01	8919.5	9778.5	13813.01	7192.360000000001	9945.77	9201.9	8335.0	8765.5	9455.5	6624.0	15635.0	9671.5	4822.2	7682.8	9586.87	9567.61	13290.41	17362.5	13641.0	10751.0	11322.5	11295.5	8765.5	9722.0	8360.619999999999	14320.5	12717.0
1.1.1.136-RXN	375.0	98.0	2043.0	1199.5	0.0	77.0	100.0	137.0	586.0	169.0	607.5	1133.5	128.0	395.0	498.0	0.0	127.01	101.0	0.0	92.0	387.0	716.0	478.0	1114.0	1172.0	391.0	0.0	443.0	340.0	548.0	24.5	0.0	105.0	0.0	492.5	1235.0	979.5	402.0	108.0	1145.0	84.0	315.0	807.0	67.0	460.0	573.0	103.0	1517.0	109.0	0.0	213.0	544.0	157.0	23.0	346.0	486.0	36.0	268.0	299.0	515.0	476.0	655.5	592.0	459.5
1.1.1.145-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0
1.1.1.170-RXN	67.0	0.0	0.0	0.0	0.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	31.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0
1.1.1.215-RXN	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	0.0	0.0	5.0	0.67	149.0	522.0	235.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	849.95	0.0	206.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.251-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.253-RXN	814.0	1385.0	1880.0	953.5	1004.0	591.0	406.0	101.0	367.0	260.0	697.5	1856.5	321.0	450.0	1374.0	790.0	203.0	347.0	67.0	712.3299999999999	254.0	277.0	469.5	158.5	160.0	136.0	772.0	34.5	1033.0	126.5	1153.0	833.0	471.0	341.0	996.0	1033.33	669.5	651.5	178.75	242.0	95.0	633.5	74.0	267.0	429.0	108.5	145.0	2871.0	98.0	73.0	463.0	633.0	142.0	1113.0	1619.0	1136.0	1475.0	778.0	279.5	334.5	304.5	785.0	1334.5	906.5
1.1.1.261-RXN	0.0	628.0	0.0	0.0	501.0	0.0	0.0	0.0	115.5	0.0	0.0	0.0	76.0	0.0	0.0	189.0	0.67	0.0	0.0	288.0	0.0	195.0	143.0	472.5	339.0	35.0	0.0	124.5	0.0	307.5	0.0	40.0	0.0	0.0	0.0	298.0	49.0	34.0	0.0	49.0	0.0	0.0	255.0	0.0	0.0	167.5	0.0	287.0	33.0	0.0	0.0	127.0	0.0	209.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.264-RXN	119.5	0.0	0.0	0.0	0.0	0.0	63.0	20.0	0.0	141.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.5	0.0	0.0	0.0	0.0	315.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	54.0	308.0	0.0	0.0
1.1.1.271-RXN	6797.5	5056.0	5492.5	4577.0	4597.0	3174.5	2661.0	1145.5	4721.5	5170.5	5937.5	5824.5	4658.5	6758.0	1599.0	3857.5	3421.0	4955.5	551.5	2917.5	3532.0	5499.91	3665.0	5753.5	4239.5	3180.0	2021.0	3551.84	2819.0	3333.0	3326.17	2531.0	2203.5	2327.0	3281.5	6992.92	3965.09	3668.5	6041.25	5789.84	3310.5	5712.5	4027.0	3601.5	5027.0	3741.5	3095.5	4614.0	3465.0	2275.5	3324.0	3905.5	1819.0	3856.0	5588.0	5541.0	3091.5	5887.5	4702.0	3234.5	5458.5	4402.5	5208.0	6585.5
1.1.1.292-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	298.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.34-RXN	194.5	114.5	0.0	1646.0	0.0	762.0	38.0	0.0	921.62	232.0	138.0	2073.33	281.5	0.0	0.0	437.0	486.0	43.0	0.0	316.0	437.0	45.0	1103.0	0.0	61.0	258.67	969.0	0.0	1033.0	0.0	1785.0	625.5	804.08	139.25	16.27	1003.5	357.0	576.0	780.0	1315.0	9.36	554.27	657.0	134.0	1150.0	307.0	0.0	155.5	421.0	0.0	778.0	544.0	87.33	126.08	327.0	734.0	0.0	1045.5	204.5	249.0	645.5	496.62	62.0	0.0
1.1.1.39-RXN	3318.0	4106.0	2333.0	3400.9300000000003	2237.5	336.0	1118.79	859.5	2568.26	2541.75	2508.0	2537.04	2520.0	3595.25	865.5	2709.0	3269.55	2890.48	301.5	3008.5	3617.5	2925.08	3567.5	4538.75	3469.5	4652.42	1587.58	3406.17	2292.75	2593.25	2249.42	1663.62	1097.2	1555.75	1341.77	2766.34	1938.42	2211.5	4338.0	3912.92	1481.36	2233.27	3233.9	2106.0	2747.5	2603.75	1800.0	2073.0	3371.0	1307.0	1387.0	1695.57	4544.78	2946.08	3087.0	1148.0	773.0	2371.0	947.0	1630.0	3926.5	1286.62	1266.5	2352.5
1.1.1.43-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0	340.0	235.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	522.75	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.51-RXN	0.0	165.0	0.0	623.0	424.0	381.0	0.0	0.0	290.0	0.0	0.0	999.0	703.0	0.0	0.0	334.0	0.0	0.0	0.0	327.0	0.0	0.0	313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	210.0	170.0	0.0	125.0	0.0	288.0	390.0	0.0	148.0	267.0	0.0	0.0	233.0	53.0	0.0	0.0	0.0	0.0	454.0	19.0	0.0	205.0	28.5	367.0	0.0	445.0	0.0	0.0	190.0	372.0	0.0	0.0
1.1.1.53-RXN	0.0	165.0	114.0	718.0	424.0	381.0	17.0	0.0	290.0	0.0	0.0	1329.0	703.0	59.0	0.0	446.0	0.0	0.0	0.0	498.0	0.0	0.0	313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	243.0	250.0	0.0	232.17	0.0	314.0	390.0	0.0	74.0	267.0	0.0	0.0	233.0	53.0	64.0	0.0	0.0	0.0	454.0	19.0	0.0	257.0	61.5	476.0	0.0	445.0	0.0	0.0	190.0	259.0	0.0	0.0
1.1.1.83-RXN	290.5	410.0	103.0	0.0	1420.0	653.0	0.0	0.0	480.5	161.0	320.0	40.0	726.0	169.0	484.0	716.0	85.0	449.0	340.0	1003.0	254.0	0.0	422.0	0.0	0.0	136.0	503.0	48.0	774.0	160.5	838.0	0.0	879.0	832.0	0.0	375.5	561.0	107.5	1088.0	291.0	108.0	450.0	56.5	0.0	906.0	492.0	168.5	620.0	33.0	0.0	0.0	506.0	422.75	1204.0	985.0	918.5	139.0	89.5	1478.0	108.0	0.0	764.0	0.0	485.5
1.1.3.41-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.99.25-RXN	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	0.0	0.0	0.0	0.0	149.0	522.0	235.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	620.95	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.99.28-RXN	681.5	46.5	443.0	769.0	0.0	67.0	140.0	11.5	71.0	238.5	1284.5	718.0	188.5	241.0	46.0	16.0	22.0	429.0	34.0	9.33	109.0	0.0	34.0	0.0	0.0	45.0	479.0	17.0	74.5	63.0	35.0	522.0	554.0	17.0	87.0	1544.0	206.0	206.0	57.5	674.0	231.5	727.5	63.0	389.0	1115.0	74.5	233.5	609.0	68.0	81.0	145.5	0.0	0.0	33.5	600.0	435.5	67.5	682.5	539.0	284.0	506.5	1057.0	299.0	678.0
1.10.2.2-RXN	1599.5	3392.0	2154.0	2157.0	3549.0	2555.5	730.0	310.0	1243.87	1179.5	1982.0	2806.33	1839.5	1249.0	2086.5	4094.5	1665.7	790.6700000000001	518.0	3441.33	1678.5	991.75	2106.5	1580.75	751.5	1995.42	2582.58	317.0	2479.75	567.75	2703.25	4098.12	3161.2	2050.25	1444.27	2910.5	1941.25	1981.5	1207.5	1978.75	2143.36	1277.77	1313.9	2385.0	1568.0	1914.75	1149.5	2856.0	2330.5	855.5	1133.0	920.0	868.33	5340.58	5140.0	2388.0	3649.0	1942.5	1982.0	2697.0	2094.0	2043.62	2955.5	1547.0
1.11.1.15-RXN	24544.0	22473.5	28794.0	21060.86	22862.5	13222.0	15534.08	5477.0	22896.51	20303.75	26858.0	26540.41	21440.0	28435.25	11120.5	17653.5	19988.620000000003	22592.29	4444.5	18830.99	20984.7	25355.99	24850.0	27775.5	25176.5	19293.85	15361.82	17151.010000000002	18985.5	17481.5	18360.84	14036.98	10922.13	9852.5	15496.81	36639.67	21618.51	17624.5	22152.0	34606.01	16749.58	21993.81	23555.4	18839.5	20129.0	18551.0	13975.0	26277.5	22343.0	10785.8	16527.7	22487.34	20366.75	20617.4	29492.0	24035.5	22382.5	23433.5	19836.5	18035.0	22379.5	15807.98	26781.0	25590.0
1.12.1.3-RXN	0.0	0.0	0.0	4849.150000000001	0.0	148.0	176.45	418.0	12576.2	891.5	116.0	966.55	210.0	467.5	1889.5	0.0	7130.65	621.7	0.0	0.0	7600.5	9390.5	10009.5	13451.0	14221.0	3792.5	15.0	7598.0	5000.5	11873.5	1967.5	0.0	45.0	0.0	35.0	0.0	7175.5	108.0	2.0	14406.0	82.0	84.0	12136.0	0.0	0.0	4883.5	28.0	210.0	6324.0	251.0	220.0	13411.35	1002.0	0.0	299.0	0.0	0.0	0.0	0.0	462.0	0.0	931.0	87.0	0.0
1.12.5.1-RXN	0.0	0.0	0.0	0.0	0.0	98.0	0.0	36.0	440.5	0.0	0.0	0.0	0.0	0.0	11.0	0.0	620.4	0.0	0.0	0.0	1421.0	367.5	542.0	1231.5	229.0	1963.5	721.16	216.0	653.5	334.5	435.5	0.0	0.0	0.0	133.0	0.0	782.5	0.0	0.0	448.5	0.0	0.0	166.8	0.0	0.0	377.5	341.0	0.0	254.0	55.0	0.0	396.0	26.5	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0
1.13.11.15-RXN	192.0	0.0	0.0	72.0	0.0	53.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	149.0	704.0	235.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	578.0	0.0	166.0	0.0	0.0	0.0	206.0	208.0	271.5	565.5	124.0	162.0
1.13.11.25-RXN	0.0	0.0	0.0	623.0	0.0	381.0	17.0	0.0	290.0	0.0	0.0	999.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	0.0	32.0	0.0	140.17	0.0	288.0	390.0	0.0	0.0	267.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	389.0	19.0	0.0	0.0	0.0	367.0	0.0	445.0	0.0	0.0	190.0	384.0	0.0	0.0
1.13.11.49-RXN	268.0	190.0	2323.0	1299.5	134.0	35.0	195.0	209.0	0.0	0.0	646.5	1858.5	0.0	596.0	358.0	559.0	37.67	60.0	0.0	329.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	5.5	613.0	94.0	603.0	329.5	1592.0	136.5	385.0	93.0	0.0	25.0	270.0	0.0	81.0	131.0	31.0	66.0	2496.0	0.0	0.0	177.0	0.0	3181.0	697.0	1044.0	605.0	0.0	123.0	121.0	26.5	50.0	566.5	35.0	644.5
1.13.11.6-RXN	1196.5	702.0	2374.0	1886.0	801.5	1356.5	1375.5	115.5	157.0	1403.0	1761.0	1572.0	1086.5	1761.5	371.5	709.5	300.0	1510.5	62.0	433.0	203.9	0.0	291.0	0.0	0.0	191.5	638.5	0.0	357.0	197.5	600.5	188.5	226.5	242.5	912.5	3495.42	203.0	537.5	703.0	0.0	452.0	1843.0	372.8	801.5	748.0	834.0	937.0	1923.5	155.5	286.1	459.9	221.4	240.0	901.5	1350.5	2273.5	1260.5	1537.5	2409.5	1565.0	2453.0	1477.5	2098.5	2388.5
1.13.11.9-RXN	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.11.1-RXN	91.0	541.0	0.0	0.0	66.0	53.5	0.0	20.0	0.0	0.0	0.0	0.0	273.0	169.0	0.0	677.0	441.0	0.0	0.0	86.0	0.0	0.0	0.0	348.0	0.0	0.0	0.0	0.0	148.0	133.5	191.5	83.0	0.0	0.0	0.0	288.0	0.0	207.0	2664.0	0.0	535.0	294.0	0.0	0.0	618.0	265.0	0.0	0.0	0.0	0.0	210.0	0.0	100.0	815.0	112.0	744.0	0.0	0.0	0.0	208.0	271.5	257.5	124.0	162.0
1.14.11.18-RXN	101.0	637.0	42.0	48.5	66.0	0.0	187.0	4.0	77.75	0.0	12.5	40.5	0.0	244.0	0.0	794.0	204.2	0.0	0.0	170.0	156.5	129.0	108.0	115.75	36.5	307.25	246.25	0.0	147.25	122.75	120.25	83.0	33.0	87.0	64.5	61.5	271.5	26.0	0.0	224.25	13.0	0.0	83.4	0.0	0.0	94.75	64.0	54.0	0.0	0.0	0.0	0.0	13.25	789.5	187.0	0.0	0.0	0.0	307.0	17.5	0.0	111.5	0.0	37.5
1.14.11.2-RXN	368.5	253.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.0	0.0	0.0	52.0	0.0	71.0	0.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.5	426.0	0.0	231.0	35.0	0.0	148.0	45.5	0.0	370.0	99.0	0.0	0.0	146.0	0.0	20.0	0.0	0.0	0.0	176.0	129.0	90.0	233.0	298.5	131.0	0.0	0.0	0.0	80.0	23.5
1.14.12.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.0	680.0	470.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	852.0	424.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	845.5	0.0	332.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.12.18-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0
1.14.13.59-RXN	473.0	96.0	398.0	0.0	0.0	134.0	366.0	0.0	0.0	0.0	312.0	0.0	33.5	213.0	0.0	0.0	48.0	0.0	546.0	0.0	53.4	0.0	0.0	0.0	0.0	237.5	0.0	11.0	160.0	0.0	18.67	0.0	0.0	39.0	31.0	753.75	0.0	0.0	0.0	0.0	73.0	132.0	22.8	0.0	0.0	214.0	0.0	334.0	119.0	82.6	29.4	114.4	258.0	0.0	162.0	109.0	0.0	118.0	619.0	43.0	0.0	0.0	0.0	0.0
1.14.13.70-RXN	67.0	72.0	739.0	0.0	0.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	31.0	442.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	164.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0
1.14.13.8-RXN	45.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	144.0	0.0	103.5	1332.0	0.0	267.5	147.0	0.0	0.0	309.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	372.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0
1.14.13.84-RXN	33.5	72.0	1118.0	623.0	0.0	381.0	68.0	20.0	290.0	45.0	42.0	999.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	0.0	0.0	0.0	937.0	0.0	453.0	483.0	0.0	25.0	267.0	0.0	81.0	198.0	0.0	0.0	702.0	0.0	0.0	389.0	19.0	0.0	0.0	0.0	627.0	0.0	445.0	93.0	25.0	190.0	247.0	0.0	0.0
1.14.19.1-RXN	8971.0	7672.5	7841.5	5545.0	4534.0	1745.0	3884.0	1438.0	1547.62	6407.5	8819.5	9266.33	5817.5	9502.0	2928.0	5067.5	3467.0	7421.67	428.0	5381.0	5051.0	1470.0	3433.5	4293.0	1792.0	3368.17	3161.5	1926.0	2695.0	2109.5	4110.84	2015.12	3195.2	3122.75	4511.27	7209.92	3421.0	5879.0	9993.75	4651.5	4450.860000000001	6435.77	3572.5	5727.0	7721.0	2845.0	4325.0	7711.5	3210.5	2742.5	6527.0	740.0	974.33	5190.58	6226.0	5416.5	5000.0	7826.5	4994.5	2899.0	7265.5	3835.12	5008.0	7052.0
1.14.19.3-RXN	2590.0	1819.0	3807.5	1845.0	2460.5	1777.5	2449.0	180.0	995.0	2313.5	3452.5	3313.0	2232.5	2923.5	641.5	1299.5	565.0	2269.5	528.5	816.0	648.9	122.0	929.0	403.5	740.0	667.5	1822.5	646.5	967.0	339.5	1085.5	895.5	588.5	723.5	2642.0	5438.25	1255.0	1803.0	1560.0	860.5	1329.5	2904.0	846.3	2042.0	1855.5	1974.0	2016.5	2510.0	502.0	908.1	1748.4	317.4	587.2	1886.0	2625.0	3892.0	2290.0	3175.0	3560.0	2077.0	2675.5	1347.5	4093.0	4444.0
1.15.1.2-RXN	0.0	628.0	0.0	905.93	501.0	159.0	15.29	255.5	3263.14	94.75	200.0	294.71000000000004	148.0	16.75	533.0	189.0	2256.38	91.64	41.0	352.0	2156.0	5059.58	2254.5	2562.0	3665.5	2801.5	246.25	2665.67	1368.5	2052.75	731.25	40.0	0.0	0.0	249.0	0.0	1549.17	27.0	2.0	2829.67	0.0	21.0	2498.4	0.0	24.0	1336.75	325.5	0.0	3004.0	273.5	0.0	2634.57	528.25	209.0	65.0	0.0	115.0	0.0	0.0	154.0	20.5	527.0	223.0	0.0
1.17.1.1-RXN	420.5	492.5	1176.0	0.0	680.0	505.0	648.0	203.0	348.0	470.5	1264.0	620.0	67.0	910.0	526.0	83.5	377.0	618.0	457.0	317.0	523.0	250.0	553.5	345.0	1213.0	616.0	1448.5	294.0	1670.5	534.0	1782.0	192.5	0.0	50.0	165.5	1236.0	1361.5	499.5	228.75	1164.0	722.0	308.0	885.5	1403.0	80.0	767.0	483.0	1284.0	1209.0	256.0	661.0	646.0	585.75	389.5	1224.5	470.0	1620.0	492.0	192.5	1519.0	141.0	271.0	1044.5	238.5
1.17.4.2-RXN	176.0	812.0	80.0	3130.4300000000003	891.0	396.0	15.29	550.5	4558.51	102.5	304.0	1060.54	427.0	150.5	447.0	530.0	3362.4700000000003	334.31	368.0	977.0	2224.0	5116.58	3259.5	3098.25	3787.5	2972.92	375.58	3170.17	1291.75	2806.75	629.75	343.0	505.33	183.0	556.27	360.0	2006.42	237.0	97.0	3517.92	146.36	62.27	2311.9	168.0	458.0	1554.25	450.5	0.0	3661.5	129.5	155.0	2954.07	5001.78	299.83	1370.0	72.0	688.0	98.0	0.0	403.0	896.5	914.12	409.5	195.0
1.17.5.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.17.99.1-RXN	33.5	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.5	0.0	0.0	0.0	0.0	0.0	123.5	0.0	0.0	0.0	440.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	25.0	185.5	0.0	0.0	0.0
1.18.1.2-RXN	4721.5	4059.0	3598.0	4705.0	3394.5	2373.5	1513.5	1229.5	8273.869999999999	4000.25	4330.0	4604.83	3036.0	5127.75	2519.5	3785.0	7092.25	4206.17	1190.5	5079.83	6668.5	8930.83	9271.0	11130.5	11399.5	4418.17	2807.5	6467.17	5404.5	8123.5	5423.5	2333.12	2483.95	2271.5	2587.27	4591.5	6495.17	3217.0	5661.5	12315.17	1822.36	3515.77	9375.0	3935.0	5016.5	5292.0	2565.5	4545.0	7643.5	1702.5	2802.0	9963.5	3309.03	3632.33	5673.0	2930.0	3104.0	3718.5	3245.0	3423.0	4167.0	3564.12	3443.0	3326.0
