"","SEnd.1A.02.WMS","SEnd.1B.05.WMS","SEnd.1C.04.WMS","SEnd.1C.06.WMS","SEnd.1D.07.WMS","SEnd.2C.04.WMS","SEnd.2C.06.WMS","SEnd.2D.05.WMS","SEnd.2D.07.WMS","SEnd.2D.09.WMS","SSt1.1A.COR","SSt1.1A.GEL","SSt1.WMS","SSt2.1B.COR","SSt2.1B.GEL","SSt2.WMS","SSt3.1C.COR","SSt3.1C.GEL","SSt3.WMS","SSt4.1D.COR","SSt4.1D.GEL","SSt4.WMS","SSt5.2C.COR","SSt5.2C.GEL","SSt5.WMS","SSt6.2D.COR","SSt6.2D.GEL","SSt6.WMS"
"ASV1097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172910662824207,0,0,0,0,0
"ASV380",0,0,0,0,0,0,0,0,0,0,0,0.0135582010582011,0,0.0305223410950283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV185",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424795468848332,0,0,0,0.00269922879177378,0,0,0,0,0,0,0,0,0,0
"ASV216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297524173839124,0,0,0,0
"ASV811",0,0,0,0,0,0,0,0,0,0,0.00870105655686762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013616339607529,0
"ASV274",0.00782417582417582,0,0.0110041265474553,0.025137633738444,0,0,0,0,0,0,0,0,0,0,0,0.00634396454332146,0,0,0,0,0,0,0,0,0,0,0,0
"ASV268",0,0.0271607653397845,0,0,0,0.00290135396518375,0,0,0,0.00772547610492275,0,0,0,0,0,0,0,0,0,0,0,0.0183665494333724,0.00730067243035543,0,0,0.0105440742302826,0,0
"ASV378",0,0.0214427094787772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138328530259366,0,0,0,0,0
"ASV770",0,0,0,0,0,0,0,0,0.0139057648170649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105440742302826,0,0
"ASV787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573796620975454,0,0,0,0
"ASV75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573140549693891,0,0,0,0,0,0
"ASV414",0,0,0,0,0,0,0.0157728706624606,0,0,0,0,0,0,0,0,0.010515338489615,0,0,0.02373274861344,0,0,0,0,0,0.0232018561484919,0,0,0.0287221570926143
"ASV823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056772100567721,0,0,0,0,0,0.013015618742491,0
"ASV383",0,0.00956674730591599,0.0558671040101577,0.0106990755167757,0,0.00257898130238556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158189827793352,0
"ASV361",0,0,0,0,0,0,0,0,0,0,0,0.0166170634920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138165798958751,0
"ASV292",0,0,0,0,0,0,0,0,0,0,0.0206650093225606,0,0,0,0,0,0,0,0,0,0,0,0.0655139289145053,0,0,0.0115984816533108,0,0
"ASV688",0,0,0,0,0,0,0,0,0.0126906979883894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV288",0,0,0,0,0,0,0,0,0,0,0,0.000661375661375661,0,0,0,0,0,0,0,0,0,0,0,0.0103070874508554,0,0,0,0
"ASV913",0,0.00362876621948538,0,0,0.00199647680563711,0,0,0.00376411543287327,0,0,0,0,0.00594109467829604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867052023121387,0,0,0,0,0,0,0,0,0,0,0
"ASV60",0.0137142857142857,0,0,0.0151656798587307,0.0387551379917792,0,0.0150718541885734,0.0054370556252614,0.00796543809909545,0.0418613007545814,0,0,0.0304639110099861,0,0,0.0113843747284262,0,0,0,0,0,0,0,0,0.0230858468677494,0,0,0.0520515826494724
"ASV796",0,0,0,0,0,0,0,0,0,0,0.0079241765071473,0,0,0.00912523599748269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088150289017341,0.0106683804627249,0,0,0,0.00950892275628501,0,0,0,0,0,0
"ASV874",0,0,0,0,0,0.00886524822695036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV119",0,0,0,0,0,0,0,0,0,0,0,0,0.00366578182277841,0.0567967275015733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819499894935911,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV246",0,0,0,0.0144385582216682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV697",0,0,0,0,0,0,0,0,0,0,0,0.00760582010582011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV296",0.00545054945054945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872736746124788,0,0,0,0,0,0
"ASV51",0,0.0576204090609193,0,0,0.0116265413975338,0,0,0.00850411264463962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881057268722467,0
"ASV30",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325676526117055,0,0,0.0773121387283237,0,0,0,0,0,0,0,0,0,0,0
"ASV968",0,0,0,0,0,0,0,0,0,0,0,0,0.00265453166477057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV314",0,0,0,0,0,0,0,0,0.0175509653030917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV101",0,0,0,0,0,0,0,0,0,0,0,0,0.0193401592718999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1009",0,0,0,0,0,0,0,0,0,0,0,0,0.00379218809252939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV984",0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV932",0,0.00472839234660216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404624277456647,0,0,0,0,0,0,0,0,0,0,0
"ASV429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270324389267121,0
"ASV772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106936416184971,0,0,0,0,0,0,0,0,0,0,0
"ASV859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924574209245742,0,0,0,0,0,0,0
"ASV56",0,0,0,0,0,0.092682140554481,0,0,0.0278115296341299,0.0368307581746317,0,0,0,0,0,0.0260710871643348,0,0,0.0232168192957565,0,0,0,0,0,0,0,0,0
"ASV162",0.00527472527472527,0,0.0432758438260502,0.0423808039887816,0,0,0.0120925341745531,0,0.0390171459430269,0,0,0,0.00669953229680192,0,0,0.0118188928478318,0,0,0,0,0,0,0,0,0,0,0,0
"ASV701",0,0,0,0,0,0,0,0,0,0,0,0.00752314814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV34",0,0,0,0,0,0,0,0,0,0,0.0214418893722809,0,0,0,0,0,0,0,0,0.0733487626847071,0,0,0,0,0,0.0995360607338676,0,0
"ASV251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986078886310905,0,0,0
"ASV48",0.0742857142857143,0,0,0,0,0,0,0,0,0,0,0,0.00796359499431172,0,0,0,0,0,0.00941571004772346,0,0,0,0,0,0,0,0,0
"ASV256",0.00545054945054945,0,0,0,0,0,0.0192779530318962,0.0107346995678238,0,0,0,0,0.012387814435596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180539273153576
"ASV994",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534927627438641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690373843949459,0,0,0,0,0,0
"ASV1034",0,0,0,0,0,0,0,0,0,0,0,0,0.00328656301352547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV180",0,0,0,0,0,0,0,0,0,0,0,0.0291832010582011,0,0,0,0,0,0,0,0,0,0,0,0.043247263840187,0,0,0,0
"ASV1006",0,0,0,0,0,0,0.00543287767262531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188280499519693,0,0,0,0,0
"ASV717",0,0,0,0,0,0,0,0,0.0117456460105306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV992",0,0,0,0,0,0,0,0,0,0.00610851598993891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV40",0,0,0,0,0.00681150910158544,0,0,0,0,0,0,0.0717592592592593,0,0,0,0,0,0.0372750642673522,0,0,0,0,0,0.0325151418552757,0,0,0,0
"ASV225",0,0.00791730811524082,0,0.00446660434195492,0,0,0,0,0,0.00682716492993173,0,0,0,0,0,0,0,0,0.00322455823552173,0,0,0,0,0,0,0,0,0
"ASV971",0.00325274725274725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322789943227899,0,0,0,0,0,0,0
"ASV155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416906820365034,0,0,0,0,0
"ASV469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141652906926219,0,0,0,0,0,0,0,0,0,0,0,0
"ASV17",0,0,0,0,0,0,0,0,0.00945051977858782,0,0,0,0.0364050056882821,0,0,0.0154688450508386,0,0,0.0105765510125113,0,0,0.0100299596196431,0,0,0.00974477958236659,0,0,0.0198124267291911
"ASV591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464037122969838,0,0,0
"ASV211",0.00474725274725275,0,0.0207385461855888,0,0,0,0,0,0,0,0,0,0.0204778156996587,0,0,0,0,0,0,0,0,0,0,0,0.0294663573085847,0,0,0.0232121922626026
"ASV1002",0,0,0,0,0,0,0,0,0,0,0,0.00264550264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294179449464173,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV684",0,0,0,0,0,0.0124113475177305,0,0.013383521539105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1065",0,0.00219925225423356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV988",0,0,0,0,0,0,0,0.00446117384636833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV771",0,0,0,0,0,0,0,0,0,0,0,0.00611772486772487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121809744779582,0,0,0
"ASV93",0,0,0,0,0,0,0,0,0,0.0163492633848365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201641266119578
"ASV126",0,0,0,0,0,0,0,0,0,0,0,0.0152116402116402,0,0,0.0142887161168313,0,0,0.0570694087403599,0,0,0,0,0,0,0,0,0,0
"ASV323",0,0.0207829338025071,0.0209501640038091,0.0127765659083827,0,0,0,0,0.0338868637775078,0.0271289974847287,0,0,0,0,0,0.018771182758321,0,0,0,0,0,0.0240979549303113,0,0,0.0139211136890951,0,0,0.0215709261430246
"ASV909",0,0,0,0,0,0,0,0,0,0,0.0074580484773151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274167705180701,0,0,0,0,0,0,0,0
"ASV467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345845634753269,0,0
"ASV173",0,0,0,0,0,0.0494842037395229,0,0.0249546912031228,0,0,0,0,0.0155479711793705,0,0,0,0,0,0.0150909325422417,0,0,0,0,0,0,0,0,0
"ASV877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644783118405627
"ASV184",0,0,0,0.0313701049132648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV420",0.0124835164835165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV242",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117998741346759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1016",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456261799874135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV278",0.0209230769230769,0,0,0,0.0169113329418673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV368",0,0.0217725973169123,0,0,0,0,0,0,0,0,0,0.0130621693121693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147039855539791,0.0340039166815026,0.0249797242497972,0,0,0.0154075018595261,0,0.0870940531421341,0.0294353223868642,0.0400937866354045
"ASV574",0,0,0,0,0.0113916617733412,0.00725338491295938,0,0.0174264603373763,0.02106115836371,0.0147323032698527,0,0,0.0131462520541019,0,0,0,0.00375722543352601,0,0,0,0,0,0,0,0,0.00442851117671868,0,0
"ASV604",0,0,0,0,0,0,0,0,0,0,0,0,0.00505625079003919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794581216621076,0,0,0,0,0,0
"ASV404",0,0,0,0,0,0.0167633784655061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251681075888569,0,0,0,0,0
"ASV506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192183670837095,0,0,0,0,0,0.00881670533642691,0,0,0
"ASV276",0.00545054945054945,0.00846712117879921,0.0053962543646175,0.0194245351615249,0.00728126834997064,0,0.0338240448650543,0.0455876202425763,0.0191710544079924,0,0,0,0.018328909113892,0,0,0.0295472321195794,0,0,0.0139300915774539,0,0,0.00976944118796405,0,0,0.00951276102088167,0,0,0.0216881594372802
"ASV326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288184438040346,0,0,0,0,0
"ASV8",0,0,0,0,0,0.0365892972275951,0,0,0,0,0.0518955873213176,0,0,0.039018250471995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV886",0,0,0,0,0,0,0,0,0,0,0,0,0.00669953229680192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV857",0,0,0,0,0,0,0,0,0.00769542324827866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV71",0,0,0.010051846365464,0.00820608704684741,0,0,0.0245355765860498,0,0.0228162548940192,0,0,0,0.0171912526861332,0,0,0.0154688450508386,0,0,0,0,0,0.0224045851243976,0,0,0,0,0,0
"ASV440",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272183763373191,0,0,0,0,0,0.0261705536763397,0,0,0,0,0,0,0.0246295554665599,0
"ASV118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015681233933162,0,0,0,0,0,0,0,0,0,0
"ASV628",0,0,0,0,0,0,0,0,0,0,0.0142945929148539,0.00355489417989418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2336804164998,0
"ASV238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240341819476589,0,0,0,0,0,0,0,0
"ASV264",0,0,0.0263464183684266,0.00706346733146359,0,0,0,0,0.00810044552450385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV249",0,0.019463382449967,0,0.0106990755167757,0.030064591896653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103185863536695,0,0,0,0,0,0,0,0,0
"ASV601",0,0,0,0,0,0,0,0,0,0,0,0,0.0150423461003666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136583315822652,0,0,0.0083547557840617,0,0,0.00924574209245742,0.00625244236029699,0,0,0,0,0.0224269122947537,0
"ASV1001",0,0,0,0,0,0,0.00560813179109709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV360",0,0.0221024851550473,0.00814728600148133,0,0.0256018790369935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV108",0,0,0,0,0.0286553141514974,0,0,0,0,0,0.0278123057799876,0.023396164021164,0,0,0,0.0255496654210481,0.0148843930635838,0.0286632390745501,0.0165097381658713,0.0238561509702688,0.0611516626115166,0.0151100690373844,0,0,0.0259860788863109,0,0,0
"ASV917",0,0,0,0,0,0,0,0,0,0,0.00714729645742697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035072102545843,0,0,0,0,0,0,0,0
"ASV638",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00833857772183763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1012",0,0,0,0,0,0,0,0,0,0,0,0,0.00214890658576665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV311",0,0,0,0,0,0,0,0,0,0,0.00823492852703543,0,0,0.0078665827564506,0,0,0.00751445086705202,0,0,0,0,0,0.0122958693563881,0,0,0,0,0.005978898007034
"ASV228",0,0,0,0,0,0,0,0,0,0,0,0,0.00922765769182151,0,0,0.0234639784479013,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202312138728324,0,0,0.00534092932170198,0,0,0,0,0,0,0,0
"ASV52",0.0457142857142857,0.0164943919067517,0,0,0,0,0.0848229933403435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263341067285383,0.0215099114297765,0,0.013599062133646
"ASV177",0,0,0,0,0,0.0493230174081238,0,0,0,0,0,0,0,0,0,0,0,0.03573264781491,0,0,0,0,0,0,0,0,0,0
"ASV1112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042025635637739,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202757502027575,0,0,0,0,0,0,0
"ASV541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148886283704572
"ASV669",0.00378021978021978,0,0.0102634641836843,0,0,0,0,0,0.0133657351154313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV239",0.0229450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV689",0,0,0,0,0,0,0,0,0,0,0,0,0.0055618758690431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129764801297648,0,0,0,0,0,0,0
"ASV524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153012432260121,0,0,0,0
"ASV301",0,0,0,0,0,0,0,0,0.0170109356014581,0,0,0.0139715608465608,0,0,0,0,0.0312138728323699,0,0,0,0,0,0,0,0,0,0,0
"ASV707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114794273184574,0,0,0,0,0,0,0,0,0
"ASV86",0.0117802197802198,0,0.0168236165485134,0.0492365222810845,0.00786846741045214,0,0,0,0.0184960172809505,0.0154509522098455,0,0,0,0,0,0.0719562005735639,0,0,0.0469495679091964,0,0,0.0135469584473101,0,0,0.0222737819025522,0,0,0.0301289566236811
"ASV138",0.0210989010989011,0,0,0.010491326477615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV821",0,0,0,0,0,0.0104771115409413,0,0,0,0,0,0,0.00417140690178233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV279",0,0,0,0,0,0.0130560928433269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV38",0.0107252747252747,0.0475038486914449,0,0,0.0865531415149736,0.104448742746615,0,0.082113481109717,0,0,0,0,0,0,0,0.0226818458329712,0,0,0,0,0,0,0,0,0,0,0,0
"ASV342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422670509125841,0,0,0,0,0
"ASV273",0.0212747252747253,0,0.0132261136387684,0,0.0257193188490898,0,0.011391517700666,0,0,0,0,0,0,0,0,0.00703919353437038,0,0,0,0,0,0,0,0,0,0,0,0
"ASV269",0,0,0,0,0.02889019377569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV426",0.0158241758241758,0,0,0,0,0,0,0,0,0.0251527128997485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV272",0,0.0186936441609853,0.0110041265474553,0.00602472213566012,0,0,0,0.0246758678377248,0.0174159578776833,0,0,0,0,0,0,0.00599635004779699,0,0,0.0251515542370695,0,0,0.0151100690373844,0,0,0.0136890951276102,0,0,0.0320046893317702
"ASV500",0,0,0,0,0,0,0,0,0,0,0.0150714729645743,0,0,0.0276903713027061,0,0,0,0,0,0,0,0,0,0.00244394857082138,0,0,0,0
"ASV817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138684597604539,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV150",0.0288351648351648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV215",0,0,0,0,0,0,0,0,0,0.0158102766798419,0,0,0,0,0,0,0,0,0,0,0.0381184103811841,0,0,0,0,0,0,0
"ASV55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593200468933177
"ASV555",0,0,0.0137551581843191,0,0,0,0,0,0.0141757796678817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV718",0,0,0,0,0,0,0,0,0,0,0,0,0,0.013687853996224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV43",0,0.0344182977787552,0,0,0,0,0,0,0,0.0673733381243263,0,0.0103339947089947,0,0.0453115166771554,0.0819499894935911,0,0,0.034318766066838,0,0,0.0321167883211679,0,0,0,0,0,0.0778934721665999,0
"ASV159",0.0223296703296703,0,0.0261348005502063,0.0151656798587307,0,0,0,0,0.0384771162413933,0.0456342076895437,0,0,0.0223739097459234,0,0,0.0291996176240549,0,0,0,0,0,0.0333463592549173,0,0,0,0,0,0
"ASV430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541919030921262,0,0,0,0
"ASV596",0,0,0,0,0,0,0,0,0,0,0,0.00586970899470899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV435",0,0,0.0186223680033859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160092807424594,0,0,0
"ASV943",0,0,0,0,0,0,0,0,0,0,0.00637041640770665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987602437486867,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV577",0,0,0,0,0,0,0,0,0,0.00988142292490119,0,0,0,0.00361862806796728,0.0109266652658121,0,0,0,0,0,0.0139497161394972,0,0,0,0,0,0.0250300360432519,0
"ASV304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046858583736079,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132823291892466,0,0,0,0
"ASV523",0,0,0,0,0,0,0.0359270942867157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV275",0,0,0,0,0,0,0,0.0361076258190436,0,0.0353934602946461,0,0,0,0,0,0.02103067697923,0,0,0,0,0,0,0,0,0,0,0,0
"ASV571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265710670603121,0,0
"ASV920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167095115681234,0,0,0,0,0,0,0,0,0,0
"ASV868",0,0,0,0,0,0,0,0,0,0,0,0,0.00707875110605486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV384",0,0,0,0,0,0.0311089619600258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1106",0.000351648351648352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111271676300578,0,0,0,0,0,0,0,0,0,0,0
"ASV489",0,0.0171541675830218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013728323699422,0,0,0,0,0,0,0,0,0,0,0
"ASV519",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692259282567653,0,0,0,0,0,0,0,0,0,0.0155137604930401,0,0,0,0
"ASV142",0,0,0,0,0,0,0,0,0,0,0,0.0279431216931217,0,0,0,0,0,0,0,0,0,0,0,0.0337902454574434,0,0,0,0
"ASV399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304947283049473,0,0,0,0,0,0,0
"ASV129",0,0,0,0,0,0,0,0.0100376411543287,0,0,0,0,0.0132726583238529,0,0,0,0,0,0.00709402811814781,0,0.00551500405515004,0,0,0,0.00208816705336427,0,0,0
"ASV662",0,0,0,0,0,0,0,0,0,0,0,0.00314153439153439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
