"","sa1","sa2","sa3","sa4","sa5","sa6","sa7","sa8","sa9","sa10","sa11","sa12","sa13","sa14","sa15","sa16","sa17","sa18","sa19","sa20","sa21","sa35","sa36","sa37","sa38","sa39","sa40","sa41","sa42","sa43","sa44","sa45","sa46","sa47","sa48","sa49","sa50","sa51","sa52","sa56","sa57","sa59","sa60","sa62","sa63"
"PWY-5705",0.000208136458588735,0,0,0,0,0.000117209852487134,0,6.34007352504837e-05,0,7.21118435170558e-05,0,3.0729245034154e-05,0,0,0,7.1510960459039e-06,1.07070227861241e-06,3.56401954601819e-05,0.000848147113811575,0,0,0,0.000138320294889283,0.000161188584971565,6.87044731043962e-05,0,0,0,7.43665364689625e-05,0,0,4.2816811324751e-05,0,0,0,0,0,0,0,0.000235882462387679,0,0.000468335551182702,6.88460112385988e-05,0.000653516612533655,0
"PWY-5741",0.000445118926490031,0.000184436700462317,0,0,0.000557285137815157,0.0011078048113091,0.000155006536524267,0.000125767214640897,0.000155859815398998,0.000426280121088174,0.000204474450194173,9.80438947028431e-05,5.74534756588916e-05,0.000219294429281053,0,0.00060736597307735,0.00059873675359236,0.000132424081680345,0,0.000424598322935872,0.000390980736462951,0.000302256825508607,0.000349191565227113,0.000279222243685811,0.000363957331537227,0,0.000178653662686264,0.0003120150712267,9.08307321689803e-05,0,4.06712235458734e-05,4.29064922667402e-05,0.000657694366526189,0.000135233483405009,0.000138865834139711,0.000206166350240434,0,0,0,0.000708734653386451,0.000170385964506711,0.000523712873439675,0.000849256305970623,0.00102139807070937,0.000397607402745191
"PWY-5743",0,0.000192135848311903,0,0,0.000449735368761892,0,0,0,0,0,0,0,0.000153007256066474,0,0,0.000405474161307592,0,0,0,0.000294919881439466,0,0,0,0,0,0,0,0,0,0,0,4.67199180445538e-05,9.02318222855595e-05,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5744",0,0,0,0,0.000333286218665552,0,0,0,0,0,0,0,0,0,0,0.000352353548184263,0,0,0,0.00026502861184049,0,0,0,0,0,0,0,0,0,0,0,3.360148759063e-05,8.51332083204141e-05,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5747",0.000791384514293363,0.00154807943124953,0.000688413769013239,0.00104003833115494,0.00153243922012776,0.00126547708724998,0.00114031885582463,0.000917698654002415,0.000991878655687733,0.00127200214739427,0.00104859060744103,0.00116763038326003,0.00106131621226264,0.00084940371533083,0.000738989498616496,0.00227862410252827,0.00116855448168166,0.000464090170911294,0.00186256124473419,0.00208238526307435,0.00139318199633579,0.000637420235080287,0.00106598694455738,0.00141793450654415,0.000763872980792851,0.00129646216927398,0.0016286723290208,0.00101301167255247,0.000828129398896932,0.00131478184482545,0.00186197650421969,0.00199389406645676,0.00118475198071326,0.00112354319116476,0.000617537461081069,0.0016131135918714,0.000709487014361615,0.000977253544818694,0.000888733333180326,0.000667759149350708,0.0014803221608028,0.00092538326804581,0.00192849063276149,0.00105134932554019,0.000768208542955492
"PWY-5837",0.00255455312057016,0.00026713410261533,0.00237816478209493,0.00176736968229474,0.00152183304697593,0.000701919496377773,0.00223428406011023,0.00192574557948941,0.000723664096661416,0.00204446441909778,0.00258805944088385,0.0019159658104542,0.000739365760131613,0.00270974913049906,0.000655912279287995,0.00155426495193893,0.000881971609870799,0.00278873057437674,0.00126709369323991,0.00190845699014671,0,0.00128200078465517,0.00204482676798731,0.000863035792963858,0.00182414057347108,0.00213280407366107,0.00121968276342275,0.00243796209923744,0.00242435196243025,0.000331950572088507,0.00117773622997899,0.0028264821125798,0.00106825416306809,0.00165755837887638,0.0015520350761416,0.000892368128778073,0.00168411808263791,0.00337413308334032,0,0.00181684039946339,0.00183664532275806,0.00130149477505577,0.000802019528983554,0.0010615716302302,0.00123790136251382
"PWY-5838",0.00426230220893569,0.000818991512637013,0.0037916665707664,0.00313844789448539,0.00295446888261341,0.00175752097618828,0.00410381572946901,0.00334890036795351,0.00178198927589041,0.00397979232479887,0.00411963721700052,0.00350429490688205,0.00194063359384647,0.0046869110324028,0.00155715364114624,0.00297763953997645,0.00197020202383686,0.00466005975323562,0.00239187752974733,0.00315755451905742,0,0.00282050026169168,0.00370901734915675,0.00203382547814759,0.00355384591822077,0.00403768586824144,0.00260832864461054,0.00403717536545057,0.0041927711711594,0.000976654234783802,0.00268185860527906,0.00436400959731628,0.0023290646332381,0.0033993458036975,0.00299786504123516,0.00194426397620916,0.00332964355642618,0.00526609087674492,0,0.00351446029048872,0.00326070431757118,0.00281347344875804,0.00196305930124193,0.00223590881450092,0.00270102001202545
"PWY-5840",0.00368575666686861,0.000423758999875581,0.0031493114991961,0.00282054930916131,0.00214923197360758,0.00143689924390482,0.00318592834943823,0.00298841466693878,0.00174500072100855,0.0033419095384724,0.00353189625847932,0.00316299696059846,0.0008876783916977,0.00393131632914584,0.00145619404233484,0.00246149649453184,0.00186906084956462,0.00406251899604949,0.0020967397041774,0.00261256079485873,0,0.00183363802138029,0.00280861932119998,0.00180583025751376,0.00252608345021712,0.00334362120894194,0.0023698049274186,0.00371615499073173,0.00339186650986843,0.000949805338188539,0.00215232001614223,0.00327374723063411,0.00218477962881785,0.00220876516800508,0.00275593818795349,0.00181954114123123,0.00279957550535711,0.00491600536834135,0,0.00299189543188596,0.00291153853829594,0.00199718672053556,0.00149560760829714,0.00194122708751304,0.00227664622266145
"PWY-5845",0.00407841589827284,0.000813288416316125,0.00301190083347741,0.00194082151328784,0.00267696945352919,0.00143689924390482,0.00364396701515429,0.00313858211827421,0.00147480058457771,0.00383308283346815,0.00372498655447365,0.00316299696059846,0.00189589723731277,0.00450060883277745,0.00130031556519147,0.00277648020427299,0.00186242990806909,0.0044794974071245,0.0020967397041774,0.00301811377541231,0,0.00260194222860068,0.00300023942147254,0.00182112569640032,0.00329708612169958,0.00408450861514878,0.00240545618949555,0.00371615499073173,0.00392311222284703,0.000950266013263594,0.00257145167779402,0.00420673141879217,0.00207261070331495,0.00317400367898879,0.0024388675092216,0.00162871485137026,0.00315451516416137,0.00491600536834135,0,0.00299189543188596,0.00291153853829594,0.00246682829675241,0.00171132985574783,0.00194122708751304,0.00227664622266145
"PWY-5850",0.00368575666686861,0.000423758999875581,0.00301190083347741,0.00194082151328784,0.00214923197360758,0.00143689924390482,0.00318592834943823,0.00298841466693878,0.00147480058457771,0.0033419095384724,0.00353189625847932,0.00316299696059846,0.0008876783916977,0.00393131632914584,0.00130031556519147,0.00246149649453184,0.00156959391433224,0.00406251899604949,0.0020967397041774,0.00261256079485873,0,0.00181394436284239,0.00280861932119998,0.00147284230181475,0.0025120627186195,0.00334362120894194,0.00183580777095735,0.00371615499073173,0.00339186650986843,0.000708647628528401,0.00215232001614223,0.00327374723063411,0.000141014659693144,0.00220876516800508,0.0024388675092216,0.00162871485137026,0.00279957550535711,0.00491600536834135,0,0.00299189543188596,0.00291153853829594,0.00199718672053556,0.00149560760829714,0.00194122708751304,0.00227664622266145
"PWY-5855",0.00298842033047367,0.00407101759501555,0.00319020781459371,0.00332830856565207,0.0036503435886174,0.00471318310895368,0.00245658222233047,0.0027273175092259,0.00225960416973064,0.00259669235065251,0.00344201808895425,0.00380135544095166,0.00325928684487224,0.00230765819669996,0.00482889422690856,0.00411100671755961,0.00230808431761351,0.00197427664019079,0.00367663065638049,0.00399850651502413,0.00202647363562201,0.00336562987258869,0.00352722300033296,0.00298079216488711,0.00409585964035482,0.00322539145108354,0.00197776459821066,0.0042943485395074,0.00317446823536887,0.00187862541541567,0.00422609146966043,0.00341527676994263,0.00292951212233479,0.00356937980668075,0.00333921218937467,0.00353398821875601,0.00350341888493845,0.0038935812254491,0.00180560585877193,0.00348684569540956,0.00443439188897811,0.00313179981389384,0.00438219278875097,0.0037526441360305,0.00361676880932552
"PWY-5856",0.00298842033047367,0.00407101759501555,0.00319020781459371,0.00332830856565207,0.0036503435886174,0.00471318310895368,0.00245658222233047,0.0027273175092259,0.00225960416973064,0.00259669235065251,0.00344201808895425,0.00380135544095166,0.00325928684487224,0.00230765819669996,0.00482889422690856,0.00411100671755961,0.00230808431761351,0.00197427664019079,0.00367663065638049,0.00399850651502413,0.00202647363562201,0.00336562987258869,0.00352722300033296,0.00298079216488711,0.00409585964035482,0.00322539145108354,0.00197776459821066,0.0042943485395074,0.00317446823536887,0.00187862541541567,0.00422609146966043,0.00341527676994263,0.00292951212233479,0.00356937980668075,0.00333921218937467,0.00353398821875601,0.00350341888493845,0.0038935812254491,0.00180560585877193,0.00348684569540956,0.00443439188897811,0.00313179981389384,0.00438219278875097,0.0037526441360305,0.00361676880932552
"PWY-5857",0.00298842033047367,0.00407101759501555,0.00319020781459371,0.00332830856565207,0.0036503435886174,0.00471318310895368,0.00245658222233047,0.0027273175092259,0.00225960416973064,0.00259669235065251,0.00344201808895425,0.00380135544095166,0.00325928684487224,0.00230765819669996,0.00482889422690856,0.00411100671755961,0.00230808431761351,0.00197427664019079,0.00367663065638049,0.00399850651502413,0.00202647363562201,0.00336562987258869,0.00352722300033296,0.00298079216488711,0.00409585964035482,0.00322539145108354,0.00197776459821066,0.0042943485395074,0.00317446823536887,0.00187862541541567,0.00422609146966043,0.00341527676994263,0.00292951212233479,0.00356937980668075,0.00333921218937467,0.00353398821875601,0.00350341888493845,0.0038935812254491,0.00180560585877193,0.00348684569540956,0.00443439188897811,0.00313179981389384,0.00438219278875097,0.0037526441360305,0.00361676880932552
"PWY-5860",0.00290690497885012,0.000286900206259256,0.00237348677377981,0.00148237622676925,0.00159087579527316,0.00104175923751409,0.00247325132505438,0.00231783346253904,0.00108257332484995,0.00257218659276187,0.00279265647020523,0.00254754243735513,0.000614579004505659,0.00310331371558056,0.000930989517810498,0.00186140107547855,0.00114490209473871,0.00323060837669239,0.00161702747965332,0.00198708690899554,0,0.00131448908945358,0.00216853795165719,0.00106619403193297,0.00188706370972591,0.00251783926748988,0.00135263302922902,0.00294811979800193,0.00265031472695586,0.000490877732240232,0.00157439319968418,0.00252580211201999,9.47390503840155e-05,0.00161927898734583,0.00185050830782292,0.00119568562220921,0.00210712412316608,0.00410251603793018,0,0.00234987699131779,0.00225944138508316,0.00148382647734105,0.00107847266292932,0.00146623377985258,0.00170430391170991
"PWY-5861",0.00346069957549302,0.000562649469420648,0.00313576826711435,0.00263388543392356,0.00228119716223928,0.0012995873116333,0.00334426706730255,0.00264965779727905,0.00133619420199805,0.00315623499903295,0.00336144972914649,0.00288727315117404,0.00140791063217918,0.00383546154156022,0.00113140615359365,0.00231696513440714,0.00147249560112883,0.00381396307643174,0.00188627743799283,0.00247432202360833,0,0.00214755803463798,0.00301668469096364,0.00152206301439954,0.00281783077175964,0.00312450734555294,0.00201085575748926,0.00325623512840632,0.00341485844324188,0.000686664609084417,0.00200982174611123,0.00355310597938902,0.00177887528876562,0.00263360476372182,0.00234902476268607,0.00145588191992347,0.00256882097907384,0.00447490687308405,0,0.00284893924775326,0.00258118436154758,0.00219285941364686,0.00145261467727109,0.00172360153020965,0.00206940078234862
"PWY-5862",0.00328055698874798,0.000558612766874492,0.00237348677377981,0.00148237622676925,0.0020366765859873,0.00104175923751409,0.00289733313186292,0.00245445861378397,0.00108257332484995,0.00301878571762267,0.00297559733866051,0.00254754243735513,0.00137266279430755,0.00364999679143707,0.000930989517810498,0.0021363106863638,0.00138279045672622,0.00363412801050788,0.00161702747965332,0.00234687194772371,0,0.00195956616006468,0.00234175559409445,0.00134563605644091,0.00257896709920715,0.00316664366021983,0.001832165752287,0.00294811979800193,0.00315031281515388,0.000667127126216795,0.00191728432316019,0.0033979548254339,0.00155801462519477,0.00243287948596047,0.00185050830782292,0.00119568562220921,0.00241374562037269,0.00410251603793018,0,0.00234987699131779,0.00225944138508316,0.00188343408400324,0.00124873301976819,0.00146623377985258,0.00170430391170991
"PWY-5863",0.00271831966657248,0.000303241360122397,0.00255472795430188,0.00191118666813295,0.00166760317949188,0.000779477340036122,0.00241930805436026,0.00208261125262559,0.000811876692680208,0.00221191802811787,0.00275374411540469,0.002070924636109,0.00083023444030669,0.00289971591911097,0.000727723362427989,0.0016944625087664,0.000980520404249263,0.00298463398736047,0.00137792447797747,0.00205183703699625,0,0.00141469320995031,0.0021998968919547,0.000961366219310708,0.00197418228701021,0.00230960065329655,0.00134952366448973,0.00259573651554902,0.00260735214695018,0.000376181868567151,0.00129483090818627,0.00297785308413579,0.00117759971037799,0.00181228179099714,0.00169259899621473,0.000989421150234476,0.00185428714954006,0.00361705164129085,0,0.00197047344291368,0.00199105429306014,0.00142931243635179,0.000893134523493135,0.00116930831531998,0.00136642209918359
"PWY-5896",0.00368575666686861,0.000423758999875581,0.00301190083347741,0.00194082151328784,0.00214923197360758,0.00143689924390482,0.00318592834943823,0.00298841466693878,0.00147480058457771,0.0033419095384724,0.00353189625847932,0.00316299696059846,0.0008876783916977,0.00393131632914584,0.00130031556519147,0.00246149649453184,0.00156959391433224,0.00406251899604949,0.0020967397041774,0.00261256079485873,0,0.00181394436284239,0.00280861932119998,0.00147284230181475,0.0025120627186195,0.00334362120894194,0.00183580777095735,0.00371615499073173,0.00339186650986843,0.000708647628528401,0.00215232001614223,0.00327374723063411,0.000141014659693144,0.00220876516800508,0.0024388675092216,0.00162871485137026,0.00279957550535711,0.00491600536834135,0,0.00299189543188596,0.00291153853829594,0.00199718672053556,0.00149560760829714,0.00194122708751304,0.00227664622266145
"PWY-5897",0.00415869903261245,0.000731151726090477,0.00366524282047594,0.00300103027796199,0.00279470560839272,0.00161006895601677,0.003933514961064,0.00323726836828926,0.00164406120427283,0.00382712155622689,0.00400236877535986,0.0033528971704097,0.00177813065840358,0.00457930859782644,0.00143208414226013,0.00282028132774228,0.00183998800506138,0.00456508736633691,0.00226396953381508,0.00304542647427289,0,0.00264216859265983,0.00355390585003597,0.00188393079843944,0.00339268504422861,0.00396488811620049,0.00245023638215838,0.00388916984780949,0.00405916087819684,0.000878424508262624,0.00250416159108312,0.00429395022675364,0.00217731378833039,0.00321547917379631,0.00284289690932198,0.00181107060214131,0.00317932743044345,0.00524155431158642,0,0.00333556763943287,0.00310855271363722,0.00263597564864881,0.00180599236737974,0.00209276619522433,0.00252096120713113
"PWY-5898",0.00415869903261245,0.000731151726090477,0.00366524282047594,0.00300103027796199,0.00279470560839272,0.00161006895601677,0.003933514961064,0.00323726836828926,0.00164406120427283,0.00382712155622689,0.00400236877535986,0.0033528971704097,0.00177813065840358,0.00457930859782644,0.00143208414226013,0.00282028132774228,0.00183998800506138,0.00456508736633691,0.00226396953381508,0.00304542647427289,0,0.00264216859265983,0.00355390585003597,0.00188393079843944,0.00339268504422861,0.00396488811620049,0.00245023638215838,0.00388916984780949,0.00405916087819684,0.000878424508262624,0.00250416159108312,0.00429395022675364,0.00217731378833039,0.00321547917379631,0.00284289690932198,0.00181107060214131,0.00317932743044345,0.00524155431158642,0,0.00333556763943287,0.00310855271363722,0.00263597564864881,0.00180599236737974,0.00209276619522433,0.00252096120713113
"PWY-5899",0.00415869903261245,0.000731151726090477,0.00366524282047594,0.00300103027796199,0.00279470560839272,0.00161006895601677,0.003933514961064,0.00323726836828926,0.00164406120427283,0.00382712155622689,0.00400236877535986,0.0033528971704097,0.00177813065840358,0.00457930859782644,0.00143208414226013,0.00282028132774228,0.00183998800506138,0.00456508736633691,0.00226396953381508,0.00304542647427289,0,0.00264216859265983,0.00355390585003597,0.00188393079843944,0.00339268504422861,0.00396488811620049,0.00245023638215838,0.00388916984780949,0.00405916087819684,0.000878424508262624,0.00250416159108312,0.00429395022675364,0.00217731378833039,0.00321547917379631,0.00284289690932198,0.00181107060214131,0.00317932743044345,0.00524155431158642,0,0.00333556763943287,0.00310855271363722,0.00263597564864881,0.00180599236737974,0.00209276619522433,0.00252096120713113
"PWY-5910",0.000514867571147777,0.000342499829315983,0,0.000356568603276034,0.000335467473657146,0.000124521906521406,0.000236713180090071,0.00181989569676262,0.00167265959974965,0.000646444741559708,0.000385037154771979,0.00138962495564812,0.000726382377522622,0,0.0001744052391529,0.000543757833027174,0.000715886442380487,0.000161577618433578,0,0.000638786904815834,0.00111767719562922,9.21208897693653e-05,0.000597261867937579,0.000956274862109675,0.00126146066967104,0.000213771433416255,0.00166199645736693,5.03788957602859e-05,0.000648402516069521,0.0014945695184992,0.000297302941796989,0.000473944946007431,0.000590083915242214,0,0.000415510482817363,0.000408568649150164,0,0.000722492462626464,0.00138571917087003,0.00142430279369523,0,0.000647156609888654,0.000840635749726633,0.000624052608451828,0.000196994978392854
"PWY-5913",0.00626418494772627,0.00572332229355886,0.00631736274878127,0.00539659931251502,0.00606802626498587,0.00546924610164624,0.00727878468987032,0.0051565703939526,0.00600534099539225,0.00621991410719129,0.00654483474501825,0.00583041849473644,0.00690529645384821,0.00670140203016457,0.00538550918382767,0.00468028885926799,0.0059474130087015,0.00702462543810466,0.00458867229887985,0.0047264380372181,0.00635611282562785,0.00524473541148158,0.00617038940219461,0.00567431942602577,0.00575171403556678,0.00615312746379422,0.00651490858327411,0.00570689436299137,0.00675697764487949,0.00618947024690599,0.00577297536432695,0.0051959126831948,0.0053993027536405,0.0055663605570898,0.00611598991487879,0.00562681917249488,0.0055165573528005,0.00550285888777565,0.00692248771210085,0.00609005999128366,0.00557243878414512,0.00587485228403548,0.00611751102246108,0.00543705943996038,0.00637655506504374
"PWY-5918",0.00557881708991716,0.00590300103140787,0.00570290182771249,0.00468360254464884,0.00566450670838968,0.00550967599110675,0.00607504891206025,0.0047065812616039,0.00396636336418784,0.00581756677746079,0.00576522492531239,0.00520021169566144,0.00632189371551216,0.00595586023611375,0.00568212383377853,0.00544982158848416,0.00477231741962703,0.00573540588276103,0.00447835494080612,0.00519540029389837,0.00547689013383944,0.00612816405541226,0.00569093468658755,0.00503855813810314,0.00619799870786537,0.00631252455597297,0.00496014351133358,0.00612406387801048,0.0057031384837566,0.00497675993346367,0.0061834281181828,0.00566074386283709,0.00528869535475587,0.00639389007412608,0.00541085216519386,0.00460417744195959,0.00637172971380291,0.00646203699573963,0.00447019034962467,0.00579029446639711,0.00603679838597324,0.005378924843042,0.00579563175456512,0.00473395232179675,0.00600775771468226
"PWY-5920",0.0025017255338419,0.00101934693417213,0.00358783152682743,0.00250251371252521,0.00221918149502957,0.00309273278771356,0.00122272585196426,0.00250731707746631,0.00115144208115258,0.00167229895231937,0.00165119856846242,0.00253904230021466,0.00113968922398333,0.000963055755271867,0.00230927604211409,0.00253843889366607,0.00145326458800358,0.000623130033985284,0.000352634057277773,0.0023008693291013,0.00141513127143026,0.00212470050948288,0.00231736513513346,0.00188305837982982,0.00192351171493153,0.00152443528365774,0.00234183936126575,0.00295106212875032,0.00121337572992438,0.00213813752310589,0.00242092007927442,0.00123446978505968,0.00194884410576328,0.000975445529616809,0.00321053985327472,0.000761830672173232,0.00200965518847213,0.00363795255677298,0.00185392083176527,0.00185959131408453,0.00216274824412485,0.00312271434861351,0.0025448068538948,0.00269090494285378,0.00152007718518008
"PWY-5941",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013888161574252,0,0,0,0,0,0,0,0,0,0,0,0.000117963532191175,0,0,0.000148341688967997,0,0,0.000312504766482829,0,0,0.000356803715769421,0,0,0,0,0,0,0,0,2.08943289538029e-05,0
"PWY-5971",0.00335321437791559,0.00416820309421563,0,0,0.0045890192725873,0,0.00693555530255782,0.00362462467355669,0,0.00253223114978844,0,0.00478775562368919,0.00295322210629333,0.00496633408025427,0,0,0,0.00386669284530686,0.00620744110798102,0.00479347035096236,0,0.00429986633964096,0.00521105533606909,0.00247299078518843,0.00429411987465585,0.00347415770152955,0,0.00301552842774954,0.00420830081378689,0,0.00253474988026235,0.0045149804743005,0.00467947242887633,0.00303080448205094,0.00622421423447646,0,0,0.00411642144202278,0,0.00507327227922034,0.00452506776925934,0.00771215910754525,0.00197782067983541,0,0.00403648084891639
"PWY-5973",0.00940216263651503,0.00938576416499409,0.010811143527456,0.00991648703475065,0.0087636510130752,0.00927863956344167,0.00980205230321906,0.00819545881268529,0.00827350529293065,0.00898078838961668,0.0102435626470461,0.0102516024020934,0.00959407982402097,0.00936337663576043,0.00884057506406165,0.0083855999153045,0.00847054214968045,0.009320833312964,0.00771703772406554,0.00836606489058049,0.00898176682943095,0.00967264411589299,0.00943485743027428,0.00843634138269872,0.00869707088006673,0.00891768984166867,0.00841027553860145,0.00902464555338099,0.0101639566008883,0.00895134194837833,0.00898805228316934,0.0090408054510766,0.00834219898657577,0.0089238756904879,0.0107493972241788,0.0087089726723328,0.00893272468299866,0.00910436943228498,0.00906899598952219,0.00913341580727589,0.00867533825334456,0.0100747304413139,0.0094934408495496,0.0104081514048615,0.00932943342733301
"PWY-5989",0.00403255842149868,0.00483134130658279,0.00528453208884609,0.00463259570187231,0.00509228175129034,0.0064095624484856,0.0067034664077418,0.00294032520144305,0.00293970829869354,0.00280385144360421,0.00399406438964543,0.00437996665273791,0.00367807566002664,0.00426051568778016,0.00624210282661116,0.00526323885377922,0.00374261788923179,0.00313729090663721,0.0066147645639274,0.00552592976279727,0.00298363517336528,0.00438662976034814,0.00520842790365355,0.0042003338412503,0.00371599831486659,0.00256948454226933,0.00343866290656388,0.00324294412469485,0.00354111930212437,0.00384197160948609,0.00481757327889183,0.00360526988850563,0.00421509427077761,0.00243498121465376,0.00592452281558437,0.00502837177899967,0.0033663888303087,0.003368457131876,0.00273209139266111,0.00433385606792605,0.0060584038500541,0.00774255339984139,0.00497425249241868,0.00451693022793755,0.00430545658652229
"PWY-6071",0.000226849022671432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30505434433944e-05,0,0.000115471354302643,0.00144572643842207,0,0,0,4.45872313236951e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6121",0.00672423150172275,0.00725711432321595,0.00711707229400728,0.00618235555996295,0.00711676728135128,0.00664278430858856,0.00703290647866227,0.00686438211356427,0.00700690731302756,0.00690134468007032,0.00702524814729948,0.00635721699832807,0.00722890059226216,0.00695490182576503,0.0068545490502681,0.00689776318330714,0.00680138990059225,0.00688672524779949,0.00546808543671488,0.00663593288891941,0.0072808788387924,0.00675730426465301,0.00662103190330977,0.00667012091074705,0.00684424396381571,0.00721665950974756,0.00719600649279193,0.00668934871741581,0.00682267874379183,0.00712561125052583,0.00696262252215266,0.00676870914155329,0.0067425312238673,0.00732471586278754,0.00660757689099631,0.00716049565299825,0.00660837905848501,0.00577291606280698,0.0077322266631448,0.00677337246972635,0.00632877153017907,0.00644908372080014,0.00693792505854639,0.00607169529515875,0.00706688198975191
"PWY-6122",0.00673177121780908,0.00739733368911844,0.00708341443049388,0.00606138545831202,0.00714099923783993,0.00649366067027708,0.00697734381031801,0.00686860469541083,0.00694141622244794,0.00698099687391373,0.00698014084856574,0.00624990445920443,0.00727247103860712,0.00700283716677595,0.00684056109133874,0.00699032988280483,0.00680220797148913,0.00691102612128169,0.00516135764906918,0.00647313595001503,0.00729593408671289,0.00685125671046077,0.00662867031396279,0.00645940511676345,0.00680376784392809,0.00727989677139887,0.00705483923191097,0.00671759903059937,0.00677192223399105,0.00697604149843583,0.00688020932684489,0.00679580108344771,0.00658849626533713,0.00725396344849924,0.0066565009410433,0.00692514905070208,0.00676367544026287,0.00575990117958976,0.0076500284378013,0.00679589034785859,0.00620607558702643,0.00650878348529136,0.00678722620177378,0.00602398312289915,0.0070908259097098
"PWY-6123",0.00598257386124717,0.00648170180088614,0.00626059776098137,0.00560756407315005,0.00610676270336379,0.00591015987233623,0.00639803335009446,0.00595041287231235,0.00629049683684925,0.00625239530781156,0.00618466752555226,0.00573932615502812,0.00649264212461169,0.00627477381114828,0.00620833644659325,0.00601017611675272,0.00618619252270668,0.00626121357615546,0.00493921668670998,0.00560371602948411,0.00646018523747131,0.00621872527369252,0.0057810193456868,0.00592128356438325,0.00611615435344925,0.00636297070096588,0.00624146570503825,0.00618552399335948,0.0061256595650343,0.0063866038470551,0.00633702162339932,0.00572842541301886,0.00607998617065727,0.0065682152602867,0.00597858670483733,0.00632455079954125,0.00615954343613249,0.00540700802056788,0.00711067182619117,0.00613991188396425,0.00587144975208611,0.00584460665420883,0.00623960650786153,0.0055256172689032,0.00653412714393966
"PWY-6125",0.00653436350125344,0.00706259004770974,0.00692857047972621,0.00564439097606908,0.00673566677617867,0.00654796811253035,0.00699413247666009,0.00629636371427122,0.00597361286410409,0.00684028345412705,0.00673543357595716,0.00621438710211014,0.00690374314626074,0.00683633256044438,0.00671493079058956,0.0060506017256088,0.00596165731998206,0.00681533969336102,0.00551850518128593,0.00595382517924064,0.00644429245157203,0.00702569372430127,0.00639676293915587,0.00611867850229024,0.00681594815684497,0.00688391031684326,0.00627409408482674,0.00715887576501569,0.00663477912401682,0.00625257762164828,0.0068644353576386,0.00621881956622857,0.00621210125111077,0.00713132906451304,0.00657243888492647,0.0061438991147156,0.00697191062734322,0.00657396742767158,0.00677977831480732,0.00674773595645166,0.00687698985656157,0.00646166568812764,0.00677652375894216,0.00591358428833725,0.0071684790355018
"PWY-6126",0.00732168388880079,0.00791272482069015,0.007639721374048,0.00642745600797743,0.00737952516103248,0.00707713952159147,0.0076767122947539,0.00697961674457666,0.00675898539237241,0.00750999269424364,0.0075666621863718,0.00695161574491473,0.007566544141933,0.00756164903235203,0.0072680039713042,0.00720693301451484,0.00677199031262628,0.00763400172331287,0.00632794154860093,0.00668948237350646,0.00714639708470796,0.00764043003874976,0.00699464000868073,0.00674836838061684,0.00736392868070022,0.00749659556526828,0.0069581224070431,0.00791046006705968,0.00738511924187138,0.00690377097313014,0.0076541170480814,0.00697383801147132,0.00693571816517317,0.00795455595931345,0.00720485295683969,0.00685611390968585,0.00782017207677376,0.00785370533747759,0.00752920602937112,0.00730881081996005,0.00770429842253502,0.00699019098694969,0.00749145335374136,0.00650179437481563,0.00791126914585818
"PWY-6143",0,0,0,0,0,0,0,0,0.00013397980884684,0,0,0,0,0,0,0,0.00010993494130539,0,0,0,0.000278599101632729,0,0,0.000103169040127877,0,0,0,0,0,0,0,0,0.000118022030164029,0,0,0.000113712352260091,0,0,0.000203640696228259,0,0,0,0,0,0
"PWY-6147",0.0060042326606499,0.00653057024104861,0.00569719102986071,0.00517980429711049,0.00587509018055798,0.00599154317711266,0.0061714611675065,0.00558832440763802,0.00594102222202076,0.00661894739812069,0.00599403422851724,0.00570362007485242,0.00643520567906062,0.00635322985906455,0.00611082258752477,0.00649672356070739,0.00584181831216916,0.006307571944604,0.0054819873759445,0.0059861651278099,0.00665615529614199,0.0063414365624997,0.00577996710315512,0.00606696595176989,0.00632578932537361,0.00679684603042075,0.00599786395108586,0.00685434944169094,0.00588045461613518,0.00645854371184551,0.00673119447055115,0.00620638114317848,0.00577347847102001,0.00651843886168524,0.00573414715456594,0.00563486842690981,0.00641041353232413,0.00579128484775315,0.00617408150078729,0.00604701206817301,0.00625405690199553,0.00528200195558226,0.00600898953514185,0.00522744109617315,0.00624973425003557
"PWY-6151",0.00103855245076648,0.000636255381779513,0.000460461705744684,0.00191975900412891,0.00144075917925104,0.00189917158914901,0.000765146219937594,0.00241638768153047,0.00236651560941245,0.00142001680822614,0.000819281142748578,0.00104021646527165,0.00190931852389089,0.000797352328485979,0.00124623423571985,0.00124412836926278,0.00253115273373157,0.000451421025079791,0.00256725284084967,0.00187630989705649,0.00293989430778716,0.00152401725315202,0.00117729849986657,0.00223580971142873,0.000992509573168465,0.00109843903660791,0.00279127869808383,0.000668862417213012,0.00107723452252897,0.00279676576579779,0.00104237730246199,0.00185863778827223,0.00242327541303171,0.0012401063555456,0.000253116047390496,0.00288955734948998,0.00187687563829763,0.00027397835279963,0.00236480955922184,0.000957008552799782,0.000496290637286591,0.00143425088730567,0.00213932058930932,0.00186846341204595,0.00161629196174806
