"","sa1","sa2","sa3","sa4","sa5","sa6","sa7","sa8","sa9","sa10","sa11","sa12","sa13","sa14","sa15","sa16","sa17","sa18","sa19","sa20","sa21","sa35","sa36","sa37","sa38","sa39","sa40","sa41","sa42","sa43","sa44","sa45","sa46","sa47","sa48","sa49","sa50","sa51","sa52","sa56","sa57","sa59","sa60","sa62","sa63"
"P184-PWY",0,9.91403422405537e-05,0,0,0,0,0,0,0,0,0,0,0.000327960872752081,0,0,9.92662289900616e-06,0,0,0,0,0,0,2.04225976062434e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P221-PWY",0.00181384167953884,0.00144567599630851,0.00229807131395514,0.000953809562861206,0.0022297272991813,0.00193577256506866,0.00203290087906028,0.00100746918880507,0.000673152953428894,0.00258664124895526,0.00212402349067565,0.0017241842418306,0.00192427699468628,0.00126121685871792,0.000946767064526538,0.000968305170072811,0.00174919133863552,0.00156402538151378,0.00232254753473508,0.00115875719888561,0.00105921366986714,0.00219624449683199,0.00229522420845104,0.000753962480981926,0.00226726685650671,0.0010897634295553,0.000190351616017157,0.00234844535736146,0.00186483704474068,0.000423489900574996,0.00133843746198795,0.00149414717166055,0.00177715710814191,0.00192570602050627,0.0013362773378395,0.000490435570921974,0.00128828065132632,0.00166307551616377,0.000185019058848637,0.00191807764863867,0.00160739221772787,0.00191601328493118,0.00210006402999776,0.00108144727152882,0.00226900227250652
"P23-PWY",0.00246448986498862,0.00458635451029186,0.00384555884764387,0.00504406840902483,0.00381428822978378,0.00396025227719213,0.00220039724649998,0.00668044331058622,0.00605083834333271,0.0031914407938876,0.00301375980148558,0.00338178603335505,0.00231932201651482,0.00361955318724845,0.0072425009485299,0.00236674170075416,0.00620746115958871,0.0035349029082871,0.00463246318490871,0.00326335851771159,0.00665754516570867,0.00445402698988034,0.00304701866114111,0.00686187629368299,0.00427420657693095,0.00350435423779809,0.00695755491308156,0.00438088768929022,0.0034368784305333,0.00647983316870662,0.00383993864850372,0.00409964154496327,0.00672837319108953,0.00596170021859858,0.00421090380845751,0.00619790525977952,0.0062358164227857,0.00413288925289482,0.00601294586804085,0.00303554633358891,0.00358365614716306,0.00292975303163811,0.00404166490826373,0.00484225172896956,0.00466750179661931
"P241-PWY",0,0,5.62458919414339e-05,0,0,0,6.08133467973627e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57379533115613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P261-PWY",0,0.000408667833748443,0,0,0.000863287438047268,0.000359628117559959,0,0.000153653457584417,0,0,0,0,0.000851049019950554,0,0.000202668299927722,0.000655552848656998,0.000168596869677059,0,0,0.000459080069757979,0,0,0,0,0,0,0,0.000573356809976626,0,0,0,0,5.62371835103227e-05,0,0,0.000112703278538912,0,0,0,0,0,0,0.000102798028437299,0,0.000285858091769027
"P281-PWY",0,0.000111557318800102,0,0,0,0,0,0,0,0,0,3.77794567573568e-05,0,0,0,5.56184039096121e-05,0,0,0,0,0,0,0,0,8.04204643788987e-05,1.63368998247057e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P341-PWY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162492832142057,0,0,0,0,0,0,0,0,0,0,0,0.000215505868533889,0,0,0,0,0,0
"P4-PWY",0.00357088593235717,0.00192762525961194,0.00409260308920788,0.00446328773029914,0.00355887877479233,0.00400646308662032,0.00326699738930118,0.00383854023824016,0.0037554213853767,0.00304574191610851,0.00359508966298529,0.00408863613303811,0.00295639874661783,0.00282925585090896,0.00494418901439017,0.00381469065493549,0.0039173262807697,0.00277615844533092,0.00457863229443606,0.00455615972654316,0.00313513912439491,0.00303730412151688,0.00327640663494257,0.00330154159943625,0.00288668258261716,0.00314347986780564,0.00317089427632732,0.00376010625479615,0.00334839908170334,0.00346962710481385,0.00232605414896569,0.00322214198765072,0.00324052919213164,0.00260176555782341,0.0041819802001028,0.00321835278573785,0.00187897679459338,0.00210928736770839,0.00326953697529969,0.00369617046787008,0.00354704149519552,0.00396478932077084,0.00238754377257238,0.00397258046479546,0.00333866520923497
"P42-PWY",0.0024087222724725,0.00369265587361295,0.00349162935894208,0.00462703425837371,0.00334637988807967,0.00357372851475946,0.00215435582864759,0.00658463428327451,0.00815062080445044,0.00318133645856472,0.00329979792198225,0.00460134196843648,0.00209342086227546,0.00267971058383373,0.00664245218737232,0.0028057661856671,0.00703698688045797,0.00310435185603008,0.0053040977411542,0.00290053886595927,0.00638801663877727,0.00429043567010691,0.00306325038634564,0.00727309821736303,0.00372031822549606,0.00252243284876152,0.00744228557544509,0.00344456756048801,0.00254002511878836,0.00705910687228148,0.0031186870977469,0.00333355800331748,0.00651910988411659,0.00479944841294211,0.00397944715388147,0.00724645602840049,0.00541682301224157,0.00375891427117561,0.00858391456183339,0.00348056889895888,0.00323423938221352,0.00280795405101131,0.00306050248723362,0.00500457912262273,0.00354109506551919
"P441-PWY",0.000704818909761166,0.000473928497012652,0.000454984111786863,0.000709601227221709,0.000531415996242818,0.000222683419812218,0,0.00276966224852539,0.00125784628787748,0,0.00138571977056169,0.00163069169917715,0.000630920271480333,0.000169703500305154,0,0,0.00192023958915961,0.000978580352700115,0,0.000599894515531752,0.000715367097305638,0.000974467057410383,0.00101666572630338,0.0013452346718907,0,0,0.000997692701889354,0,0.00112364592079047,0.00155499891084946,0,0.00068368209379155,0.000954039619814438,0.000249178235970881,0.00142673209881594,0.000807653699716969,0,0.000567002660113526,0.00166428900116727,0.00049370932490732,0,0.00114865347416423,0.000131074068321442,0.00176409044160392,0
"P461-PWY",0.000130523965880374,0,0,0.000432933589467174,0,0,0,0.000957428910214446,0.000123371577707353,0,0,9.34786140017415e-05,0,0,0,0.000475958793850005,0.000618099343676924,9.07887976664473e-05,0.00117477175175113,0.00045253791550997,0,3.82687233622057e-05,0.000293365870664959,0.000494866987091065,0,0,0.000314991329472757,2.11790796622789e-05,3.39254964654521e-05,0.000206954756113169,0.00026599588808391,0.000384060619159483,0.000216960074065796,0,0.000368514394867888,0.000632222743816501,0,0,0.000227350963205402,0.00011284420729714,0,0,0,0,0
"P562-PWY",0.000379760177030783,0.000448252741228079,0,6.37810841031613e-05,0.000454331855394821,0.000187462102443198,0.000113149794512153,0,4.91023850630616e-05,0.000132912025305946,0.000103182706594484,4.36769823124249e-05,0,0,0,0.000502410267207174,0.000371178106267882,0.000210457896765314,0.00201998292029149,0.000534439144090327,0.000218180890063063,0.000226346494579777,0.000196759732862316,0.000192325722007237,0.000204835692804382,0,0,0.000208443609998169,4.61241590224285e-05,0,0.000103959735583286,2.22082251608889e-05,0.000273274256227572,8.90495824569478e-05,0.000272178682712221,6.63116811789797e-05,0.000207478997064884,0,5.0322660977396e-05,6.82002308048934e-05,1.76149590209858e-05,0.000177148855086237,0.000236656605365475,0.000636552444075082,9.23228493464566e-05
"P621-PWY",0,0,0,0,0,0,0,0,0,0,0.000136482754281814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253698410612986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233901385688166,0,0,0,0,0.000135242914902194
"PANTO-PWY",0.00598559469583474,0.0057358628442842,0.00629808435261523,0.00562053359930837,0.00597382709061885,0.00596955111307106,0.00641248399204396,0.00542009722767766,0.00552486618130373,0.00628382304191615,0.00622640000542382,0.00573256435499388,0.00634699298199792,0.00627568488300998,0.00615799152576315,0.00545176588319837,0.00561361190216622,0.00623628361630933,0.00483880180093405,0.00527256234802841,0.00609748373561406,0.00618616673093929,0.0056654001745789,0.00567653878848335,0.00607537880926677,0.00631242491941959,0.005856522757696,0.00595179177592646,0.00610286774595153,0.00592889476865925,0.00617504442167198,0.00571218106909027,0.00553843064572571,0.00653330289293124,0.00582012461005491,0.00557106710205064,0.00591457334602687,0.00527540120335331,0.00632172420235235,0.00609993286573238,0.00573767256110839,0.00573794651455555,0.00606073479327481,0.00530061404465344,0.00655227486742416
"PANTOSYN-PWY",0.00586213464712372,0.00595088134182988,0.00616505511702605,0.00502305709052262,0.00571608422553373,0.00527899724590884,0.00641177604785171,0.00543307259602805,0.00528041662124596,0.00620155375962094,0.00620410699904678,0.00534875045868517,0.0060075564046435,0.0062229934379156,0.00571003991053165,0.00499610241124976,0.00545725007504685,0.00622109577284914,0.00475322503103522,0.00464197336108156,0.00603383926154957,0.00584594910833654,0.00547203184290385,0.00554970243948735,0.00561071903794761,0.00615821534125653,0.00576401037240755,0.0061046747763464,0.00612231036953509,0.00591129706955291,0.00607744573947218,0.00557694174728201,0.00544773291886398,0.00651476536650933,0.00578905402123162,0.00539684290908905,0.00584625813574897,0.00513486673512554,0.00633725071870243,0.00576923149290653,0.00538386741561382,0.00533449773887645,0.00601276583979216,0.00501024024517592,0.00640951513102252
"PENTOSE-P-PWY",0.00604354710839781,0.00495050253244208,0.00594358000466714,0.00492506014977298,0.00462086351994831,0.00431920768159029,0.0053235309704467,0.00535882428554418,0.00520463806510957,0.00590993690690825,0.00613549409989179,0.0053071162018777,0.00519648655070823,0.00613452965374725,0.00581794634335818,0.00444408920565053,0.00532466546585118,0.00610197950373418,0.00533533413813842,0.00490350625412262,0.00535431985437025,0.00557234370681066,0.00569748154827313,0.0051959698344699,0.00576419187250722,0.00610780765571786,0.00498067425079372,0.00583615543489914,0.00585458408148881,0.00552587119005752,0.00599825227605682,0.00591577633118131,0.00483210606414464,0.00564437560737416,0.00591426174825551,0.00472856927568504,0.00643005819201474,0.00635624584584974,0.0053518656955424,0.00537921504997234,0.00578134728570418,0.00538480393949776,0.00490446363838476,0.00541019382980165,0.00550006783530643
"PEPTIDOGLYCANSYN-PWY",0.00593642585955228,0.00660984854899382,0.0058197099785558,0.00515562971999225,0.00599881115115819,0.00589701409466604,0.00656872651558019,0.00611765105349096,0.00609400482264261,0.00628823149467715,0.0059648258948178,0.00527762696868267,0.00658863784368301,0.0063612746821691,0.00633429570094002,0.00634329691888407,0.00599462454732901,0.00630748975763669,0.00495882218090098,0.0056327964971341,0.00637420214147066,0.00648443186446442,0.00584836021525986,0.00586236988857466,0.0063436023754572,0.00645744168053253,0.0062365627724201,0.00669548678661185,0.00589685679349676,0.00616722100609582,0.00655325213254291,0.005737003429036,0.00587260297864133,0.00674070700029538,0.00556871606940727,0.00613863494643878,0.00682372264955923,0.00656348901135894,0.00663704592062195,0.0059964375736338,0.00637628077403457,0.00580859678204651,0.00624898242671719,0.00503839015647892,0.00651614245277555
"PHOSLIPSYN-PWY",0.0066227095946254,0.00655459282391615,0.00685987556821515,0.00652057381686256,0.00638017331597425,0.00693598346286369,0.00677915180414902,0.00702102492808512,0.00643099282778365,0.00656390648176194,0.00657943204368586,0.00682127060139732,0.00646664250787453,0.00689255784502177,0.0075646676978552,0.0066499169887174,0.00649777972723197,0.00688693677106483,0.00655002874827982,0.0061004806224476,0.00692528111208381,0.00705696034224959,0.00607699371320799,0.0066275399388935,0.00698451668157688,0.00693650764959268,0.00627570348803396,0.00749207261957956,0.00641850949602393,0.00644395140970581,0.00711194442171617,0.00626304567716242,0.00647079252247185,0.0072521947510579,0.00677045605143676,0.0067108771376417,0.00725219178892648,0.00768494191539743,0.00707893658102179,0.00685191907012753,0.00745145974478298,0.00653706687457027,0.0068784592360377,0.00611022548054558,0.0074434716070115
"POLYAMINSYN3-PWY",0.00145550231993287,0.000876276628771561,0.00107056845880123,0.0011392471989139,0.000794396489651331,0.00117256454714012,0.00036442427913308,0.000182314856624716,0.000698312941068353,0.00137636284542772,0.00127487271984555,0.00158786293608867,0.000667946931912871,0.000420940356252347,0.00145301717809353,0.000873864948412378,0.000958694725433331,0.000668744303075482,0.0020645488854458,0.00107861272063509,0.000821038297238411,0.00136057420624205,0.000977235879820998,0.00150603348606934,0.00150747061758861,0.00116501166386486,0.000667999998649628,0.000784217173291421,0.00134048758953684,0.00103325751920583,0.000977859268125477,0.00124894247106939,0.00115432214741154,0.000229710813293953,0.000951274985701477,0.000589503771328027,0.000931944589301601,0.00125794649436869,0.000119539522650804,0.000994859511226194,0.00158011494256624,0.00113680670549251,0.00122297651642536,0.00159937327724699,0.00133934768267855
"POLYAMSYN-PWY",0.00146847970481029,0.000892624831893455,0.00106699314879298,0.00114024935482099,0.000811721801377924,0.00170340736555932,0.000350656177079573,0.000172937054143341,0.000698222211231119,0.00139397629336728,0.00125800275521283,0.00158390734497644,0.000767927997563819,0.000404267401033996,0.00161285447322642,0.000910631483518328,0.000965259391639285,0.000649205588960769,0.00202567179373948,0.0013218643355387,0.000815974593078144,0.00140138940169811,0.00101558575189446,0.00149025014448481,0.00154641400733167,0.0013435294745987,0.000658324250797801,0.00075353042244961,0.00135304386842079,0.00103823562223884,0.000949737388886812,0.00132808599864393,0.00117860021736907,0.000217675791529115,0.000942010999559346,0.000567652159545088,0.000917511048984844,0.0012538014634109,0.000265406036879436,0.0010229765843451,0.00157180050895947,0.0012113750326833,0.00131760592655891,0.00165644357363252,0.0013638371909197
"POLYISOPRENSYN-PWY",0.00536296862502739,0.00606482358428393,0.00610426560714143,0.00533463838898358,0.00611862406497939,0.00591409340759094,0.00619293887946432,0.00513932846205024,0.00535051640260999,0.0054886519405015,0.00580527702932338,0.00547096213114324,0.00609450767108242,0.00559185295094036,0.00605613283542292,0.00624390271663914,0.00510656507351357,0.00549218547179878,0.0047403100790597,0.00533043758839506,0.00513909364846613,0.00608389285208098,0.0056936614007783,0.00546886958633296,0.0057305708443557,0.0047810399708849,0.00560650789540461,0.00644373126549855,0.00562091902950379,0.00532325440218398,0.00588089385917411,0.00523006693323837,0.00556198464575325,0.00622354032732432,0.00571510977946902,0.00561324527836145,0.00593881861350379,0.00593756108780584,0.00608523134478669,0.00593868901818816,0.00640339064547645,0.00585717283387249,0.00606371194179571,0.00530396587544646,0.00641910132520532
"PPGPPMET-PWY",0.00119113096959486,0.00161787333218152,0.00177391500477045,0.00239283090381307,0.00174988444334166,0.00198545424192366,0.000497010279794642,0.00176282335690971,0.000665404545460207,0.00110944800128324,0.0014290167511743,0.00111841497886156,0.00121944535505516,0.000946267010410346,0.00154101844362001,0.00332166517938471,0.00186455748934562,0.00146662126751397,0.00317053269318762,0.00331268949201306,0.00103762431770913,0.000976694259709295,0.0017621776433193,0.00169256831827764,0.00223534506560607,0.000597364191470778,0.00185190941415693,0.0022492139223065,0.00067386780726018,0.000969089166623554,0.0026371193098004,0.00184760189846002,0.00237986708121261,0.0023509864775392,0.00101305256616505,0.00299904256665202,0.00131652902785212,0.000662937411813366,0.000459501961548171,0.0013348084633469,0.0013363199870805,0.00144004271209292,0.00275737965235685,0.0018771850899157,0.00165322040005144
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY",0.000647288134475935,0.000212045980629909,0.000872194683204431,0,0.000327881215845521,0.000980175117274673,0.000489715625197208,0.000111382934733979,0,0.000333495679645439,0.000196538316446023,0.00014146784595514,0.000227869845111745,0.000116053176630617,0.000494818724271168,0.00115237310093069,0.000438435344471661,0.000359364564800475,0.00248779316736764,0.00114864177632149,0.000424542788080073,0.000395033746932029,0.000541747678984491,0.000279812771509949,0.000400778517810564,0.000558068824075413,0,0.000484326246340515,0.000303504121695219,0,0.000223063138486911,0.00053235939091575,0.000566680369445853,0,0.00102794371609036,0.000205409479953285,0.000290134234428168,0,0,0.000713859018105993,8.63698431781246e-05,0.00125958240199481,0.000338179536902552,0.00115472123348259,0.000140892543425269
"PRPP-PWY",0.00133116935205452,0.0015307873997906,0.00034363546021661,0.00490987166498378,0.00308997732096927,0.0030904229220659,0.000220609234259161,0.00410276814200144,0.00487420999785914,0.00114825299640322,0.00152373128866608,0.00321842673626584,0.001901159477992,0.000943301653715552,0.00209951752983236,0.00254348170636837,0.00479353291281038,0.00140796755074349,0.0041445160538467,0.00349517479468926,0.00458063135833459,0.00299323107067008,0.00140685573509251,0.00381469573059121,0.00174610468909033,0.000705718251468593,0.00458757244971361,0.0013068354431526,0.000520238500355904,0.00420079705173838,0.00130601728200833,0.00229893243402457,0.00392352417193699,0.00265655799849027,0,0.00472424924382453,0.00148674514605664,0.0010606274374757,0.00466980911200203,0.000678603405835066,0.00177743030713933,0,0.00274333046306801,0.00369777819385996,0.00196116992376484
"PWY-1269",0.00393599514206703,0.00394134569809616,0.00487601782533346,0.0046702743979195,0.00489425604679581,0.00573978383443174,0.00495359682784598,0.00360880492299179,0.00421964206818809,0.00393314532964016,0.0048606564013182,0.00470592456207395,0.00444410744182782,0.00382393025007417,0.00549517864403879,0.00412351599863743,0.00376169386339294,0.00388239039843841,0.00465693685340935,0.00372488080432438,0.00369691368731083,0.0051136241299162,0.00421701456156712,0.00472334551440075,0.0044452998931204,0.00304546263957787,0.00451433486910583,0.0055008134688486,0.00462692833443718,0.0042820282505818,0.00456930622991441,0.00363983220041088,0.0045751642203569,0.00526923076194471,0.00422702635735341,0.00491527290303187,0.00485863941376692,0.00501172472897751,0.00533107324538425,0.00533750031467838,0.00590282329432868,0.00444204930093564,0.00551366027488389,0.00481357825290264,0.00584767098689314
"PWY-1422",0.000691028912295192,0.000684934060950537,0.000368918000304245,0.000108120306540291,5.22779468350323e-05,0,0.000521370436994444,0.000175243537398272,0,0.000324209601605774,0.000723989513146689,0,0,0.000831347875040435,0,0,0,0.00059882571648493,6.19185035704808e-05,4.75098125438718e-05,0,9.68010310166603e-05,0.000271270510592033,1.26990406767066e-05,0.000590212585856133,0.00117991756813736,0,0.000709210293833587,0.000648301595429917,0,3.97224355804631e-05,0.00112459758898311,0.000539929734213632,0.000405178954682147,9.45294618135804e-05,0,7.83446414351117e-05,0.000353780919613599,0,0.00042366229612739,0.000129667162433761,0.000358818052802405,0.000166064476416968,0.0002135317471647,4.51385051816334e-05
"PWY-1541",0,0.000387691321432621,0,0,0.000944291108077173,0.000762411306618977,4.29526952276887e-05,0.000140860183049699,0,0,0,0,0.000445971582465044,0,0.00037133947610061,0.000641004151793421,0.000233674208815328,0,0.000183236468464848,0.00061115716116493,0,0,0.000168419417807548,0,0,0,0,0.00036706227501236,0,0,0,4.37353778049474e-05,0.000395560972859008,0,0,0,0,0,0,0.00043647178609988,0.000162748304325954,0.000413488069628359,0.000109512052968278,0.000597170043844462,0.000151927596741929
"PWY-1622",0,0,0,0,0,0.00124130205732482,0,0.000242266819671145,0,0,0,0,0,0,0,0,0.000319991347910141,0,0,0,0,0.000501993428644344,0,0,0,0,0,0,0,0,0,0,0.000905643301867199,0,0,0,0,0,0,0,0,0,0.000710353942398428,0.00127119029710371,0.000491134548321454
"PWY-181",0.00279967270532436,0.00183322462648336,0.00280980858123804,0.00284323375957552,0.00263243679745733,0.00321915831435456,0.00235403375545591,0.00184259868445353,0.00260443655972547,0.00237996759981613,0.00285060404400468,0.00278408930097831,0.00267525626828576,0.00223692285295409,0.00181917898290912,0.0027341762745749,0.00284690264874808,0.00237102334353286,0.000263017774440415,0.00322796125216065,0.00288054752447102,0.00167443421523102,0.0020393182731361,0.00225084268374052,0.00193775670857644,0.00190701906507824,0.00252260295678591,0.00251946601421297,0.00231928621156444,0.00246754218556517,0.00234427923449384,0.00287702932115322,0.00299858444692672,0.000720283245010776,0.00222500436587215,0.00283554190179173,0,0.00243053494769541,0.00209676052140151,0.00254778917161548,0.00220544663392674,0.00141608703921544,0.0029575204316756,0.00294600910174958,0.00193965863500616
"PWY-1861",0.000413035820418074,0.00264566873722527,0.000378262554032152,0.00184793829423699,0.0021942705143233,0.000502671850718253,0,0.00168346467023307,0,0,0.000710036883851631,0.00150916245555171,0.000476614621527637,0,0.00125673553583943,0.00107540706227881,2.14337294635918e-06,0.000193225494150369,0,0.00141943075675622,0,0,0.00085961319774049,0.000485729918269468,0.000932718853641298,0.00158181932207374,0,0,0.00133706386081281,0,6.8190031118909e-05,0.000287633464148261,0,0,0.000856747130242045,0,0,0.000306534906787894,0,0.00106952000015722,0,0.00158176818467387,3.46094169790157e-05,0.00307647594713331,0.000190266681600856
"PWY-2941",0,0.00024886792567795,0,0.000235205111011047,0.000304779675178437,0,8.11321647081343e-05,0.00180244090518119,0.000557736581240922,2.91291033213331e-05,0,5.33684255555601e-05,0.000778589665830142,4.54416346548778e-05,0,0,0.000180016509706279,0.000126162597007222,0,0.000335540839441157,0.000171254181432708,0,0,6.62013598625337e-05,0,0,7.02918467128925e-05,0,0,0.000479621319844202,0,0,0.00029706102320681,0,0,0.0010722175521522,0,0,0.00043737993481816,0,0,0,5.75310256248874e-05,0,0
"PWY-2942",0.00668915105230419,0.00734245501034778,0.00740441696016625,0.00739192122714644,0.00713167507346185,0.00695818489307406,0.00721381035705466,0.00649231495735509,0.00699200767894572,0.00688903040463908,0.00696388274772371,0.00705336255529918,0.00730828847238138,0.00685357088191079,0.00693585637670537,0.0070582839550533,0.0067346483783737,0.00694053660244243,0.00588519454958666,0.00655350669954339,0.0068726244704137,0.00704522044765042,0.00706904663267827,0.00659274982919238,0.0068163046345014,0.00699992972910098,0.00688661221229499,0.00696279228740719,0.00701710370545428,0.00674061904969966,0.00690212094318997,0.00685666125531873,0.00685884244315415,0.00722160475695545,0.00710757711769634,0.00682876506765774,0.00697281168227409,0.00659611117766535,0.00746444307851372,0.00709062145150436,0.00665574950213859,0.00695337058253646,0.00707500180151398,0.00667167924270469,0.00718425490958543
"PWY-3001",0.00723821810482893,0.00802371770206125,0.00754338058863113,0.0072841636000303,0.00775322309439134,0.0074976059997841,0.00794288148657639,0.00675775088664977,0.00766670263432666,0.00760609249995897,0.00749755570983631,0.00706860338119973,0.00792744501141794,0.00754788084342812,0.00734396207465563,0.00757999906997848,0.00725804660033266,0.00735843184680922,0.00581003011208788,0.00687449644366306,0.00747575178363649,0.00741284711630589,0.00747495793740503,0.0069716052261655,0.0069329298871165,0.00756195572373506,0.00742356464449565,0.00714715119658114,0.00749153850363901,0.00726855002077963,0.00730464579393301,0.00732685968052732,0.00733421086212068,0.00765705230888293,0.00732167032211401,0.00716006533348599,0.00705781834110198,0.00661027552922194,0.00803012684737162,0.00773986576612932,0.00690302950438332,0.00755137404614477,0.00733677839927726,0.0069878234266725,0.0077849525700485
"PWY-3661",0.00113023891391116,0.00337013858897691,0,0,0.00405797178308363,0.00312290970215732,0.000202684424784654,0.00105987038346341,0,0.00123046311190867,0.000465420664844365,9.71931387451445e-05,0.00197959577968992,0,0,0.00461013169241635,0.00271617024289797,0.000140759664108555,0,0.00362905573438265,0.00175188491471201,0.000390964129295793,0.000196765959739827,0,0.000280462705943187,0,0,0.00147803121822904,0.000112887598706264,0,0,0.000108753132357109,0.0024900712035052,0,9.92580008116435e-05,0.000537119377882677,0.000457014310006764,0,0,0.00148064277116165,0.000754084861339365,0.0015158298518383,0.00275552676947572,0.00320994143828479,0.00132911604811949
"PWY-3801",0.000634058741708949,0,0.00187782466435069,0,0,0.00146293947435067,0.000866406109537213,0.00120753216878668,0,0.000913359708491655,0.00141943178680667,0.00115398373208216,0,0.00177562066773143,0,0,0,0.000806208277475084,0,0,0,0.000713418040346784,0.00147265231113814,0,0.00201107797419353,0.00131577489132602,0,0.00114186259132894,0.00119238918261003,0,0.000301400540364018,0.00215304349907498,0.000391537744282545,0.00119511835235571,0.00237501936366369,0,0.000578843913602677,0.00218081906100011,0,0.00169908491579402,0.00093938337094794,0.000172833610559419,0.000730118082871772,0,0
"PWY-3941",0,0.000223345760301537,0,0,9.8929508313423e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012725368667762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59733304822079e-05,0
"PWY-4361",0,0,0,0,0,0,0,0,0,0.000157438774193409,0,0,0,0,0,0,0,4.29774997719224e-05,0,0,0,0,4.42624372315204e-05,0,0,0.000892128308940397,0,0.000240201913219857,7.38246424922246e-05,0,0,0.00038587544886639,0,0,0,0,0,7.44158788780685e-05,0,0.000145860300610468,2.98296161961069e-05,2.35585367565267e-05,0,0,0
"PWY-4984",0.000857507275115003,0.000514366933492808,0.00114265478795376,5.02912759265189e-05,0.00109106983854971,0.00143301651897376,0.000750246259405381,0.00130310092197094,0.00096675071690598,0.000885879364424291,0.000519907162392067,0.000775827644159329,0.000172693992355899,0.000130463445574119,0,4.83646018827742e-05,0.00116346739690377,0.000178658212745193,0,0.000148991676082338,0.000618422220120274,0.000803396444161519,0.00115168272920093,0.000246202214037343,0.000554396429758458,0,0.000260729788447335,0.000717456699327965,0.000319758954378227,0.000546880595564973,0,0.000183138576839309,0.000932954450006909,0.000223303103757406,0.00097482140415476,0.000625210310514793,0.000856812396681683,8.30109704885981e-05,0.000475916544077415,0.00145429991997763,0.000662473607990271,0.00115927750793847,0.000487850130949881,0.00135093200348862,0.000585218721691724
"PWY-5005",0,0,0,0,0,0,0,0,6.81267665615076e-05,0,0,0,0,0,8.15327666228102e-05,0,0.000126262947584502,0,0,0.000111521963793582,0.000327840961292059,0,0,0.000278040793521919,0,0,0.000114603053565202,0,0,0.000186365408864215,0,0,8.65274170664288e-05,0,0,0.000260570220231114,0,0,0.000178825396741582,0,0,0,0,0,0
"PWY-5022",0.000813307492563772,0.000289577405348581,0,0.00158771807102305,0.000365064037560199,0.000928779573946893,0.000760467652867693,0.00114929943441192,0.00111498168042557,0.00079092197282785,0.000853051023613304,0.00082386359448873,5.22319068954335e-05,0.000778905224450565,0,0.000367509198697381,0.000804964914678481,0.000859554688535587,0,0.000734186367845341,0.000203530070741109,0.000472463290988874,0.00133499166810212,0.00109374201218563,0.000791568411997022,0,0.00103047950262537,0.00164603553002593,0,0.000382769373073518,0.000855254288238404,0,0.0010319944055112,0.0010065281252149,0.00113845141543155,0.00110769016167006,0,0,3.40289580143144e-05,0.00122225893054125,0,0.00114640336849302,0.000825145988978599,0.00151983936607293,0.000833381999643878
"PWY-5028",0.000608940234875068,0.000171307919970531,0,0.000965342310750354,0.000436897925314129,0.000157015377066238,5.63633344562281e-05,0.000144456079858128,0,0,9.62183723596683e-05,0,0,9.40642845056746e-05,0.000715835262075043,0.000199058521900711,0.000723970607804405,0.000353565277495131,0.00363840471532498,0.000565261058113492,0.00016008436278273,0.000318065415791474,0.000168224977841891,0.000401240043668359,0.000391292068510882,0.000804839562768834,4.86158945415795e-05,0.00015965697687271,0.000360249219192693,0.000175872014126993,0,0.000625729648653366,0.00059569564129441,0.000211045340745586,0.000315052313329628,0,8.40406375785353e-05,0,0,0.000558102306469197,6.8514183603786e-05,0.00126487688782842,0.000720460806859158,0.00136869860905562,0.000230857173723552
"PWY-5088",0,0,0,0,0,0,0,0,6.40058160554682e-05,0,0,0,0,0,0,0,0.000303646387006007,0,0,0,0,0,0,0,0,0,0.000213559802314485,0,0,0.000142314235651015,0,0,0.000318858516991513,0,0,0.000354701461768884,0,0,0.000347058021185111,0,0,0,0,0,0
"PWY-5097",0.00655912553939331,0.00726317858859685,0.0071913302896652,0.00669524151547368,0.00697593202607168,0.00678808878226359,0.00706850075784518,0.00606497288537067,0.00652458867824232,0.00678773644300841,0.00684062003082244,0.00661111446776095,0.00717210067923192,0.00670502113006017,0.00677429107108838,0.006851845669675,0.00645706212545859,0.00684005640897329,0.00590535419892545,0.00643817082506603,0.0066837426313704,0.00695674158675445,0.00667674983218757,0.00646934758136425,0.00671967999481392,0.00688894662468267,0.00663217749613784,0.00692822372283961,0.00677696915844012,0.00658498735514019,0.00682963760443531,0.0065338511277519,0.00654279249881512,0.00714154051069687,0.00678051771630191,0.00660624042437389,0.00693394125705758,0.00657931504252109,0.00720569087311178,0.0068906704618665,0.0066349348833885,0.00672591206350497,0.00694643910672023,0.00621539294051312,0.00709612107295299
