"","SEnd.1A.02.WMS","SEnd.1B.05.WMS","SEnd.1C.04.WMS","SEnd.1C.06.WMS","SEnd.1D.07.WMS","SEnd.2C.04.WMS","SEnd.2C.06.WMS","SEnd.2D.05.WMS","SEnd.2D.07.WMS","SEnd.2D.09.WMS","SEnd1.WAT","SEnd2.WAT","SEnd3.WAT","SSt1.1A.COR","SSt1.1A.GEL","SSt1.WMS","SSt2.1B.COR","SSt2.1B.GEL","SSt2.WMS","SSt3.1C.COR","SSt3.1C.GEL","SSt3.WMS","SSt4.1D.COR","SSt4.1D.GEL","SSt4.WMS","SSt5.2C.COR","SSt5.2C.GEL","SSt5.WMS","SSt6.2D.COR","SSt6.2D.GEL","SSt6.WMS","WEnd1.WAT","WEnd2.WAT","WEnd3.WAT","WSt1.1A.04.GEL","WSt1.1A.COR","WSt1.WMS","WSt2.1A.05.GEL","WSt2.1C.COR","WSt2.WMS","WSt3.1A.06.GEL","WSt3.2C.COR","WSt3.WMS"
"ASV496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221098265895954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV91",0,0,0.0313194370966035,0.0228523943076763,0,0,0.0182264283210655,0.00529764394256239,0.0252463885513703,0,0,0,0,0,0,0.0231323473644293,0,0,0.0278091596419571,0,0,0.0221849606603895,0,0,0,0,0,0,0,0,0.0212192262602579,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032244196044712,0,0,0,0,0,0,0,0
"ASV938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882538348392519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442196531791908,0,0,0,0,0,0,0,0,0.0328975115984817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV232",0.0234725274725275,0,0,0,0,0,0,0,0.00891049007695423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040048057669203,0,0,0,0.00204048318641854,0,0,0,0,0,0,0,0,0
"ASV272",0,0.0186936441609853,0.0110041265474553,0.00602472213566012,0,0,0,0.0246758678377248,0.0174159578776833,0,0,0,0,0,0,0,0,0,0.00599635004779699,0,0,0.0251515542370695,0,0,0.0151100690373844,0,0,0.0136890951276102,0,0,0.0320046893317702,0,0,0,0,0,0,0,0,0,0,0,0
"ASV137",0,0,0,0,0,0,0,0,0.0120156608613474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122443662889149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV927",0,0,0,0,0,0,0,0,0,0,0,0,0.00902564102564102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246362433862434,0,0,0,0,0,0,0,0,0,0,0,0.0400595048347678,0,0,0,0,0,0,0,0.00849097162510748,0,0,0,0,0,0,0,0
"ASV250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112974711045451,0,0,0,0,0,0,0,0,0.00603248259860789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505625079003919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725331873545915,0,0,0,0,0,0,0,0,0,0,0
"ASV92",0,0,0,0,0,0.0651192778852353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547420281921445,0,0,0,0,0,0.0505184791278915,0,0,0,0,0
"ASV55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593200468933177,0,0,0,0,0,0,0,0,0,0,0,0
"ASV925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911814510876645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01135897084987,0,0,0,0,0,0,0,0,0,0,0
"ASV767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867553499132447
"ASV594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945576801849128,0,0,0,0,0,0,0,0.0107588856868396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725331873545915,0,0,0,0,0,0,0,0,0,0,0
"ASV89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147039855539791,0.0340039166815026,0.0249797242497972,0,0,0.0154075018595261,0,0.0870940531421341,0.0294353223868642,0.0400937866354045,0,0,0.00285667646098596,0,0.0368636629607958,0,0,0.0379838417942843,0,0,0,0
"ASV126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152116402116402,0,0,0.0142887161168313,0,0,0.0570694087403599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895953757225434,0,0,0.00320455759302119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV54",0,0,0,0,0,0,0,0.0156141084622891,0,0.0652173913043478,0,0,0,0.0355811062771908,0.0603505291005291,0,0.0303650094398993,0.0607270434965329,0,0,0.0314910025706941,0,0,0,0,0,0.0784188715333121,0,0,0,0,0,0.0214254952627046,0.0288116225922298,0.0986672398968186,0.0415447630193095,0.0852450115379395,0.0720553044403084,0.0678885807307368,0.0627927400468384,0.0218308834230825,0.152647975077882,0.149450549450549
"ASV1067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292740046838408,0,0,0
"ASV37",0,0,0,0,0,0,0,0,0,0,0.0167364016736402,0.0187245087133852,0.00246153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117998741346759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019883920894239,0,0,0,0,0,0,0.0238226131574125,0
"ASV725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693764283382305,0,0,0,0,0,0,0,0.00256551218618288,0
"ASV269",0,0,0,0,0.02889019377569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV59",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714729645742697,0,0,0,0,0,0,0,0,0,0,0,0,0.0596110934013389,0,0,0,0,0,0,0,0.00386930352536543,0,0,0,0,0,0,0,0
"ASV308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347614495524463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267695646931147,0,0,0,0
"ASV431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151670951156812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245501285347044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333140543666859
"ASV796",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079241765071473,0,0,0.00912523599748269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819192510239906,0.00909461110356997,0.00518479127891518,0,0,0,0.00329851566794942,0
"ASV827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595565328935312,0
"ASV109",0,0,0,0,0,0,0,0,0,0,0,0.0296625880608083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946784198498204,0,0,0,0,0,0,0,0,0
"ASV331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035135582010582,0,0,0,0,0,0.0169665809768638,0,0,0,0.0278754721896574,0,0,0,0,0,0,0,0,0.00416258570029383,0,0,0,0,0,0,0,0,0
"ASV913",0,0.00362876621948538,0,0,0.00199647680563711,0,0,0.00376411543287327,0,0,0,0,0,0,0,0.00594109467829604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229108887013144,0,0,0,0
"ASV22",0.000703296703296703,0.00109962612711678,0,0,0.00481503229594833,0.0174081237911025,0,0,0,0,0.0153417015341702,0,0.00287179487179487,0,0.0128968253968254,0.00252812539501959,0,0,0,0,0.0365038560411311,0,0.0384546911162542,0,0,0.0643611911623439,0.0414408670704495,0,0,0,0,0.00314766662104831,0.00258397932816537,0.0387691805419523,0.00634135855546002,0.112814511410181,0.0593185828695534,0,0.0957433980465453,0.0374707259953162,0.01586377528744,0.0224482316291002,0.0225563909774436
"ASV772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106936416184971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV179",0,0.00934682208049263,0,0,0,0,0,0,0,0,0,0,0,0,0.0130621693121693,0.0102389078498294,0,0.0084051271275478,0.00312853045972017,0,0.00308483290488432,0,0,0.010705596107056,0,0.0186359269932757,0.0109446392519392,0,0,0.0512615138165799,0,0,0,0.00408096637283709,0,0,0,0,0,0,0,0,0
"ASV631",0,0.0115460743347262,0,0,0,0,0,0,0,0,0.0168913683558035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147089724732087,0,0,0,0,0,0.0321167883211679,0,0,0,0,0,0,0,0,0,0,0.00752364574376612,0,0,0,0,0,0,0,0
"ASV217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687326661039431,0,0,0,0
"ASV723",0.00756043956043956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV769",0.00650549450549451,0.00219925225423356,0,0,0,0,0,0,0,0.00952209845490478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339379754242247,0,0,0,0,0,0,0
"ASV718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013687853996224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192413413963716,0
"ASV862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465230166503428,0,0,0,0,0,0,0,0,0
"ASV371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064484126984127,0,0,0,0,0,0,0,0,0,0,0,0.0210392094357667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644783118405627,0,0,0,0,0,0,0,0,0,0,0,0
"ASV620",0.00984615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352067183462532,0.0149363369245837,0,0,0,0,0,0,0,0,0
"ASV960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694320811821257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270324389267121,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV668",0,0,0,0,0,0,0.0378548895899054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV937",0,0,0,0,0.00986494421608925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132275132275132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214890658576665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244857982370225,0,0,0,0,0,0,0,0,0
"ASV273",0.0212747252747253,0,0.0132261136387684,0,0.0257193188490898,0,0.011391517700666,0,0,0,0,0,0,0,0,0,0,0,0.00703919353437038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV33",0,0.019793270288102,0,0,0.00528479154433353,0.0109606705351386,0,0,0,0.0388070427596119,0,0,0,0.105811062771908,0.00529100529100529,0.0366578182277841,0.0552234109502832,0.0787980668207607,0.00747371165377596,0.0241329479768786,0.0263496143958869,0.0190893847542887,0.0959586968132455,0.03779399837794,0.0122443662889149,0.0958693563880884,0.00871320794814579,0.0109048723897912,0.0105440742302826,0.0979175010012014,0.0041031652989449,0,0,0.00399934704538035,0.0343938091143594,0.0485664131070802,0.0609474684403421,0.0866790747141718,0.00602918123718799,0.0393735362997658,0,0.0269378779549203,0.0513591671486408
"ASV305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305186807171206,0,0,0,0,0,0,0,0,0,0,0
"ASV184",0,0,0,0.0313701049132648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256551218618288,0
"ASV546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146425495262705,0,0,0,0,0,0,0,0,0,0
"ASV244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332904884318766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731850117096019,0,0,0
"ASV676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999039385206532,0,0,0,0,0,0,0,0,0,0,0,0,0.00602918123718799,0,0,0,0
"ASV537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125968992248062,0,0,0,0,0,0,0,0,0,0
"ASV8",0,0,0,0,0,0.0365892972275951,0,0,0,0,0,0,0,0.0518955873213176,0,0,0.039018250471995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071152192605331,0,0,0,0,0,0,0.0480117280557083,0.0260266049739734
"ASV231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379218809252939,0,0,0,0,0,0,0,0.00275750202757502,0,0,0,0,0,0,0,0,0,0.00318315377081293,0,0,0,0,0,0,0,0.0147516950705516,0
"ASV190",0,0,0.0489895249179981,0.0310584813545237,0,0,0.0830704521556257,0,0.0055353044417443,0,0,0,0,0,0,0.006193907217798,0,0,0,0,0,0.0109634980007739,0,0,0.00859710824540836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119368051492101,0.00393647346273924,0,0,0,0,0,0
"ASV569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00873326803787137,0,0,0,0,0,0,0,0,0
"ASV253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219653179190751,0,0,0.0452198682570767,0,0,0.00288184438040346,0,0,0,0,0,0,0,0.00375448906301012,0.00236457437661221,0,0.021718474277182,0.00558362137729327,0,0.0204918032786885,0,0.00375664284405351,0
"ASV1065",0,0.00219925225423356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV895",0,0,0,0,0,0,0,0,0,0,0.00805826747249341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV31",0,0,0.0121680245476669,0.0603510958761816,0,0,0.0257623554153523,0,0.0360469825840421,0,0,0,0,0,0,0.0145367210213627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV420",0.0124835164835165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254482359745518
"ASV9",0,0,0.00571368109194794,0.00488210242027631,0,0,0,0.0453087968771783,0,0.0134746676248653,0,0,0,0,0,0.0190873467323979,0,0,0.00912488050751716,0,0,0.0508190377918225,0,0,0,0,0,0.00997679814385151,0.0303669337832138,0,0.0161781946072685,0,0,0,0,0,0,0,0,0,0,0,0
"ASV744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101896040242487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403782807353097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV311",0,0,0,0,0,0,0,0,0,0,0,0,0.0527179487179487,0.00823492852703543,0,0,0.0078665827564506,0,0,0.00751445086705202,0,0,0,0,0,0.0122958693563881,0,0,0,0,0.005978898007034,0,0,0,0.00107480653482373,0,0,0,0,0,0,0.0116364302730438,0
"ASV66",0,0,0,0,0.00458015267175573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361434241138634,0,0,0,0,0,0,0,0,0,0,0
"ASV1006",0,0,0,0,0,0,0.00543287767262531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195419205715486,0,0,0,0,0,0,0,0,0.027627244713633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322014051522248,0,0,0
"ASV684",0,0,0,0,0,0.0124113475177305,0,0.013383521539105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV82",0,0,0,0,0,0,0,0,0,0,0.069425073609174,0.0470893585465332,0.0646153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194334200082113,0.0255167958656331,0.031913157035586,0,0,0,0,0,0,0,0,0
"ASV544",0,0,0,0,0,0,0,0,0,0,0,0,0.00738461538461538,0.00807955251709136,0,0,0,0,0,0.0502890173410405,0,0,0.0163788499198861,0,0,0.0103746397694524,0,0,0.0286798819063686,0,0,0,0,0.0238328436173686,0,0.00737273259215916,0,0.0119649029513427,0.0132641987218136,0,0,0,0
"ASV350",0,0,0,0,0.0240751614797416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV149",0,0,0,0,0,0,0,0.0443329150982852,0,0,0,0,0,0,0,0.0154215649096195,0,0,0.00790822977318154,0,0,0.0179285437895008,0,0,0,0,0,0.0281902552204176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851521164021164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160173747794217,0,0,0,0,0,0
"ASV264",0,0,0.0263464183684266,0.00706346733146359,0,0,0,0,0.00810044552450385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV378",0,0.0214427094787772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138328530259366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345498783454988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153014476818765,0
"ASV635",0.00949450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008110300081103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372241425152885,0,0,0,0,0
"ASV129",0,0,0,0,0,0,0,0.0100376411543287,0,0,0,0,0,0,0,0.0132726583238529,0,0,0,0,0,0.00709402811814781,0,0.00551500405515004,0,0,0,0.00208816705336427,0,0,0,0,0,0,0,0,0,0,0.00108525262269384,0.0305913348946136,0,0,0.00520532099479468
"ASV919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629533324209662,0,0,0,0,0,0,0,0,0,0,0
"ASV934",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668116842759478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153697334479794,0,0,0.0635469290082425,0,0,0.0400232862756513,0,0
"ASV471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187935034802784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7",0,0,0,0.0210865274748104,0,0.00241779497098646,0.0495969155275149,0,0,0,0,0,0,0,0,0,0,0,0.0144260015642652,0,0,0.0290210241196956,0,0,0,0,0,0.0283062645011601,0,0,0.0519343493552169,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290023201856148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV808",0,0,0,0,0.00798590722254844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245664739884393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312319259687681
"ASV698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442421944128429,0,0,0.00799513339706266,0,0,0.00838385141235651,0,0,0,0,0,0,0,0,0.00656506447831184,0,0,0,0,0,0,0,0,0,0,0,0
"ASV130",0,0,0.0368215003703312,0,0,0,0,0,0.0360469825840421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795356835769562,0,0,0,0,0,0,0.0068719076415613,0
"ASV365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322789943227899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV874",0,0,0,0,0,0.00886524822695036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV45",0.0128351648351648,0,0,0.0127765659083827,0,0,0,0,0.0731740245713514,0,0,0,0,0,0,0,0,0,0,0,0,0.0190893847542887,0,0,0.0177152533541748,0,0,0.0208816705336427,0,0,0.0297772567409144,0,0,0,0,0,0,0,0,0,0,0,0
"ASV98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497429305912596,0,0,0,0,0,0.0121134842205929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV189",0,0,0.00243360490953338,0.0310584813545237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634396454332146,0,0,0,0,0,0,0,0,0.0125290023201856,0,0,0.0082063305978898,0,0,0,0,0,0,0,0,0,0,0,0
"ASV732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409130060292851,0.00669278485145282,0,0,0,0.00491890454666312,0,0,0,0,0
"ASV1051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269163253364541,0,0,0,0,0,0,0
"ASV545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186122895853291,0,0,0,0,0,0,0,0,0,0,0
