"","F01.21.GEL","F01.21.WAT","F04.21.GEL","F04.21.SED","F04.21.WAT","F07.20.COR","F07.20.GEL","F07.20.SED","F07.20.WMS","F07.21.COR","F07.21.GEL","F07.21.SED","F07.21.WAT","F09.21.GEL","F09.21.SED","F09.21.WAT","F09.21.WMS","F10.20.GEL","F10.20.SED","F10.20.WAT","F10.20.WMS","SSt1.1A.COR","SSt1.1A.GEL","SSt1.WMS","SSt2.1B.COR","SSt2.1B.GEL","SSt2.WMS","SSt3.1C.COR","SSt3.1C.GEL","SSt3.WMS","SSt4.1D.COR","SSt4.1D.GEL","SSt4.WMS","SSt5.2C.COR","SSt5.2C.GEL","SSt5.WMS","SSt6.2D.COR","SSt6.2D.GEL","SSt6.WMS","WSt1.1A.04.GEL","WSt1.1A.COR","WSt2.1A.05.GEL","WSt2.1C.COR","WSt3.1A.06.GEL","WSt3.2C.COR"
"ASV587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135177128651336,0,0,0,0,0,0,0.00539845758354756,0,0,0,0,0.0205571565802113,0.0129635532887047,0,0.00843525938422606,0,0,0,0.0121708601521358,0,0,0,0
"ASV832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967351874244256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670603121045972,0,0,0,0,0,0,0,0
"ASV836",0,0,0.00577711516958628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444704505558806,0,0,0,0
"ASV18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959723096286973,0,0,0,0,0,0.035072102545843,0,0,0,0,0,0.0352172079291438,0,0,0,0,0,0.0110936934764259,0,0.0276708814366868
"ASV207",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314940468569965,0,0,0,0,0,0,0,0,0.0246362433862434,0,0,0,0,0,0,0,0,0,0,0,0.0400595048347678,0,0,0,0,0.00849097162510748,0,0,0,0,0
"ASV181",0.0101755278555075,0,0,0.0290502793296089,0,0.0140761594310268,0,0,0,0,0.00716537689882488,0.0333662605641532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064745437079731,0,0,0,0,0,0,0,0,0,0,0
"ASV1103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008110300081103,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV285",0,0,0,0,0,0,0,0,0,0,0,0.00471956975085062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255119953188999,0,0.00156758712166888,0,0.00623052959501558
"ASV139",0.00597812261511066,0,0,0,0.0422822210901681,0.0365980145206697,0.022596843615495,0.0103359173126615,0,0.0206521739130435,0,0.00702447590824278,0,0,0,0,0,0.0213373403456048,0,0,0,0,0,0,0,0,0,0.0265895953757225,0,0,0,0.00437956204379562,0,0,0.0130698119222187,0,0,0,0,0.0365434221840069,0.0162668227033353,0.0380218027120447,0,0.00727696114102751,0
"ASV533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163573085846868,0,0,0,0,0,0,0,0,0
"ASV294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191814294441051,0,0,0,0.0178032589016295,0,0,0.0139046896726078,0,0,0.0350221604240897,0,0,0,0,0,0,0,0,0.0321345707656613,0,0,0.0364595545134818,0,0,0,0,0.0107699024887207,0
"ASV80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586438607208308,0,0,0,0,0,0,0,0,0,0.0123403145911184,0,0,0.0312137237198504,0,0,0.0178455125700143,0,0,0.00556844547563805,0,0,0.0194607268464244,0,0,0,0,0,0
"ASV102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195614789337919,0,0.0507843658601436,0,0.0416242177266773,0
"ASV1037",0,0,0,0,0,0,0,0.0129198966408269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078665827564506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV478",0,0,0.0041930674617965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132275132275132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628306878306878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714729645742697,0,0,0,0,0,0,0,0,0,0,0,0.00422670509125841,0,0,0,0,0,0,0,0,0,0,0
"ASV579",0.00508776392775375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146284376828555,0,0,0,0
"ASV902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755743651753325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV637",0,0,0,0,0,0,0,0,0.00424782428512225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256604727594489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049535065612236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV608",0,0,0.0106224375698845,0.0117939168218498,0,0,0,0,0,0,0,0.0128416200197563,0,0,0,0,0,0,0,0,0,0,0.00760582010582011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491890454666312,0,0,0
"ASV941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527806385169928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120952962736713,0,0,0,0,0,0,0.0154215649096195,0,0,0.00790822977318154,0,0,0.0179285437895008,0,0,0,0,0,0.0281902552204176,0,0,0,0,0,0,0,0,0
"ASV665",0.00330704655303994,0,0,0,0,0.00622314416950659,0,0,0,0,0,0.00384151026232027,0,0.0104980156189988,0,0,0,0,0,0,0,0,0.00248015873015873,0,0.00645059786028949,0,0,0,0.0057840616966581,0,0.0067651771408225,0.00794809407948094,0,0,0,0,0,0.0200240288346015,0,0,0,0,0.00494392861449415,0,0
"ASV65",0,0,0,0,0,0.0339309527337383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158483530142946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341628005061156,0,0,0,0,0,0.00880260460629446,0,0
"ASV788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659703133589885
"ASV329",0,0.0145676691729323,0,0,0,0,0,0,0,0,0,0,0.0330706227785505,0,0,0.0212409886714727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV100",0,0,0,0,0.0189760570555273,0,0,0,0,0,0,0,0.0363158708082213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827601031814273,0,0,0,0,0
"ASV878",0,0,0,0,0,0,0,0.027906976744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV47",0.0648689900788603,0,0,0,0.0389709628120224,0,0.0588235294117647,0,0,0.0307971014492754,0.0651571605999809,0.01569531335748,0,0.0211240558187172,0,0,0,0.0984222389181067,0,0,0,0,0,0,0,0,0,0,0.0780205655526992,0,0,0.0056772100567721,0,0,0.0129635532887047,0,0,0,0,0.00505159071367154,0,0.0198085615527785,0,0,0.0269378779549203
"ASV603",0,0.018483709273183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV442",0.00470618163317222,0,0,0,0,0,0,0,0,0.0311594202898551,0.00477691793254992,0,0,0,0,0,0.0144166157605376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV999",0.00139913508013228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240171912526861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193465176268272,0,0.004387131082159,0.00325575786808151,0,0
"ASV336",0,0,0,0,0,0,0,0,0,0,0,0.0231588190099879,0,0,0,0,0,0,0.039426523297491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176268271711092,0,0,0,0.0213942657546209,0
"ASV881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446428571428571,0,0,0,0,0,0.00488431876606684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965499485066941,0,0,0,0.0220677146311971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325676526117055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650540590067803
"ASV747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012119328775637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV262",0,0,0,0,0,0,0,0,0,0.0195652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325648039598802,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1060",0,0,0,0,0,0,0,0.0108527131782946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV656",0,0,0,0,0,0,0.0182926829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104788240430796,0
"ASV578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250300360432519,0,0,0,0,0,0,0
"ASV663",0,0,0,0,0,0,0.0179340028694405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537944284341979,0,0,0,0,0,0,0,0,0,0,0.00320689023272861
"ASV5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615345005149331,0,0,0,0.0681680773881499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851655514034935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101896040242487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189370800244349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077120822622108,0,0,0,0.00586166471277843,0,0,0,0,0,0,0,0,0,0,0,0
"ASV757",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972986813468186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526655202063629,0,0,0,0,0
"ASV798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641378046545721
"ASV556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039068369646882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV15",0,0,0,0,0,0,0.124103299856528,0,0,0,0,0,0,0.0265010882089361,0,0,0,0.0320060105184072,0,0,0,0,0.00768849206349206,0,0,0.00609371716747216,0,0,0,0,0.00373865052519138,0,0,0.0207492795389049,0,0,0,0,0,0.0209587274290628,0.00807489760093622,0.0110342993884605,0,0,0
"ASV526",0,0,0,0,0,0,0,0,0.00683796104434314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922765769182151,0,0,0,0,0,0.00670708112988521,0,0,0,0,0,0.00614849187935035,0,0,0,0,0,0,0,0,0
"ASV841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777116402116402,0,0.0066079295154185,0,0,0,0,0,0,0.00762368207623682,0,0,0.0121134842205929,0,0,0,0,0,0,0,0,0.00654926502692476,0
"ASV67",0,0.0382205513784461,0,0,0.0272542027508915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253225611961896,0,0
"ASV765",0,0,0,0,0,0,0,0,0,0,0.0058278398777109,0,0,0.00473690948662143,0,0,0,0.00991735537190083,0,0,0,0,0,0.00366578182277841,0,0,0,0,0.0089974293059126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV241",0,0,0.01332463660082,0,0,0,0,0,0,0,0,0,0,0,0.0394273127753304,0,0,0,0,0,0,0,0,0,0,0.0195419205715486,0,0,0,0,0,0,0,0,0.027627244713633,0,0,0,0,0,0,0,0,0,0
"ASV657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119368051492101,0,0,0,0
"ASV445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228662589736772,0,0,0
"ASV828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440528634361234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595565328935312
"ASV719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018569878210539,0,0
"ASV650",0.0131009921139659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV777",0,0.0114348370927318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134350816852966,0,0,0,0,0.0407733186732637
"ASV643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153179190751445,0,0,0.00605305323126224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1053",0,0,0,0.00273122284295469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318775900541919,0,0,0,0,0,0,0,0,0,0
"ASV682",0,0,0,0,0.0122261844116149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527806385169928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV386",0,0,0,0,0,0,0,0,0,0,0.0183433648609917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082063305978898,0,0,0,0,0,0,0,0,0,0,0,0
"ASV53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098888238736103,0,0,0,0
"ASV560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139724849527085,0,0,0,0,0.00366501740883269
"ASV1080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302652661563112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060459492140266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778588807785888,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147089724732087,0,0,0,0,0,0.0321167883211679,0,0,0,0,0,0,0,0.00752364574376612,0,0,0,0,0
"ASV92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505184791278915,0,0,0
"ASV613",0,0,0.00913156913902348,0,0,0,0,0,0,0,0.0109869112448648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142741281427413,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1068",0,0,0,0,0,0,0,0,0,0,0,0.00208539128525958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152116402116402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549691040164779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800961153384061,0,0,0,0,0,0,0
"ASV567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168838074980058,0,0,0
"ASV72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396825396825397,0,0,0.0932969111157806,0,0,0.00629820051413882,0,0,0.0167072181670722,0,0,0,0,0,0.00700841009211053,0,0.0133276010318143,0,0,0,0,0
"ASV206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268972142170989,0,0,0,0,0,0,0,0,0,0,0
"ASV73",0,0,0,0,0,0.0300785301526152,0.021700143472023,0.0987080103359173,0.0113966017405719,0,0,0.0244759082427834,0,0,0.0473568281938326,0,0.0287110568112401,0,0,0,0.021876885938443,0,0,0,0,0,0,0,0,0.0114794273184574,0,0,0.0183665494333724,0,0,0.030046403712297,0.0221425558835934,0,0.0276670574443142,0.00451418744625967,0,0,0,0,0
"ASV616",0,0,0,0,0.0368059093224656,0,0,0,0,0,0,0.00252442102952475,0.0149899551846701,0,0,0,0,0,0,0,0,0.00435052827843381,0,0.00139046896726078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129930394431555,0,0,0,0,0,0,0,0,0
"ASV568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252302763315979,0,0,0.00819192510239906,0,0,0,0.0116364302730438
"ASV402",0,0,0,0,0,0,0,0,0,0,0.0178656730677367,0,0,0.0213801049801562,0,0,0,0,0,0,0,0,0.0105820105820106,0,0,0,0,0,0,0,0,0,0.00651296079197603,0,0,0,0,0,0,0,0,0,0,0,0.0047645226314825
"ASV193",0,0.0291353383458647,0,0,0,0,0,0,0,0,0,0,0.00896306598670994,0,0,0.00669412976313079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9",0,0,0,0,0,0,0,0,0.0221715706589308,0,0,0,0,0,0,0,0.000488698839340257,0,0,0,0.0402836451418226,0,0,0.0190873467323979,0,0,0.00912488050751716,0,0,0.0508190377918225,0,0,0,0,0,0.00997679814385151,0.0303669337832138,0,0.0161781946072685,0,0,0,0,0,0
"ASV49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682316522636399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452625226312613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV425",0,0,0,0,0,0,0,0,0.0186489846663904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207885304659498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764751890153819,0,0,0,0,0,0,0,0,0.0216937354988399,0,0,0,0,0,0,0,0,0
"ASV1050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485027414592999,0,0,0,0,0,0,0,0
"ASV347",0,0,0,0,0,0,0,0,0,0,0.0196809018821057,0,0,0.0236845474331072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340408490188226,0,0,0,0,0,0,0
"ASV676",0,0,0,0,0,0,0,0,0,0.0175724637681159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999039385206532,0,0,0,0,0,0,0,0,0.00602918123718799,0,0
"ASV175",0,0,0,0,0,0,0,0,0.0146083713220058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290734420427253,0,0,0.00703919353437038,0.103034682080925,0,0,0,0,0,0,0,0,0,0,0,0.0104256233877902,0,0,0.0184492945857953,0,0.00751328568810702
"ASV219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337960168980085,0,0,0,0,0,0.0245068219344747,0,0,0.00593318715335999,0,0,0.0247492510095089,0,0,0.0233178654292343,0,0,0.0199296600234467,0,0,0,0,0,0
"ASV364",0.0092851691681506,0,0,0,0,0,0,0,0,0,0.0106047578102608,0,0,0,0,0,0,0,0,0,0,0,0.0164517195767196,0,0,0,0,0,0,0,0,0.0186536901865369,0.0106812556988407,0,0,0,0.0128637705609447,0.0148177813376051,0,0.00644883920894239,0,0,0,0,0
"ASV107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328495698270618,0,0,0.0481104088739843,0,0,0.0149798098215449,0,0,0,0,0,0.0175849941383353,0,0,0,0,0,0
"ASV417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214160327677004,0,0,0,0
"ASV1057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265283974436272,0,0
"ASV572",0,0,0,0,0,0,0.0118364418938307,0,0,0,0,0,0,0.00742542568173089,0,0,0,0,0.032258064516129,0,0,0,0,0.00442421944128429,0.00251730648206419,0,0,0,0,0,0,0,0,0,0,0,0,0.0252302763315979,0,0,0,0,0,0,0
"ASV88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494335736354274,0,0,0,0.0625755743651753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248795102253484,0,0,0,0,0,0,0,0,0,0,0,0
