"","F01.21.GEL","F01.21.WAT","F04.21.GEL","F04.21.SED","F04.21.WAT","F07.20.COR","F07.20.GEL","F07.20.SED","F07.20.WMS","F07.21.COR","F07.21.GEL","F07.21.SED","F07.21.WAT","F09.21.GEL","F09.21.SED","F09.21.WAT","F09.21.WMS","F10.20.GEL","F10.20.SED","F10.20.WAT","F10.20.WMS","SSt1.1A.COR","SSt1.1A.GEL","SSt1.WMS","SSt2.1B.COR","SSt2.1B.GEL","SSt2.WMS","SSt3.1C.COR","SSt3.1C.GEL","SSt3.WMS","SSt4.1D.COR","SSt4.1D.GEL","SSt4.WMS","SSt5.2C.COR","SSt5.2C.GEL","SSt5.WMS","SSt6.2D.COR","SSt6.2D.GEL","SSt6.WMS","WSt1.1A.04.GEL","WSt1.1A.COR","WSt2.1A.05.GEL","WSt2.1C.COR","WSt3.1A.06.GEL","WSt3.2C.COR"
"ASV94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357364822871349,0,0,0,0,0,0,0,0,0.00284849563824105,0,0,0,0,0,0,0,0,0,0,0,0.0104907753527071,0,0
"ASV678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203824332843034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV976",0,0,0,0.00446927374301676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV400",0,0,0,0,0,0,0,0,0,0.0338768115942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819192510239906,0,0,0,0
"ASV709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123276561232766,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV391",0,0,0,0,0,0,0,0,0,0,0.0299035062577625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV537",0,0.0217731829573935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV683",0,0,0,0,0,0,0,0,0,0,0,0,0.0148354195642095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3",0,0.0328947368421053,0,0,0.0210137544574631,0,0,0,0,0,0,0,0.111883789213414,0,0,0.0821318228630278,0,0,0,0.0213119709794438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV69",0.008140422284406,0,0,0.0562383612662942,0,0,0,0,0,0,0,0.0410492810887938,0,0,0,0,0,0,0,0,0,0,0.0140542328042328,0,0,0,0,0,0.0347043701799486,0,0,0.0145985401459854,0,0,0,0,0,0,0,0.00902837489251935,0,0.013028449880351,0,0.0330374035802649,0
"ASV781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00950892275628501,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1092",0,0,0,0,0,0,0,0.0062015503875969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131499395405079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV220",0.0172983973543628,0,0,0.0432029795158287,0,0,0,0,0,0,0,0.0308418395346285,0,0.0285494815004481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401688254984718,0
"ASV960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694320811821257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV969",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473690948662143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV634",0,0,0,0,0,0,0.0193687230989957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707875110605486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV528",0,0.0178571428571429,0,0,0.0180845644421803,0,0,0,0,0,0,0,0.00896306598670994,0,0,0.00347579814624099,0,0,0,0.00423216444981862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983780909332624,0,0,0
"ASV76",0,0,0,0,0,0,0,0,0.00849564857024451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV377",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249647932403021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110338573155985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1085",0.00190791147290766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV800",0,0,0.00307491613865076,0,0,0,0.00502152080344333,0.00465116279069767,0,0,0,0,0,0,0,0,0,0.0103681442524418,0,0,0,0,0,0,0,0,0,0,0,0,0.00551896029909204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522264980758659
"ASV465",0,0,0,0,0,0,0,0,0,0,0.0114646030381198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151181968114349
"ASV194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078191814294441,0,0,0,0,0,0,0,0,0,0.0145998088120275,0,0,0,0,0,0,0,0,0,0,0,0.00750293083235639,0,0,0,0,0,0
"ASV795",0,0,0.00316809541557958,0,0,0,0,0,0,0,0,0,0,0,0.00572687224669604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107321219849113,0,0,0,0,0,0,0,0,0,0
"ASV503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191812564366632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695228991048927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV338",0,0,0.00866567275437943,0,0,0,0,0,0,0,0,0,0,0.038023300473691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119537275064267,0,0,0,0.0274846945421389,0,0,0,0,0,0,0,0,0,0,0,0
"ASV749",0,0,0,0,0,0,0.0138091822094692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159902667941253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV217",0,0,0.0262765560939247,0,0,0,0,0,0,0,0,0,0,0.0145948022020228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687326661039431,0,0
"ASV281",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300857764690821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV19",0.0370134825744085,0,0.00745434215430488,0,0,0,0,0,0,0,0.0299035062577625,0,0,0.0067853027781334,0,0,0,0.0667167543200601,0,0,0,0,0.0247189153439153,0,0,0,0,0,0.0190231362467866,0,0,0.0337388483373885,0,0,0,0,0,0,0,0.0155846947549441,0,0,0,0,0
"ASV197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039068369646882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100994406463642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV104",0.0482065632154668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256356377390208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201287302516091,0,0,0,0
"ASV74",0.00330704655303994,0,0.00838613492359299,0.0176288019863439,0,0.0048896132760409,0,0,0,0,0.0107002961689118,0.0125123477115575,0,0,0.00881057268722467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210662080825451,0.0111176126389702,0.000265886732252061,0,0,0.00998717243906909
"ASV544",0,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807955251709136,0,0,0,0,0,0.0502890173410405,0,0,0.0163788499198861,0,0,0.0103746397694524,0,0,0.0286798819063686,0,0,0,0.00737273259215916,0.0119649029513427,0.0132641987218136,0,0
"ASV956",0,0,0,0,0,0,0,0,0,0,0,0,0.00602688919796013,0.00473690948662143,0,0,0,0.0039068369646882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339379754242247,0,0,0,0
"ASV200",0,0,0,0,0.0371879775853286,0,0,0,0,0,0,0,0.014062741461907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV434",0.0167896209615874,0,0,0,0,0,0,0,0,0,0,0.0193173087476677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247274660994416,0,0,0
"ASV324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590944642391588,0,0,0.0229588546369147,0,0,0.0281359906213365,0,0,0,0,0,0,0,0,0,0,0.0107699024887207,0
"ASV423",0,0.0281954887218045,0,0,0,0,0,0,0,0,0,0,0.02395302117138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158418829209415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045707656612529,0,0,0,0,0,0,0,0,0
"ASV85",0,0,0,0,0,0,0,0,0,0,0,0.0462078805839096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV210",0,0,0,0,0,0.00414876277967106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680815297331372,0,0,0.00925449871465296,0,0,0.0463909164639092,0,0,0.0111571565189672,0,0,0.0156187424909892,0,0,0,0,0.00494392861449415,0,0
"ASV120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559353635798633,0,0,0.0365009439899308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV450",0.0115746629356398,0,0,0,0,0,0,0,0,0,0,0,0,0.0216361541415952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV341",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171552938164128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401536983669549,0,0,0,0,0,0,0,0,0,0,0
"ASV1000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397925961654407,0,0
"ASV1054",0,0,0,0,0,0,0,0.0113695090439276,0,0,0,0,0,0,0.00242290748898678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074580484773151,0,0,0,0,0,0,0,0,0,0,0,0.00710854947166186,0,0,0,0,0,0,0.00421299005266238,0,0.0191727963342578,0,0.0252886201209456
"ASV22",0.0072500635970491,0,0.0149086843086098,0.0114214773432651,0,0,0.00717360114777618,0.0521963824289406,0,0,0,0.00823180770497201,0,0.0069133273588529,0.145594713656388,0,0,0,0.03584229390681,0.00136033857315599,0,0,0.0128968253968254,0.00252812539501959,0,0,0,0,0.0365038560411311,0,0.0384546911162542,0,0,0.0643611911623439,0.0414408670704495,0,0,0,0,0.00634135855546002,0.112814511410181,0,0.0957433980465453,0.01586377528744,0.0224482316291002
"ASV54",0.0756804884253371,0,0.0841408870667164,0.0392302917442582,0,0.20136316491332,0.0670731707317073,0,0,0.0932971014492754,0.060762396102035,0.0301832949182307,0.0132900633596044,0.0506977339649213,0,0,0,0.072877535687453,0,0,0,0.0355811062771908,0.0603505291005291,0,0.0303650094398993,0.0607270434965329,0,0,0.0314910025706941,0,0,0,0,0,0.0784188715333121,0,0,0,0,0.0986672398968186,0.0415447630193095,0.0720553044403084,0.0678885807307368,0.0218308834230825,0.152647975077882
"ASV191",0,0,0,0,0,0,0,0.034625322997416,0,0.0192028985507246,0,0,0,0,0,0,0,0,0,0,0,0.014449968924798,0,0,0.026117054751416,0,0,0.0254335260115607,0,0,0,0,0,0.0428434197886647,0,0,0,0,0,0,0,0,0,0,0
"ASV187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174437830687831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117153912295787,0,0.0118319595852167,0,0,0
"ASV809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106985525487728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853046594982079,0,0,0,0,0,0.026431718061674,0,0,0.0345375722543353,0,0,0,0,0,0,0,0,0.0668494306199916,0,0,0,0,0,0,0,0.00384826827927433
"ASV659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156929770043505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV793",0.000890358687356907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV397",0,0,0,0.0186219739292365,0,0,0,0,0,0,0,0.0149270113050159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210252302763316,0,0,0,0,0.0227903050765706,0,0
"ASV330",0,0,0,0,0.0178298522669384,0,0,0,0,0,0,0,0.0330706227785505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088150289017341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV366",0,0,0,0,0,0,0,0,0,0,0.0166236744052737,0.0217319723411261,0.0234894143099985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV453",0,0,0,0,0,0,0,0,0,0,0.0122289099073278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000782132614930043,0.00505780346820809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154846985523181
"ASV720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709372312983663,0,0,0,0.0126619123853879,0
"ASV906",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627320445525541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301750150875075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV808",0.00178071737471381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245664739884393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590944642391588,0,0,0,0,0,0,0,0,0,0,0,0.005978898007034,0,0,0,0,0,0
"ASV29",0,0,0,0,0.0170657157412124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200366524129505,0,0,0,0.0353047676523838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108763206960845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631948507899356,0,0,0,0
"ASV406",0,0,0,0,0,0,0,0.0108527131782946,0,0,0,0,0.028743625405656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV45",0,0,0,0,0,0,0,0,0.00891007045171985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190893847542887,0,0,0.0177152533541748,0,0,0.0208816705336427,0,0,0.0297772567409144,0,0,0,0,0,0
"ASV431",0.0123378275248028,0,0.00857249347745061,0,0,0,0,0,0,0,0.0146173688736028,0,0,0.0129304826526693,0,0,0,0.0265965439519159,0,0,0,0,0,0,0,0,0,0,0.0151670951156812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140025173064821,0.0573649926455138,0,0,0,0,0,0.0240064882400649,0,0,0,0,0.0107549557148882,0,0,0,0.00784084259801053,0,0.0113348607259134,0,0
"ASV7",0,0,0,0,0,0,0,0,0.0177165354330709,0,0,0,0,0,0,0,0.0972510690287111,0.0087152516904583,0,0,0.0173506336753168,0,0,0,0,0,0.0144260015642652,0,0,0.0290210241196956,0,0,0,0,0,0.0283062645011601,0,0,0.0519343493552169,0,0,0,0,0,0
"ASV97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04752596212584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV401",0,0,0,0,0,0,0,0,0,0.0338768115942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019510582010582,0,0,0,0,0,0.0124678663239075,0,0,0.0953771289537713,0,0,0,0,0,0.0588706447737285,0,0,0,0,0,0,0
"ASV525",0,0,0,0.00670391061452514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651777179108369,0,0,0,0,0,0.00169336980591377,0,0,0.00765661252900232,0,0,0,0,0,0,0,0,0.00375664284405351
"ASV599",0.00559654032052913,0,0.025624301155423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992063492063492,0,0,0.0178608951460391,0,0,0.00951156812339332,0,0.0154886950329357,0.00940794809407948,0.00638270157613651,0,0.0102008288173414,0,0,0,0,0,0,0,0.0133847823465573,0,0
"ASV79",0,0.0112781954887218,0.0908497950055908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172784391534392,0,0,0,0,0,0,0,0.0144205091685953,0,0,0,0.00648177664435235,0,0,0,0,0.0103181427343078,0,0,0,0,0
"ASV37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166065911431514,0,0,0,0.0399032648125756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442196531791908,0,0,0,0,0,0,0,0,0.0328975115984817,0,0,0,0,0,0,0,0
"ASV876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010566762728146,0,0,0,0,0,0,0,0,0,0,0
"ASV374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659743433109346,0,0,0,0,0,0,0.00644671975729996,0,0,0.0155557486747197,0,0,0.0254095188959113,0,0,0,0,0,0.00754060324825986,0,0,0,0,0,0,0,0,0
"ASV282",0.0164080386670058,0,0,0,0,0,0.0312051649928264,0,0,0,0,0.0142684666886182,0,0.0378952758929715,0,0,0,0,0,0,0,0,0.0194279100529101,0,0,0,0,0,0.0185089974293059,0,0,0,0,0,0.0167888640952077,0,0,0,0,0,0,0.0695293804839139,0,0.0342017173628293,0
"ASV176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525351252290776,0,0,0,0,0,0,0,0,0,0,0,0,0.0199922610602347,0,0,0.0105509964830012,0,0,0.0452436194895592,0,0,0.011957796014068,0,0,0,0,0,0
"ASV428",0,0,0,0,0,0,0.0182926829268293,0,0,0,0,0,0,0.0138266547177058,0,0,0,0,0,0,0,0,0.00785383597883598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV962",0,0,0,0.00471756672873991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV535",0,0,0,0,0,0,0,0.0454780361757106,0,0,0.0057323015190599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00736994219653179,0.00758354755784062,0,0.00943564180167349,0.0097323600973236,0,0.0126801152737752,0.0113696737859951,0,0,0,0,0,0,0.00398830098378091,0,0,0.012552684625252
"ASV289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948047023132347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696504578872694,0,0,0,0,0,0.00672853828306265,0,0,0.00468933177022274,0,0,0,0,0,0
"ASV938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882538348392519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV424",0,0,0,0,0.0229240957717779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1044",0,0,0,0,0,0,0,0.0124031007751938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199878334926566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV552",0,0.00344611528822055,0,0,0.0166836474783495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV625",0,0,0,0.0136561142147734,0,0.00148170099273967,0,0,0,0,0,0.0103171989902316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV721",0,0,0,0,0,0,0,0,0.00891007045171985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278093793452155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV110",0,0,0,0,0,0,0,0,0,0.0170289855072464,0,0,0,0.0193317116886442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439588688946015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088134135855546,0,0,0,0,0
"ASV965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348176653839106
"ASV259",0.0274739252098703,0,0.0248788669399925,0,0,0,0.0279770444763271,0.0253229974160207,0,0.0467391304347826,0.0364956530046814,0,0.0251893061350641,0.0467289719626168,0.020704845814978,0,0.011362248014661,0.028099173553719,0.0487455197132617,0,0,0.0236171535114978,0.0654761904761905,0.00379218809252939,0.0152611705475142,0,0,0.0407514450867052,0,0,0.0345380096136728,0.00340632603406326,0,0.013640730067243,0.0378280735309744,0,0.0212990299451708,0.0158189827793352,0,0.0177343078245916,0.00491515506143944,0,0.0414807669118534,0.00305632367923155,0.00641378046545721
"ASV799",0,0,0,0,0,0,0,0,0,0,0,0,0.0106629578117756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409062303335431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
